 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),62556,44478,40638,27092,42387,26814,39405,35023,62066, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),207,207,5244,720,7867,86,361,1099,1081, 
 收到的其他与经营活动有关的现金(万元),5740,2805,6250,2078,7067,442,41299,3824,10563, 
 经营活动现金流入小计(万元),68503,47490,52132,29890,57320,27341,81065,39946,73710, 
 购买商品、接受劳务支付的现金(万元),34778,16624,30322,19526,12671,2968,15487,24756,24655, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7637,4392,7115,6198,6328,1560,5340,6160,5653, 
 支付的各项税费(万元),8945,6138,8623,6003,11529,2070,10617,7012,8748, 
 支付的其他与经营活动有关的现金(万元),2819,3537,4004,1297,6472,3147,5471,13177,27863, 
 经营活动现金流出小计(万元),54180,30690,50064,33025,37000,9746,36914,51105,66920, 
 经营活动产生的现金流量净额(万元),14323,16800,2068,-3135,20320,17595,44150,-11159,6790, 
 收回投资所收到的现金(万元),74718,46938,53971,5950,34935,--,83980,--,--, 
 取得投资收益所收到的现金(万元),58,40,40,29,56,12,70,--,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,0,0,188,21,287,115,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),74776,46978,54011,5979,35180,33,84336,115,9, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7097,5483,8754,6343,5375,2001,7246,8350,8179, 
 投资所支付的现金(万元),72260,44480,52129,1650,39235,4288,83980,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79357,49963,60883,7993,44610,6289,91226,8350,8179, 
 投资活动产生的现金流量净额(万元),-4581,-2985,-6872,-2014,-9430,-6256,-6890,-8235,-8170, 
 吸收投资收到的现金(万元),95362,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),15900,12900,43244,30244,36700,8000,42235,84420,47460, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),111262,12900,43244,30244,36700,8000,42235,84420,47460, 
 偿还债务支付的现金(万元),31473,16673,35475,21566,47566,15000,80216,56560,43743, 
 分配股利、利润或偿付利息所支付的现金(万元),1018,696,1493,1080,1358,393,3167,3853,3333, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1132,--,--,--,8,10,12,81,70, 
 筹资活动现金流出小计(万元),33622,17368,36967,22646,48932,15403,83394,60494,47145, 
 筹资活动产生的现金流量净额(万元),77640,-4468,6276,7598,-12232,-7403,-41159,23926,315, 
 汇率变动对现金及现金等价物的影响(万元),-124,-134,-48,5,5,-1,-3,-10,-0, 
 现金及现金等价物净增加额(万元),87259,9213,1425,2454,-1337,3935,-3902,4522,-1065, 
 加:期初现金及现金等价物余额(万元),2918,2918,1494,1494,2831,2831,6732,2210,3276, 
 期末现金及现金等价物余额(万元),90177,12131,2918,3948,1494,6766,2831,6732,2210, 
 净利润(万元),--,15266,19934,--,17639,1399,5102,7380,8341, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2513,4115,--,1360,-700,934,940,-643, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4762,9425,--,7848,2008,8372,8713,8414, 
 无形资产摊销(万元),--,168,338,--,325,80,320,324,348, 
 长期待摊费用摊销(万元),--,110,226,--,161,21,82,7,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,10,1807,--,1431,-72,620,-2,-0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,696,1493,--,1366,404,3179,3934,3403, 
 投资损失(万元),--,193,-206,--,-169,11,359,-3163,-2, 
 递延所得税资产减少(万元),--,-201,-1001,--,-794,137,62,-949,-594, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-2243,-7239,--,3329,-279,3001,787,-6663, 
 经营性应收项目的减少(万元),--,-11965,-33031,--,-16627,12908,37347,-24110,-8908, 
 经营性应付项目的增加(万元),--,7491,6208,--,4450,1879,-15228,-4703,3395, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,-201,--,-317,-300, 
 经营活动产生现金流量净额(万元),--,16800,2068,--,20320,17595,44150,-11159,6790, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),90177,12131,2918,3948,1494,6766,2831,6732,2210, 
 现金的期初余额(万元),2918,2918,1494,1494,2831,2831,6732,2210,3276, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
