 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),46394,30122,18243,49865,36363,23754,8051,54828,39411,48287,49411,59562, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4016,3147,1931,2540,1805,830,445,3042,2019,2613,2468,1009, 
 收到的其他与经营活动有关的现金(万元),15849,3402,121,388,9322,237,53,3258,1870,580,2977,2750, 
 经营活动现金流入小计(万元),66259,36672,20295,52794,47490,24820,8549,61129,43299,51480,54856,63322, 
 购买商品、接受劳务支付的现金(万元),32113,13230,9314,23276,24399,11006,8633,39344,30448,32723,41909,47366, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5042,3437,2166,5638,4555,3216,1873,4810,2380,5065,4552,4858, 
 支付的各项税费(万元),2468,1717,850,3934,2842,1995,990,3409,1514,2221,2402,1799, 
 支付的其他与经营活动有关的现金(万元),18926,12572,3105,11746,10693,3759,747,5301,2856,5881,3426,4707, 
 经营活动现金流出小计(万元),58549,30956,15435,44594,42488,19976,12243,52864,37199,45890,52289,58730, 
 经营活动产生的现金流量净额(万元),7710,5716,4859,8199,5002,4844,-3694,8265,6100,5590,2567,4592, 
 收回投资所收到的现金(万元),5400,--,--,--,0,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),28,--,--,--,0,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,--,31,10,10,--,--,--,39,117,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,353, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5429,1,0,31,10,10,0,0,0,39,117,358, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4708,2912,2752,3967,1294,2268,436,879,1878,1297,6108,4358, 
 投资所支付的现金(万元),26900,23900,--,--,0,--,--,--,--,6,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31608,26812,2752,3967,1294,2268,436,879,1878,1303,6108,4358, 
 投资活动产生的现金流量净额(万元),-26179,-26811,-2752,-3935,-1283,-2258,-436,-879,-1878,-1264,-5991,-4000, 
 吸收投资收到的现金(万元),49403,49403,--,--,0,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12300,12300,15245,35505,22250,13750,7750,38027,24682,46117,40574,39500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),23,23,--,--,0,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),61726,61726,15245,35505,22250,13750,7750,38027,24682,46117,40574,39500, 
 偿还债务支付的现金(万元),32800,31800,10322,43803,26300,13951,7950,38930,25348,46620,37905,33695, 
 分配股利、利润或偿付利息所支付的现金(万元),1849,1844,1544,2610,2109,1869,440,3167,1134,2820,2172,2617, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),992,992,--,320,325,280,140,167,1,--,19,18, 
 筹资活动现金流出小计(万元),35641,34636,11867,46733,28733,16100,8530,42263,26483,49440,40095,36330, 
 筹资活动产生的现金流量净额(万元),26085,27090,3379,-11228,-6483,-2350,-780,-4236,-1801,-3323,478,3170, 
 汇率变动对现金及现金等价物的影响(万元),20,122,70,655,160,436,76,375,-203,-741,-295,329, 
 现金及现金等价物净增加额(万元),7636,6117,5556,-6309,-2604,672,-4834,3525,2219,262,-3241,4090, 
 加:期初现金及现金等价物余额(万元),3669,3669,3669,9978,9978,9978,9978,6454,6454,6191,9432,5343, 
 期末现金及现金等价物余额(万元),11305,9786,9225,3669,7374,10650,5144,9978,8673,6454,6191,9432, 
 净利润(万元),--,4800,--,9471,--,3787,--,5845,--,3789,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-270,--,1162,--,939,--,644,--,1528,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1385,--,2626,--,1300,--,2448,--,2300,--,--, 
 无形资产摊销(万元),--,73,--,148,--,74,--,145,--,145,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,0,--,--,--,471,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,4,--,81,--,40,--,2,--,71,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,208,--,943,--,426,--,1818,--,3022,--,--, 
 投资损失(万元),--,--,--,--,--,0,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,29,--,-7,--,-199,--,-53,--,-183,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,0,--,--,--,--,--,--, 
 存货的减少(万元),--,-1938,--,581,--,844,--,3466,--,-1147,--,--, 
 经营性应收项目的减少(万元),--,259,--,-13312,--,2686,--,3419,--,-10502,--,--, 
 经营性应付项目的增加(万元),--,1166,--,6502,--,-5046,--,-9487,--,6074,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-1,--,5,--,-8,--,18,--,21,--,--, 
 经营活动产生现金流量净额(万元),--,5716,--,8199,--,4844,--,8265,--,5590,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11305,9786,9225,13847,7374,10650,5144,12826,8673,12228,6191,9432, 
 现金的期初余额(万元),3669,3669,3669,12826,9978,9978,9978,12228,6454,9748,9432,5343, 
 现金等价物的期末余额(万元),--,--,--,--,--,0,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,0,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7636,6117,5556,-6309,-2604,672,-4834,3525,2219,262,-3241,4090, 

