 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),10719,7285,3591,25231,11523,7617,2150,23546,16157,15330,13795, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),27,27,--,164,36,36,36,171,165,150,121, 
 收到的其他与经营活动有关的现金(万元),828,442,247,476,462,426,78,608,827,2274,16553, 
 经营活动现金流入小计(万元),11573,7754,3838,25871,12021,8080,2265,24325,17150,17754,30469, 
 购买商品、接受劳务支付的现金(万元),5145,4002,1712,12486,10253,7037,2921,11675,6668,6750,6548, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4610,3150,2029,4666,3512,2506,1567,3663,3772,3087,2634, 
 支付的各项税费(万元),2667,2384,1716,2080,1405,1250,1066,2343,1128,2075,1464, 
 支付的其他与经营活动有关的现金(万元),3629,1958,1236,2446,2192,1353,668,2498,2431,2383,17766, 
