 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),65675,34293,10183,126359,66915,41590,13174,103726,53359,30003,12288,109998,60313,38244,14182,126212,69276,40119,--,97282,55003,31212,--,69742,38507,24286,15032, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2416,1255,892,4504,1817,889,492,4114,1829,1864,22,5054,3086,2791,1204,3323,2318,1900,--,3925,2219,573,--,438,--,125,89, 
 收到的其他与经营活动有关的现金(万元),873,478,188,1814,2338,839,468,7543,6683,5808,473,2072,2498,1426,814,1081,599,378,--,2157,1151,1032,--,1793,975,264,165, 
 经营活动现金流入小计(万元),68964,36025,11262,132677,71071,43318,14134,115383,61871,37675,12782,117124,65897,42462,16200,130616,72193,42398,--,103364,58372,32816,--,71973,39482,24675,15287, 
 购买商品、接受劳务支付的现金(万元),60868,41875,20018,82100,59591,41998,19722,67880,47462,31356,15659,65108,47576,32404,18016,75557,54593,34372,--,63042,43946,25445,--,38243,22584,20965,11287, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15363,10437,4913,19338,14705,9861,4656,17803,13046,8855,3984,15237,10439,6969,3045,11133,7819,4995,--,8525,5508,3664,--,7947,4975,3101,2410, 
 支付的各项税费(万元),7358,5804,3147,8675,6074,4555,2353,7529,5738,4137,2517,9049,6243,4824,2860,8588,6082,3072,--,9143,5811,3267,--,7060,3807,905,432, 
 支付的其他与经营活动有关的现金(万元),9605,6309,3535,12271,9114,6165,3087,12287,9133,6167,3183,17178,9483,6077,2385,7813,8492,3830,--,6701,3700,2605,--,5146,3578,2491,1777, 
 经营活动现金流出小计(万元),93195,64426,31612,122383,89484,62579,29817,105499,75380,50515,25344,106572,73741,50273,26306,103091,76987,46269,--,87411,58965,34982,--,58396,34944,27463,15905, 
 经营活动产生的现金流量净额(万元),-24231,-28401,-20351,10294,-18413,-19262,-15683,9883,-13508,-12840,-12561,10552,-7844,-7811,-10106,27525,-4794,-3872,-6562,15953,-593,-2166,-5889,13577,4538,-2787,-618, 
 收回投资所收到的现金(万元),169445,125045,61000,248522,178300,112800,56000,94900,68900,68900,68900,170050,36000,36000,8000,3000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2181,1655,729,2501,1901,1212,652,1049,1036,1036,821,2932,780,780,101,37,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,0,--,--,--,9,10,4,4,--,--,--,--,7,7,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),171626,126701,61730,251023,180201,114012,56652,95958,69946,69939,69725,172982,36780,36780,8101,3044,7,0,--,0,0,0,--,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),411,258,111,448,364,241,133,1598,1723,1490,383,2924,1047,320,110,333,338,127,--,498,277,214,--,200,253,113,44, 
 投资所支付的现金(万元),164006,113613,62000,270900,201900,131900,66400,71430,--,--,63400,217628,28679,28679,25679,26450,1668,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,7655,7655,7655,3676,--,--,--,--,--,--,--,--,3313,--,--,--,--,--,--,--,--,--,295,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,181,--,--,--,--,--,--,--,--,--,--,--,102,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),164417,113871,62111,279185,209920,139796,70209,73028,1723,1490,63783,220552,29726,28999,25789,30197,2006,127,--,498,277,214,--,200,253,408,44, 
 投资活动产生的现金流量净额(万元),7209,12830,-382,-28161,-29718,-25785,-13557,22930,68223,68449,5942,-47570,7054,7781,-17688,-27154,-1999,-127,--,-498,-277,-214,-102,-200,-253,-408,-44, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,100,100,100,--,5,--,--,--,62125,62414,62414,--,--,--,--,--,--,--,5142,1000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,100,--,100,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,2000,500,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,150,--,--,--,300,11797,11790,--,--,--,--,--,--,--,--,--, 
