 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31, 
 销售商品、提供劳务收到的现金(万元),615716,384338,170514,823473,564960,297524,121638,654890,453460,267027,115950,603443,422039,274666,121078,501942,231377,--,--,483249,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),18,10,4,1637,530,415,16,1081,289,1063,34,1152,815,132,106,966,73,--,--,177,--, 
 收到的其他与经营活动有关的现金(万元),57621,37115,15601,50472,26125,16014,5813,87594,22535,14262,6482,38227,31984,17942,10559,37498,15368,--,--,84502,--, 
 经营活动现金流入小计(万元),673354,421462,186119,875582,591615,313953,127467,743565,476283,282353,122466,642822,454838,292740,131743,540406,246818,--,--,567928,--, 
 购买商品、接受劳务支付的现金(万元),283560,198507,84038,467954,286913,117467,69913,249324,168991,83983,56604,160592,157896,99427,48684,121526,76768,--,--,160713,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),129381,90856,27711,174256,76548,88440,26390,185602,75457,83880,26006,192112,78388,51680,27906,180833,49919,--,--,110360,--, 
 支付的各项税费(万元),42203,24337,16068,40713,30773,18455,8261,48757,38700,23135,10197,54166,41960,24831,9873,52047,28798,--,--,43540,--, 
 支付的其他与经营活动有关的现金(万元),98916,53726,44222,82677,122378,51647,16324,191457,115528,38841,18353,105020,75576,51671,26767,78250,39220,--,--,140263,--, 
 经营活动现金流出小计(万元),554061,367426,172038,765600,516612,276009,120887,675141,398676,229840,111159,511891,353819,227609,113229,432656,194706,--,--,454876,--, 
 经营活动产生的现金流量净额(万元),119293,54036,14082,109982,75003,37944,6580,68424,77608,52513,11307,130931,101019,65131,18514,107750,52112,5800,130700,113052,112400, 
 收回投资所收到的现金(万元),220107,146193,63439,191735,107914,68424,24708,182313,109451,78146,24453,371475,210593,163132,102642,68071,3000,--,--,--,--, 
 取得投资收益所收到的现金(万元),3619,3450,1974,3246,2537,416,95,1214,1331,886,394,2147,1428,942,548,684,835,--,--,1919,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1786,116,69,227,218,201,1,268,92,85,0,528,-379,-381,11,155,2,--,--,371,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,27941,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,2,--,--,--,309,558,306,--,15149,15144,0,--,312,--,--,345000,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),225512,149759,65482,223148,110671,69041,24804,183794,111183,79675,25153,374150,226791,178836,103201,68910,4149,--,--,347290,--, 
