 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),491425,2311536,1621505,1180245,582108,563305,235634,150366,75021,215586,143345,26460,12654,52339,36873,6197,1807,11395,8482,4999,2341,10683,8458,5187,2277,16453,10387,7063,2206,15823,9930,6280,2978,13490,10785,7387,3902,11727,7983,4531,1815,11679,7994,4955,9224,--,6638,5751, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 收到的税费返还(万元),42880,22316,18797,11533,5586,15413,9550,5055,2600,6755,6437,1175,459,2828,2229,389,196,853,599,420,164,1164,813,413,201,1226,80,80,80,1287,800,510,207,932,656,399,164,1098,808,360,172,1210,817,528,989,--,697,570, 
 收到的其他与经营活动有关的现金(万元),32100,7296,365566,27265,43616,17075,16937,3198,2739,3022,2351,1279,370,2324,234,190,7,1705,241,174,161,598,509,148,91,262,723,474,681,180,238,91,38,501,276,256,408,382,193,104,411,150,1562,382,555,--,860,906, 
 经营活动现金流入小计(万元),566405,2341148,2005868,1219044,631311,595794,262121,158618,80359,225363,152133,28914,13483,57491,39336,6776,2011,13953,9322,5593,2666,12445,9780,5748,2569,17941,11190,7617,2967,17290,10969,6881,3224,14923,11717,8042,4474,13207,8985,4994,2398,13039,10373,5865,10768,--,8194,7228, 
 购买商品、接受劳务支付的现金(万元),368898,1297244,1162303,749167,395290,325906,122933,77976,43776,121850,83941,10235,5124,19232,13015,3489,1794,4769,3812,2205,1016,4225,3366,1895,1027,9484,5567,3952,1207,6689,3025,1608,683,5321,4448,2616,1528,5027,2830,1848,1271,5755,2499,2219,1419,--,1853,2014, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),129841,593297,548946,378260,199988,167566,45487,30228,15856,42251,25504,2388,1539,4044,2752,1738,857,3553,2439,1656,936,3330,2226,1571,915,2351,1869,1300,750,2273,1718,1313,846,2492,2076,1589,1006,2833,1983,1560,1172,1856,1021,632,934,--,1299,1098, 
 支付的各项税费(万元),19754,44903,196081,20070,13522,27846,17795,10713,4259,10885,8384,3758,1733,8124,5965,685,318,1436,973,696,267,2310,1473,998,449,2305,1619,1147,478,1938,1307,883,382,1584,1018,623,295,1885,1454,1007,681,1849,1375,995,1388,--,1208,795, 
 支付的其他与经营活动有关的现金(万元),50588,366304,122438,87937,58909,61846,40435,19936,8421,29119,14909,4088,1339,5541,2980,1255,747,3532,2613,1850,1161,4400,3356,2219,1301,3499,3184,2358,1366,3306,3898,2899,907,3057,2957,1693,931,3022,2923,2017,2019,2611,5088,1943,2877,--,3048,2355, 
 经营活动现金流出小计(万元),569081,2301748,2029768,1235435,667709,583164,226649,138852,72313,204105,132739,20469,9735,36941,24712,7168,3715,13290,9837,6407,3380,14264,10420,6683,3692,17639,12240,8756,3801,14206,9948,6702,2819,12453,10498,6521,3760,12766,9190,6432,5143,12071,9983,5789,6618,--,7409,6262, 
 经营活动产生的现金流量净额(万元),-2676,39400,-23900,-16391,-36398,12630,35472,19766,8047,21258,19393,8444,3748,20549,14624,-392,-1704,663,-515,-813,-714,-1819,-641,-935,-1122,302,-1049,-1139,-834,3084,1021,179,405,2470,1219,1521,714,441,-206,-1438,-2746,968,390,76,4150,1454,785,966, 
 收回投资所收到的现金(万元),77447,232139,169874,146994,89981,1240,1240,1240,1241,100,--,--,--,46495,46495,7000,2500,6144,200,200,--,23890,390,3,--,1440,--,500,--,3009,2638,2601,38,307,118,--,2011,6316,4316,507,3,0,0,--,100,--,--,--, 
 取得投资收益所收到的现金(万元),338,2856,794,565,269,19,77,19,--,1261,33,25,--,674,665,47,17,130,55,46,--,344,320,75,16,187,141,78,68,208,147,176,15,48,25,6,1,39,28,8,3,0,0,--,0,--,--,--, 
