 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),72864,45717,86344,62134,38530,82159,39543,77534,68366,56070, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2400,1609,1676,1536,987,1108,858,1707,1235,1166, 
 收到的其他与经营活动有关的现金(万元),1337,541,879,766,690,1710,993,493,1510,18147, 
 经营活动现金流入小计(万元),76601,47866,88899,64436,40207,84978,41394,79734,71110,75383, 
 购买商品、接受劳务支付的现金(万元),59573,39041,59786,44991,29103,56818,30935,60955,56740,54023, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4718,3399,5283,3677,2771,3745,2042,2981,2082,2060, 
 支付的各项税费(万元),2736,1661,4482,3403,2437,3151,1201,2423,2078,2014, 
 支付的其他与经营活动有关的现金(万元),3520,2163,4342,2814,2037,4314,1918,3734,3352,11280, 
 经营活动现金流出小计(万元),70547,46264,73893,54884,36348,68028,36095,70092,64251,69377, 
 经营活动产生的现金流量净额(万元),6054,1602,15006,9552,3859,16950,5299,9642,6859,6006, 
 收回投资所收到的现金(万元),51440,26630,75750,52350,29050,70850,41450,63100,70600,61000, 
 取得投资收益所收到的现金(万元),461,249,759,606,409,624,202,750,196,189, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55,3,15,15,7,108,1,738,17,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),51956,26882,76524,52971,29466,71582,41653,64588,70813,61206, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1646,1120,3587,2094,1594,1838,523,2927,1811,2898, 
 投资所支付的现金(万元),81740,23790,70350,47250,24350,78850,39850,69100,84600,58000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),83386,24910,73937,49344,25944,80688,40373,72027,86411,60898, 
 投资活动产生的现金流量净额(万元),-31430,1973,2587,3626,3522,-9106,1280,-7439,-15598,309, 
 吸收投资收到的现金(万元),50692,--,--,--,--,--,--,--,7813,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1234,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),51926,0,0,0,0,0,0,0,7813,2000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,2000,5000, 
 分配股利、利润或偿付利息所支付的现金(万元),7259,7259,14524,7265,7265,7256,7256,3627,77,198, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,5,--,--, 
 支付其他与筹资活动有关的现金(万元),837,118,--,--,--,309,--,25,--,--, 
 筹资活动现金流出小计(万元),8096,7377,14524,7265,7265,7565,7256,3651,2077,5198, 
 筹资活动产生的现金流量净额(万元),43830,-7377,-14524,-7265,-7265,-7565,-7256,-3651,5736,-3198, 
 汇率变动对现金及现金等价物的影响(万元),-336,-176,417,223,163,515,223,36,-45,27, 
 现金及现金等价物净增加额(万元),18118,-3978,3485,6136,280,794,-454,-1413,-3049,3144, 
 加:期初现金及现金等价物余额(万元),8206,8206,4721,4721,4721,3926,3926,5339,8388,5243, 
 期末现金及现金等价物余额(万元),26324,4228,8206,10857,5000,4721,3472,3926,5339,8388, 
 净利润(万元),--,7640,15009,--,7385,11386,--,11508,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,51,32,--,142,-32,--,6,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,558,875,--,423,707,--,657,--,--, 
 无形资产摊销(万元),--,14,28,--,14,28,--,18,--,--, 
 长期待摊费用摊销(万元),--,73,139,--,67,32,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1,20,--,17,31,--,-36,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,176,-417,--,-163,-515,--,-36,--,--, 
 投资损失(万元),--,-484,-587,--,-222,-538,--,-774,--,--, 
 递延所得税资产减少(万元),--,-8,-2,--,-20,164,--,-53,--,--, 
 递延所得税负债增加(万元),--,25,12,--,6,5,--,--,--,--, 
 存货的减少(万元),--,-3807,-771,--,-1304,4487,--,-798,--,--, 
 经营性应收项目的减少(万元),--,-567,-1251,--,-3598,697,--,-843,--,--, 
 经营性应付项目的增加(万元),--,-2068,1919,--,1112,498,--,-6,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1602,15006,--,3859,16950,--,9642,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),26324,4228,8206,10857,5000,4721,3472,3926,5339,8388, 
 现金的期初余额(万元),8206,8206,4721,4721,4721,3926,3926,5339,8388,5243, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),18118,-3978,3485,6136,280,794,-454,-1413,-3049,3144, 

