 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),23167,15300,6162,27914,19620,12836,5969,27786,20559,35711,28813,29219,25678,20591,17639, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,16, 
 收到的其他与经营活动有关的现金(万元),499,428,112,242,133,111,75,596,272,256,386,612,1076,577,547, 
 经营活动现金流入小计(万元),23666,15729,6273,28156,19753,12946,6044,28382,20831,35967,29199,29831,26754,21168,18202, 
 购买商品、接受劳务支付的现金(万元),10187,6401,2478,10621,7148,3717,1370,10454,7900,15254,12885,14910,16150,12651,11000, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3181,2337,1405,3148,2494,1714,1007,3401,3352,3908,2817,3046,2538,1261,2012, 
 支付的各项税费(万元),2367,1479,833,2879,2179,1627,672,2755,2066,3759,3329,2709,2842,2234,1228, 
 支付的其他与经营活动有关的现金(万元),2395,1566,536,2976,2214,1383,712,2770,2005,3382,3740,2578,2412,2390,1970, 
 经营活动现金流出小计(万元),18130,11783,5252,19624,14035,8441,3761,19380,15324,26302,22770,23243,23942,18536,16210, 
 经营活动产生的现金流量净额(万元),5536,3946,1021,8532,5717,4505,2283,9002,5508,9665,6429,6588,2812,2633,1991, 
 收回投资所收到的现金(万元),22800,6800,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),227,62,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),67,66,65,6,5,3,--,2,14,50,89,97,68,--,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,779,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,120,--,--,--,--,150,--,--,--,500,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23094,6927,65,126,5,3,0,2,164,50,89,97,568,779,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4428,844,341,924,632,474,278,1548,1362,4182,2132,4354,11122,2126,2195, 
 投资所支付的现金(万元),38800,22800,6800,--,--,--,--,--,--,20,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,90, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),43228,23644,7141,924,632,474,278,1548,1362,4202,2132,4354,11122,2126,2285, 
 投资活动产生的现金流量净额(万元),-20135,-16716,-7075,-798,-627,-471,-278,-1546,-1198,-4152,-2043,-4258,-10554,-1347,-2280, 
 吸收投资收到的现金(万元),19160,19160,19160,--,--,--,--,--,--,--,1805,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1454,685,300,3919,3402,2850,1125,14415,13606,24034,18751,22621,21688,9013,9383, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),522,522,522,1997,1997,1997,1997,3061,3061,1045,1309,906,155,1272,33, 
 筹资活动现金流入小计(万元),21137,20367,19983,5915,5399,4847,3121,17476,16667,25079,21865,23527,21842,10285,9416, 
 偿还债务支付的现金(万元),3166,2696,2079,9915,9226,8318,4972,20376,18824,23796,22033,21228,11849,7928,6691, 
 分配股利、利润或偿付利息所支付的现金(万元),2121,2118,13,2242,1242,200,71,2529,2067,3798,3938,2276,644,3111,874, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2137,2061,2116,522,699,391,278,1997,945,3061,1045,1309,906,155,1272, 
 筹资活动现金流出小计(万元),7425,6875,4208,12680,11167,8909,5321,24901,21836,30655,27017,24813,13399,11193,8836, 
 筹资活动产生的现金流量净额(万元),13712,13492,15775,-6764,-5769,-4062,-2200,-7425,-5170,-5576,-5152,-1285,8443,-908,580, 
 汇率变动对现金及现金等价物的影响(万元),20,14,0,36,31,24,12,-0,3,-35,-1,2,31,-9,11, 
 现金及现金等价物净增加额(万元),-867,736,9721,1005,-647,-4,-183,31,-857,-97,-767,1046,732,369,302, 
 加:期初现金及现金等价物余额(万元),2975,2975,2975,1969,1969,1969,1969,1938,1938,2036,2803,1756,1025,656,354, 
 期末现金及现金等价物余额(万元),2107,3710,12695,2975,1322,1965,1786,1969,1081,1938,2036,2803,1756,1025,656, 
 净利润(万元),--,2193,--,4115,2871,1909,--,4098,3210,5839,5381,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,790,--,5,211,176,--,135,261,481,292,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1223,--,2439,1830,1221,--,2277,1677,2004,1953,--,--,--,--, 
 无形资产摊销(万元),--,27,--,54,40,27,--,50,37,47,33,--,--,--,--, 
 长期待摊费用摊销(万元),--,1,--,1,1,1,--,1,1,1,1,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-13,--,15,10,7,--,22,13,81,92,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-22,--,126,99,80,--,628,515,969,865,--,--,--,--, 
 投资损失(万元),--,-62,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-116,--,39,5,3,--,14,7,-50,-91,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,834,--,1760,1372,1639,--,2393,1578,-632,457,--,--,--,--, 
 经营性应收项目的减少(万元),--,-1842,--,-760,-1551,-1093,--,1197,-1066,83,-3390,--,--,--,--, 
 经营性应付项目的增加(万元),--,933,--,738,829,537,--,-1813,-725,843,836,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3946,--,8532,5717,4505,--,9002,5508,9665,6429,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),2107,3710,12695,2975,1322,1965,1786,1969,1081,1938,2036,2803,1756,1025,656, 
 现金的期初余额(万元),2975,2975,2975,1969,1969,1969,1969,1938,1938,2036,2803,1756,1025,656,354, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-867,736,9721,1005,-647,-4,-183,31,-857,-97,-767,1046,732,369,302, 

