 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2011-09-30, 
 销售商品、提供劳务收到的现金(万元),690959,452149,236782,873328,679298,434101,202293,742101,540370,417761,563183,451238,402187,--,313899,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),761,366,132,637,756,57,296,1260,421,975,131,93,447,--,365,--, 
 收到的其他与经营活动有关的现金(万元),207518,42063,73878,81355,22583,20368,152947,118421,99004,14425,97373,31393,15838,--,31713,--, 
 经营活动现金流入小计(万元),899238,494577,310792,955319,702637,454526,355536,861783,639795,433161,660687,482723,418473,--,345978,--, 
 购买商品、接受劳务支付的现金(万元),436034,270478,126420,596382,440569,314922,57513,514262,366067,302862,424429,260773,268412,--,122941,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),48907,34337,20657,60192,40230,31497,18079,55272,40468,28435,51331,41548,32568,--,24203,--, 
 支付的各项税费(万元),49716,31954,10421,59625,50413,28339,13008,56092,39875,26586,39126,39863,33776,--,41093,--, 
 支付的其他与经营活动有关的现金(万元),53791,55314,33180,203845,137478,33735,33395,35038,33056,11096,46461,27921,47261,--,45662,--, 
 经营活动现金流出小计(万元),588448,392082,190678,920045,668690,408494,121996,660665,479466,368979,561346,370106,382017,--,233899,--, 
 经营活动产生的现金流量净额(万元),310790,102495,120114,35275,33947,46032,233541,201118,160329,64182,99341,112618,36456,53707,112079,106923, 
 收回投资所收到的现金(万元),4264,4091,--,18500,18000,18000,--,--,--,--,407,--,37,--,--,--, 
 取得投资收益所收到的现金(万元),16134,1296,60,7253,7067,6764,358,3765,3690,3043,3682,2631,1344,--,1274,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),127,124,49,11,4,2,1,349,306,120,47,10,123,--,31,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,783,--, 
 收到的其他与投资活动有关的现金(万元),6310,1157,809,3033,378,355,--,5795,331,234,33547,8096,5729,--,8531,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),26835,6668,918,28798,25449,25120,358,9908,4327,3397,37683,10737,7233,--,10618,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),30368,20371,7535,51539,28526,19161,4544,46568,39150,13526,50181,66905,43422,--,67240,--, 
 投资所支付的现金(万元),273273,12575,3575,10421,7830,7830,5000,41925,2620,2000,342,50,1091,--,3401,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,6854,--, 
 支付的其他与投资活动有关的现金(万元),4816,4000,4000,1000,1000,1000,--,--,--,200,302,--,206,--,1895,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),308458,36946,15110,62960,37356,27991,9544,88493,41770,15726,50824,66955,44719,--,79389,--, 
 投资活动产生的现金流量净额(万元),-281623,-30278,-14192,-34162,-11907,-2871,-9186,-78584,-37443,-12329,-13141,-56218,-37485,-14193,-68771,-56285, 
 吸收投资收到的现金(万元),6718,1930,192,411098,410782,326,168,1767,1258,1143,4262,15376,8031,--,4511,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),2018,1930,192,782,466,326,168,1767,1258,1143,4262,3576,2781,--,3599,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,32000,--,--,30000,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3482,1725,1043,6170,5560,5228,1711,2153,1244,690,3017,455,2010,--,3868,--, 
 筹资活动现金流入小计(万元),10200,3655,1235,417268,416342,5554,1879,35920,2502,1833,37279,15831,10040,--,8379,--, 
 偿还债务支付的现金(万元),--,--,--,33500,17000,17000,--,31500,15000,15000,51500,1500,12500,--,4500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),49088,3635,295,11711,6623,4057,776,14085,10406,3225,14130,13338,5562,--,6516,--, 
 其中：子公司支付给少数股东的股利、利润(万元),9326,3635,295,10925,6176,3760,629,8063,5152,2475,6970,4382,2161,--,2064,--, 
 支付其他与筹资活动有关的现金(万元),1831,1289,502,3194,1593,1543,547,2866,1846,796,5564,471,1741,--,7918,--, 
 筹资活动现金流出小计(万元),50919,4924,798,48406,25215,22600,1323,48452,27252,19021,71194,15309,19804,--,18933,--, 
 筹资活动产生的现金流量净额(万元),-40719,-1269,437,368862,391126,-17046,556,-12531,-24750,-17189,-33915,522,-9763,-10690,-10554,16295, 
 汇率变动对现金及现金等价物的影响(万元),-60,-59,-0,24,6,6,-0,2,-0,1,3,-1,-0,--,-2,--, 
 现金及现金等价物净增加额(万元),-11612,70889,106359,369999,413173,26122,224910,110004,98135,34665,52287,56920,-10793,--,32752,--, 
 加:期初现金及现金等价物余额(万元),745387,745387,745387,375388,375388,375388,375388,265383,265383,265383,213096,156176,166969,--,134217,--, 
 期末现金及现金等价物余额(万元),733775,816276,851746,745387,788560,401510,600298,375388,363519,300049,265383,213096,156176,--,166969,--, 
 净利润(万元),--,67602,--,106392,--,68782,--,103638,--,52741,60581,49155,59480,--,52529,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
