 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),2903,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),286498,182240,516596,324263,307742,758165,299921, 
 拆入资金净增加额(万元),--,--,81000,--,27000,--,110000, 
 回购业务资金净增加额(万元),18698,125248,370746,95860,304158,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),100916,88382,28101,72872,481262,688755,774424, 
 经营活动现金流入小计(万元),409016,455955,1305125,887146,1449556,2462596,1718013, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),42716,27977,72411,51642,52252,104432,28571, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),103629,86706,122566,99970,100857,119730,81785, 
 支付的各项税费(万元),51828,31138,95553,73562,72744,102869,37384, 
 支付的其他与经营活动有关的现金(万元),408941,217352,342966,359614,742318,1048464,590411, 
 经营活动现金流出小计(万元),955465,643575,1406886,1574882,1601921,2230623,1432380, 
 经营活动产生的现金流量净额(万元),-546449,-187620,-101761,-687736,-152365,231973,285633, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,6279, 
 取得投资收益所收到的现金(万元),--,--,4000,4000,4000,5400,1620, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),64,54,31,19,38,36714,43, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),64,54,4031,4019,4038,42114,7941, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9015,5122,9390,6141,7345,12657,27769, 
 投资所支付的现金(万元),3234,2079,--,--,4790,7664,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,2864,--,1900, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,1645941,9378, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12249,7201,9390,6141,14998,1666262,39047, 
 投资活动产生的现金流量净额(万元),-12185,-7146,-5359,-2122,-10960,-1624148,-31105, 
 吸收投资收到的现金(万元),460,460,50000,50000,50000,214837,388100, 
 其中：子公司吸收少数股东投资收到的现金(万元),460,460,--,--,--,176097,700, 
 取得借款收到的现金(万元),80040,63756,54565,45244,35077,24089,18818, 
 发行债券收到的现金(万元),689384,232985,1421705,1296850,720000,1644515,752112, 
 收到其他与筹资活动有关的现金(万元),110000,--,140000,80000,93427,812198,335000, 
 筹资活动现金流入小计(万元),879884,297201,1666270,1472094,898503,2695640,1494030, 
 偿还债务支付的现金(万元),536901,255018,1521752,932004,599555,701059,465750, 
 分配股利、利润或偿付利息所支付的现金(万元),65615,58019,72878,46198,41598,100121,22238, 
 其中：子公司支付给少数股东的股利、利润(万元),2566,--,--,--,--,97,--, 
 支付其他与筹资活动有关的现金(万元),197269,120089,488934,487813,455528,625552,158700, 
 筹资活动现金流出小计(万元),799785,433125,2083564,1466015,1096681,1426733,646688, 
 筹资活动产生的现金流量净额(万元),80100,-135924,-417294,6079,-198177,1268907,847342, 
 汇率变动对现金及现金等价物的影响(万元),-2273,-2228,2941,599,791,1898,-110, 
 现金及现金等价物净增加额(万元),-480808,-332918,-521473,-683179,-360711,-121370,1101759, 
 加:期初现金及现金等价物余额(万元),1647664,1647664,2169137,2169137,3815079,2290508,1188749, 
 期末现金及现金等价物余额(万元),1166856,1314746,1647664,1485958,3454367,2169137,2290508, 
 净利润(万元),--,79719,177726,--,--,332107,101407, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4254,-1497,--,--,11071,1552, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1346,2941,--,--,4395,3718, 
 无形资产摊销(万元),--,1803,3037,--,--,3597,2498, 
 长期待摊费用摊销(万元),--,771,1315,--,--,2104,2461, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2,-6,--,--,-26312,-4, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-1852,19385,--,--,-14725,-483, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
