 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),46792,315680,210029,165144,42734,259637,194637,139948,70855,269930,180857,136956,77305,184631,136430,75895,40270,189147,132754,89635,37724,149773,102968,64220,20774,149284,115525,83184,133945,93604,82306, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),29,537,320,71,4,53,29,23,--,903,911,907,749,2133,1331,1295,856,14197,11051,7969,3468,4011,3981,1552,446,3741,2791,1951,2012,1311,65, 
 收到的其他与经营活动有关的现金(万元),16940,69595,13810,3091,833,27153,3226,1313,979,1765,4990,5136,4236,4521,5020,2138,1025,3719,5475,5166,1492,6999,7535,5739,1205,5432,2321,1462,3066,1510,4234, 
 经营活动现金流入小计(万元),63760,385811,224159,168307,43572,286842,197892,141285,71834,272598,186758,142998,82290,191285,142780,79328,42151,207063,149280,102770,42684,160784,114484,71512,22424,158457,120637,86597,139023,96425,86605, 
 购买商品、接受劳务支付的现金(万元),60561,260733,194244,135171,96258,249552,156947,110773,58376,240361,152024,81729,52467,207198,159911,95249,43919,175363,132126,95172,65728,145768,112136,72894,44885,129381,108597,67222,104615,72815,66980, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5420,20108,14199,9539,5356,17267,12338,8514,4560,15832,11491,7854,4154,14588,10548,7337,4249,13341,10075,6369,3549,11648,8194,5665,3061,9677,7611,5056,7381,6146,4996, 
 支付的各项税费(万元),3237,18151,10286,5056,1426,20649,11688,9172,4141,18414,11372,7457,3516,8453,7362,4619,742,9669,4721,4242,1289,6983,6027,3659,899,4964,2109,1104,3681,2739,10432, 
 支付的其他与经营活动有关的现金(万元),27211,82779,21931,18327,9563,46889,9788,5973,6009,8574,5109,10041,8866,15138,17020,7428,922,8825,8711,4391,2047,9022,13596,7672,10479,17452,15125,10442,11435,8969,6289, 
 经营活动现金流出小计(万元),96429,381772,240661,168093,112603,334358,190761,134432,73085,283181,179997,107081,69002,245377,194841,114632,49832,207199,155633,110173,72613,173420,139953,89890,59323,161474,133442,83824,127112,90669,88697, 
 经营活动产生的现金流量净额(万元),-32669,4040,-16501,214,-69032,-47516,7132,6853,-1251,-10583,6761,35918,13288,-54093,-52061,-35304,-7681,-135,-6353,-7403,-29929,-12637,-25469,-18379,-36899,-3017,-12805,2773,11911,5756,-2092, 
 收回投资所收到的现金(万元),28749,71940,3770,--,100,410,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),5,35,--,--,3,2,2,--,--,0,--,--,--,--,--,--,--,--,--,--,--,3,3,--,--,2,--,--,--,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,--,--,--,--,--,--,1,--,--,--,0,0,0,0,994,335,335,335,3427,3585,10,5,14,14,12,93,214,-1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128,128,128,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),144,479,579,513,159,281,200,142,62,1729,816,711,239,4718,305,197,92,2913,555,466,299,706,556,288,140,394,372,238,248,110,3787, 
