 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),44517,170576,131543,86534,39097,161120,109646,69844,29079,132619,101590,65454,29883,111887,79582,51367,25801,105541,76343,48950,25494,102352,84322,54822,26190,110452,85690,52016,24418,77648,59000,36535,16287,57357,40906,25077,58001,47352,27941, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),1274,4786,3434,1950,830,3368,2114,1403,709,801,405,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,13,13,--,0,--,--,--,--,--,--,0,34, 
 收到的其他与经营活动有关的现金(万元),8187,1113,1471,1471,146,636,3894,833,494,911,480,416,98,1482,1323,1132,110,2442,2174,1952,372,818,1062,606,42,636,991,828,760,1927,643,531,333,1392,569,475,1163,496,235, 
 经营活动现金流入小计(万元),53978,176475,136448,89954,40073,165124,115654,72079,30282,134332,102474,65870,29981,113369,80905,52499,25911,107983,78518,50901,25867,103170,85384,55428,26232,111088,86695,52857,25191,79575,59643,37066,16620,58748,41475,25552,59164,47848,28210, 
 购买商品、接受劳务支付的现金(万元),39271,159917,116724,81174,35643,135999,95803,65398,28735,110391,88300,67041,34166,90146,70971,47673,19602,84552,60971,41361,21262,78483,63765,45751,18722,80742,64247,45394,17787,67556,46352,29137,9723,48854,33531,21382,40218,33144,21878, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),1898,7647,6306,4291,2109,6701,4789,3196,1440,6000,4171,2601,1060,5078,2850,2433,810,4745,3510,2013,784,4349,3285,2109,1117,3155,2447,1580,744,2333,1787,1167,481,1581,1148,759,1602,1595,987, 
 支付的各项税费(万元),596,3758,3422,2016,929,2386,1517,1214,329,2215,1939,1252,613,2089,1401,961,349,4672,2986,2113,1101,4900,4087,2083,848,2140,1507,840,374,2005,1566,1006,374,2069,1707,982,4085,2704,1882, 
 支付的其他与经营活动有关的现金(万元),8816,8844,8041,5337,2119,9139,8715,4349,1998,7977,6240,3934,1232,5879,3640,2707,1700,5454,3044,2627,1716,6023,4666,2993,1701,7881,5418,3048,1633,4936,3763,2467,1385,1793,1521,895,2181,2508,1551, 
 经营活动现金流出小计(万元),50581,180165,134494,92819,40800,154226,110824,74157,32502,126583,100649,74828,37071,103192,78861,53775,22461,99423,70511,48115,24863,93754,75803,52936,22388,93918,73619,50862,20537,76830,53467,33777,11962,54297,37906,24018,48087,39951,26298, 
 经营活动产生的现金流量净额(万元),3398,-3691,1954,-2864,-727,10898,4829,-2078,-2221,7749,1825,-8957,-7090,10177,2044,-1276,3450,8560,8007,2786,1003,9415,9581,2492,3844,17170,13076,1995,4653,2745,6176,3289,4657,4451,3569,1534,11077,7898,1912, 
