 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),959746,522379,326386,192885,793645,498636,349443,156408,418744,270523,167319,65686,287137,219282,138758,52154,426152,342009,224169,87960,386809,--,260924,223434, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,41,--,--,--,0,--,--,--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),317453,40732,31156,28308,273487,68165,44241,16524,148091,52751,24083,13164,238259,61706,43452,34906,230656,82008,63269,58585,144002,--,86369,98907, 
 经营活动现金流入小计(万元),1277198,563151,357542,221194,1067133,566800,393685,172932,566835,323309,191402,78849,525396,280988,182210,87060,656807,424017,287437,146545,530811,--,347293,322341, 
 购买商品、接受劳务支付的现金(万元),817193,429603,270749,185120,596541,366515,276186,109295,258014,191624,98222,36332,249376,173768,97880,72632,391100,183750,133096,93452,272373,--,224083,183434, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),39124,28812,16522,8164,33316,25607,18391,9488,23637,16003,10937,5341,33471,20637,13418,6735,29922,21360,12347,6208,23869,--,18550,9721, 
 支付的各项税费(万元),23909,10500,5071,1799,16751,11859,8670,4996,8104,5522,2351,1232,9576,8267,7131,3279,10926,7576,4692,796,19339,--,15697,20847, 
 支付的其他与经营活动有关的现金(万元),349858,91240,57653,25242,352800,111280,48684,30705,207149,58397,25021,25511,238698,54166,41904,48977,316431,201716,124595,44247,203326,--,74674,91169, 
 经营活动现金流出小计(万元),1230083,560155,349994,220325,999408,515261,351932,154484,496903,271547,136531,68417,531122,256839,160332,131623,748379,414403,274728,144703,518907,--,333004,305172, 
 经营活动产生的现金流量净额(万元),47116,2997,7547,868,67724,51539,41753,18449,69932,51763,54871,10432,-5726,24149,21878,-44563,-91572,9613,12709,1842,11904,8928,14289,17169, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,27000,27000,27000,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),5204,4605,801,206,427,--,--,--,--,0,0,--,--,80,7,80,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,16,1,--,67,0,0,0,835,834,800,500,0,--,--,--,2,--,--,--,573,--,25,36, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),271826,234457,71332,20067,129468,333,165,155,49186,2729,969,--,73237,129,129,116,16619,11223,11056,575,19258,--,27461,3659, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),277049,239078,72134,20273,129962,333,165,155,50021,3563,1769,500,73237,27209,27136,27196,16620,11223,11056,575,19831,--,27487,3695, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),51994,24920,12967,1829,33177,4199,3331,1434,22987,11418,10373,8492,11924,12504,11712,7404,20186,8022,3377,2209,14739,--,113258,104526, 
 投资所支付的现金(万元),--,--,--,--,0,0,--,--,4400,4400,460,--,5600,5600,5600,5600,--,--,--,--,--,--,--,100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,728,728,--,60460,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),218681,219288,133397,133215,200702,327,289,627,29998,1302,758,10,47814,1646,199,15,58404,20255,19642,900,21832,--,20706,21885, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),270675,244937,147092,135044,294340,4526,3620,2061,57386,17120,11591,8502,65338,19750,17511,13018,78590,28277,23019,3108,36571,--,133965,126511, 
 投资活动产生的现金流量净额(万元),6374,-5859,-74958,-114771,-164378,-4193,-3454,-1906,-7364,-13557,-9821,-8002,7899,7459,9625,14177,-61970,-17054,-11963,-2533,-16740,--,-106478,-122815, 
 吸收投资收到的现金(万元),0,--,0,--,242575,--,--,--,--,--,--,--,--,--,--,--,185260,--,--,--,--,--,--,19600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115150,--,--,--,--,--,--,19600, 
 取得借款收到的现金(万元),116800,76000,46500,28500,129800,109500,32000,27000,144800,108800,20500,16500,175977,142700,58000,35500,198277,143277,95277,29303,172000,--,125250,95100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),105974,80031,30028,20016,89399,10738,721,736,27000,832,832,0,3309,51,50,49,115588,62971,54900,24924,10000,--,53115,99998, 
 筹资活动现金流入小计(万元),222774,156031,76528,48516,461774,120238,32721,27736,171800,109632,21332,16500,179286,142751,58050,35549,499125,206247,150177,54227,182000,--,178365,214698, 
 偿还债务支付的现金(万元),199600,177895,65625,32078,161500,126309,45160,31212,169400,140331,66603,22500,168900,150330,120496,68052,155700,131498,104100,36500,91850,--,72600,32500, 
 分配股利、利润或偿付利息所支付的现金(万元),12834,12741,10071,2724,13484,9445,6546,3115,14490,9068,5853,3842,20824,17341,14018,4161,16151,12119,8272,3756,9458,--,6229,4627, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),83106,33925,21421,10857,66531,19318,12338,7268,70425,17445,14445,9743,54049,28966,19637,11844,107893,61831,43952,19952,65815,--,51686,20038, 
 筹资活动现金流出小计(万元),295539,224561,97117,45660,241515,155072,64044,41594,254315,166844,86901,36086,243773,196636,154152,84056,279744,205448,156325,60209,167123,--,130515,57165, 
 筹资活动产生的现金流量净额(万元),-72765,-68530,-20588,2856,220259,-34833,-31322,-13859,-82515,-57212,-65569,-19585,-64487,-53885,-96102,-48507,219382,800,-6148,-5982,14877,--,47850,157533, 
 汇率变动对现金及现金等价物的影响(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-19275,-71392,-87999,-111047,123605,12513,6976,2684,-19947,-19006,-20519,-17155,-62315,-22277,-64600,-78892,65839,-6641,-5403,-6673,10041,--,-44339,51887, 
 加:期初现金及现金等价物余额(万元),131578,131578,131578,131578,7973,7873,7873,7873,27820,27820,27820,27960,90135,90135,90135,90116,24295,24295,24295,24104,14254,--,58593,6706, 
 期末现金及现金等价物余额(万元),112303,60186,43579,20531,131578,20386,14849,10557,7873,8814,7301,10805,27820,67858,25535,11223,90135,17654,18893,17430,24295,--,14254,58593, 
 净利润(万元),45473,--,13193,--,31700,--,11652,--,23198,--,-2563,--,-52000,--,-2552,--,23454,--,4298,--,14559,--,23908,29742, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1161,--,-1656,--,-3703,--,-2385,--,-12312,--,3305,--,16820,--,539,--,-254,--,233,--,1362,--,619,-44, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),33698,--,14307,--,28416,--,14390,--,34816,--,18839,--,48441,--,23205,--,45233,--,22383,--,27319,--,18417,12600, 
 无形资产摊销(万元),1112,--,554,--,1201,--,585,--,1158,--,575,--,1089,--,545,--,1089,--,544,--,600,--,566,167, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-261,--,-203,--,-36,--,-26,--,-148,--,-86,--,-9,--,--,--,-16,--,-4,--,-152,--,-46,-10, 
 固定资产报废损失(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),25433,--,9603,--,17187,--,8028,--,17650,--,10160,--,22545,--,11699,--,28709,--,15126,--,20424,--,10495,6199, 
 投资损失(万元),-6235,--,-2196,--,-2115,--,-684,--,-8900,--,-7533,--,-2540,--,-5322,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),3168,--,399,--,2856,--,1898,--,3777,--,-2197,--,-10220,--,-47,--,399,--,137,--,148,--,-273,-392, 
 递延所得税负债增加(万元),--,--,--,--,--,--,0,--,-583,--,--,--,583,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-25568,--,-33718,--,-325,--,1404,--,-3594,--,21120,--,16237,--,1499,--,7414,--,5502,--,-27270,--,-20997,-4259, 
 经营性应收项目的减少(万元),-92336,--,-4208,--,-54178,--,63331,--,-33520,--,49242,--,-54247,--,2912,--,-102810,--,-55050,--,-56486,--,-49507,-37545, 
 经营性应付项目的增加(万元),59465,--,10472,--,45146,--,-57228,--,46734,--,-36852,--,4969,--,-11902,--,-97157,--,18356,--,29399,--,29655,9257, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),2004,--,1002,--,1574,--,787,--,1655,--,863,--,2603,--,1301,--,2366,--,1183,--,2001,--,1454,1454, 
 经营活动产生现金流量净额(万元),47116,--,7547,--,67724,--,41753,--,69932,--,54871,--,-5726,--,21878,--,-91572,--,12709,--,11904,--,14289,17169, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),112303,60186,43579,20531,131578,20386,14849,10557,7873,8814,7301,10805,27820,67858,25535,11223,90135,17654,18893,17430,24295,--,14254,58593, 
 现金的期初余额(万元),131578,131578,131578,131578,7973,7873,7873,7873,27820,27820,27820,27960,90135,90135,90135,90116,24295,24295,24295,24104,14254,--,58593,6706, 
 现金等价物的期末余额(万元),--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-19275,-71392,-87999,-111047,123605,12513,6976,2684,-19947,-19006,-20519,-17155,-62315,-22277,-64600,-78892,65839,-6641,-5403,-6673,10041,--,-44339,51887, 

