 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),11832,7400,13520,10128,13553,12909,13584, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),273,214,1017,920,1793,1131,428, 
 经营活动现金流入小计(万元),12105,7613,14537,11048,15346,14040,14012, 
 购买商品、接受劳务支付的现金(万元),3427,2269,3859,2986,3583,3604,4771, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3144,2221,3944,2942,3243,2808,2669, 
 支付的各项税费(万元),1564,1065,2229,1780,2299,2193,2512, 
 支付的其他与经营活动有关的现金(万元),1324,978,2562,2047,3126,2475,2069, 
 经营活动现金流出小计(万元),9459,6533,12593,9754,12251,11080,12021, 
 经营活动产生的现金流量净额(万元),2646,1080,1944,1294,3095,2960,1991, 
 收回投资所收到的现金(万元),--,--,--,--,1000,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,17,15,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,3,9,4,1,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3,3,9,4,1018,15,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),665,479,2871,2147,2201,3273,493, 
 投资所支付的现金(万元),--,--,--,--,--,1000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),665,479,2871,2147,2201,4273,493, 
 投资活动产生的现金流量净额(万元),-663,-476,-2861,-2143,-1183,-4258,-493, 
 吸收投资收到的现金(万元),--,--,--,--,7400,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,1000,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,7400,1000,2000, 
 偿还债务支付的现金(万元),--,--,--,--,1000,1000,2300, 
 分配股利、利润或偿付利息所支付的现金(万元),280,280,466,465,5642,114,125, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),66,31,1140,1105,--,--,--, 
 筹资活动现金流出小计(万元),346,311,1606,1570,6642,1114,2425, 
 筹资活动产生的现金流量净额(万元),-346,-311,-1606,-1570,758,-114,-425, 
 汇率变动对现金及现金等价物的影响(万元),-21,-10,29,16,18,-8,5, 
 现金及现金等价物净增加额(万元),1616,283,-2495,-2403,2688,-1419,1078, 
 加:期初现金及现金等价物余额(万元),2077,2077,4572,4572,1884,3303,2226, 
 期末现金及现金等价物余额(万元),3694,2360,2077,2169,4572,1884,3303, 
 净利润(万元),2494,1674,3018,2072,3414,3511,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),65,97,6,38,102,71,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1025,684,930,626,740,756,--, 
 无形资产摊销(万元),68,41,68,49,50,44,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,-2,-2,1,5,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),18,7,-21,-8,65,125,--, 
 投资损失(万元),--,--,--,--,-17,-15,--, 
 递延所得税资产减少(万元),-1,-6,-2,-6,-16,-10,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-724,-346,-266,-251,-29,-161,--, 
 经营性应收项目的减少(万元),-479,-1096,-2702,-1486,-1625,-1630,--, 
 经营性应付项目的增加(万元),182,27,915,260,405,269,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),2646,1080,1944,1294,3095,2960,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
