 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),31404,20112,10473,29824,20676,14337,8682,29868,20889,12105, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),15,15,--,3,3,3,3,15,--,--, 
 收到的其他与经营活动有关的现金(万元),987,336,352,2594,2471,2522,2255,1920,672,236, 
 经营活动现金流入小计(万元),32406,20463,10825,32421,23150,16862,10940,31802,21562,12340, 
 购买商品、接受劳务支付的现金(万元),24542,13558,6028,21014,14383,8392,4012,18832,13544,7363, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3016,1789,803,2746,2320,1177,549,1723,1255,772, 
 支付的各项税费(万元),2086,1428,785,2195,1509,871,463,1860,1153,367, 
 支付的其他与经营活动有关的现金(万元),3291,1997,849,3073,2112,1375,774,4318,1654,4722, 
 经营活动现金流出小计(万元),32936,18772,8466,29028,20325,11816,5798,26734,17606,13223, 
 经营活动产生的现金流量净额(万元),-529,1691,2359,3392,2826,5046,5141,5069,3955,-882, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,1010,210,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,6,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,15,13,13,13,9,1,25,5,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
