 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),18506,83331,60613,38613,16652,76693,53833,34017,14188,64585,44728,28035,11610,64528,48309,31177,13497,56806,41032,24049,9655,58974,40838,25704,10873,55458,38763,23917,9500,48717,18626,32841,29464,15980, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),470,1677,1225,1112,536,759,641,356,62,760,615,560,340,2704,2301,987,431,2102,1688,698,495,2023,1475,969,484,1090,516,308,--,209,125,513,886,--, 
 收到的其他与经营活动有关的现金(万元),1580,3815,4734,3038,2381,7073,6375,2820,1746,7235,5945,2981,1429,4989,3754,3105,1998,6923,5651,4527,3353,4779,4038,4452,3592,2086,1114,528,101,932,798,3902,133,16, 
 经营活动现金流入小计(万元),20556,88822,66572,42762,19569,84524,60849,37193,15996,72580,51288,31576,13379,72221,54364,35269,15926,65830,48371,29274,13502,65776,46352,31125,14949,58635,40394,24753,9600,49858,19549,37256,30482,15995, 
 购买商品、接受劳务支付的现金(万元),14901,48251,35965,23663,12871,41152,29668,19507,10331,42278,30027,20367,9227,43424,32173,19347,9014,38267,27769,18817,9693,40631,31215,21723,11772,45479,36320,22445,13098,32112,15626,23016,23997,10405, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2921,9395,6864,4825,2725,8884,6413,4456,2443,9372,7120,5054,2747,10144,7521,5008,2545,9997,7000,4906,2527,10135,7527,4920,2410,7677,5919,4021,1968,6070,2772,2770,1949,477, 
 支付的各项税费(万元),764,4480,3332,2254,1224,3038,2099,1519,748,2976,1958,820,171,3592,2941,1986,711,3730,2735,1963,476,2309,1734,1002,466,2838,2394,1599,587,2520,1397,896,46,6, 
 支付的其他与经营活动有关的现金(万元),1308,5987,4852,3170,1603,6144,4141,2649,1180,5237,3770,2353,1406,5073,5243,3338,1320,4169,5584,3361,1484,6062,4423,2584,1135,6431,3175,2061,1247,2612,1561,2173,3358,288, 
 经营活动现金流出小计(万元),19895,68113,51013,33912,18423,59218,42320,28131,14702,59864,42875,28594,13552,62234,47878,29679,13590,56163,43089,29048,14180,59137,44899,30229,15783,62425,47808,30126,16901,43314,21356,28854,29349,11176, 
 经营活动产生的现金流量净额(万元),661,20709,15559,8851,1146,25307,18529,9062,1294,12716,8413,2982,-173,9987,6485,5589,2336,9667,5282,227,-678,6639,1453,896,-833,-3791,-7415,-5373,-7300,6543,-1807,8402,1133,4819, 
 收回投资所收到的现金(万元),300,13824,17674,15500,1500,13300,6200,8700,1200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18500,6600,--, 
 取得投资收益所收到的现金(万元),891,3925,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,44,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,274,14,14,14,7,24,18,15,25,41,6,--,19,19,3,--,5,4,4,--,50,28,19,--,9,8,--,--,47,45,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,374,--,--,--,--,353,355,274,274,905,905,905,--,--,1,--,--,183,56,16,15,335,200,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1196,18023,17688,15514,1514,13307,6224,8718,1588,25,41,6,0,372,374,277,274,910,909,909,0,50,29,19,0,192,64,16,15,382,245,18582,6644,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),235,559,267,99,66,247,249,130,55,517,397,296,273,2542,1301,1047,611,5033,4173,3467,2534,16645,15621,12315,3784,17362,12900,9216,3625,10299,8212,1548,88,461, 
 投资所支付的现金(万元),31090,450,450,--,8500,3000,1800,--,1188,102200,100000,96200,58100,22600,23366,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15000,10100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,1513,1177,815,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,133,3,--,--,--,--,--,--,861,861,861,--,--,--,--,--,--,62,5,15,1132,227,227,231,241,200,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31325,1009,717,99,8566,4893,3229,945,1243,102717,100397,96496,58373,26003,25528,2508,611,5033,4173,3467,2534,16645,15682,12320,3799,18494,13127,9443,3856,10540,8412,16548,10188,461, 
 投资活动产生的现金流量净额(万元),-30129,17015,16971,15415,-7052,8414,2996,7773,345,-102692,-100356,-96490,-58373,-25631,-25154,-2232,-337,-4123,-3263,-2558,-2534,-16595,-15653,-12302,-3799,-18302,-13063,-9427,-3841,-10158,-8167,2034,-3544,-461, 
 吸收投资收到的现金(万元),--,94,73,--,--,807,807,807,807,7215,7209,7209,--,340,1277,--,--,405,336,336,--,900,--,--,--,140827,140827,140827,140827,4300,4300,7162,--,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,73,--,--,0,--,--,--,109,103,103,--,340,--,--,--,405,336,336,--,900,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,94,73,0,0,807,807,807,807,7215,7209,7209,0,340,1277,0,0,424,336,336,0,900,0,0,0,140827,140827,140827,140827,4300,4300,7162,0,3000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,1524,1522,1522,--,1521,1520,1520,--,1108,1108,1108,1055,4430,4430,4218,--,2215,2215,2215,--,11075,11075,10236,--,--,--,--,--,--,--,4200,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,134,136,136,--,264,65,65,--,2,2,2,2,7,7,7,--,3,3,3,--,8,8,9,--,420,411,411,314,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,1658,1658,1658,0,1785,1585,1585,0,1109,1109,1109,1057,4437,4437,4225,0,2218,2218,2218,0,11083,11083,10245,0,420,411,411,314,0,--,4200,0,--, 
 筹资活动产生的现金流量净额(万元),0,-1564,-1585,-1658,0,-979,-779,-778,807,6106,6100,6100,-1057,-4097,-3161,-4225,0,-1794,-1882,-1882,0,-10183,-11083,-10245,0,140407,140416,140416,140513,4300,4300,2962,0,3000, 
 汇率变动对现金及现金等价物的影响(万元),-2090,-2670,-1846,-899,-173,1408,546,392,-54,373,137,30,-35,-0,-5,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-31558,33490,29099,21710,-6079,34150,21292,16449,2391,-83497,-85707,-87379,-59637,-19740,-21834,-867,2000,3750,137,-4213,-3212,-20139,-25284,-21651,-4633,118314,119939,125617,129372,686,-5674,13398,-2411,7358, 
 加:期初现金及现金等价物余额(万元),85626,52136,52136,52136,52136,17986,17986,17986,17986,101483,101483,101483,101483,121223,121223,121223,121223,117473,117473,117473,117473,137612,137612,137612,138517,19298,19298,19298,19298,18613,18613,5215,7626,267, 
 期末现金及现金等价物余额(万元),54068,85626,81235,73846,46057,52136,39278,34435,20377,17986,15776,14104,41846,101483,99390,120356,123223,121223,117610,113260,114262,117473,112329,115961,133885,137612,139237,144915,148670,19298,12938,18613,5215,7626, 
 净利润(万元),--,14697,--,7347,--,10324,--,5368,--,7485,--,4528,--,4918,--,4027,--,6788,--,4534,--,8172,--,5430,--,10893,--,5569,--,9801,--,7411,5638,--, 
