 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),1702736,1047097,428482,1859943,1294286,800513,338749,1424957,1041592,610967,325782,1304792,1244657,772376,347168,1450109,1067191,679890,268421,1104730,824873,1346813,746032,508162, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6411,3905,1666,6465,4810,2367,1205,1664,1048,741,284,2175,1420,1146,431,3132,2130,170,39,880,691,832,647,1635, 
 收到的其他与经营活动有关的现金(万元),13938,12740,12336,24356,22899,22068,3773,14385,15948,11319,8729,10785,43265,28042,39701,11868,13194,8375,6784,5708,6981,8412,6902,4906, 
 经营活动现金流入小计(万元),1723085,1063742,442484,1890764,1321995,824948,343726,1441005,1058588,623027,334795,1317752,1289343,801564,387300,1465109,1082514,688434,275244,1111317,832545,1356057,753581,514703, 
 购买商品、接受劳务支付的现金(万元),1538800,970489,446904,1628549,1195242,695566,326299,1267820,911130,542688,299890,1185413,1069856,669668,312519,1326614,988010,627605,258308,1004820,750323,1247165,661863,443514, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),42175,28225,14623,49298,35637,23874,12512,45554,33506,22360,11395,36915,28526,18194,9659,32818,24472,15920,7820,26392,20251,23125,14866,9125, 
 支付的各项税费(万元),40256,22899,13170,18359,12031,8985,2354,27458,23947,14438,7421,14707,9963,5353,1932,9660,6258,3906,3245,21967,18983,29056,9452,6302, 
 支付的其他与经营活动有关的现金(万元),23869,14958,21932,24325,19818,27942,5522,30869,28213,19263,12378,18018,19628,8947,41635,9978,13508,4757,8049,8179,9123,9273,8682,6899, 
 经营活动现金流出小计(万元),1645099,1036571,496629,1720531,1262729,756366,346687,1371701,996796,598749,331084,1255052,1127973,702162,365744,1379070,1032248,652188,277422,1061357,798681,1308619,694863,465841, 
 经营活动产生的现金流量净额(万元),77986,27171,-54146,170233,59267,68582,-2961,69305,61792,24278,3711,62700,161370,99402,21557,86039,50266,36246,-2179,49960,33863,47439,58718,48862, 
 收回投资所收到的现金(万元),--,--,--,4100,4100,4100,4100,3000,6000,11764,3000,41663,2311946,1178153,495261,555250,145178,121,--,--,--,14008,18575,6153, 
 取得投资收益所收到的现金(万元),2500,684,147,730,658,382,168,2838,1809,1216,336,2053,3246,1458,61,1208,--,--,--,--,--,706,1909,449, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),156,85,68,110,1089,72,--,12895,6711,1991,1629,190,537,169,136,332,203,69,--,54,28,29,9,415, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3876,3376,1797,6054,2011,1304,1156,10158,6470,2019,1519,8027,--,--,--,--,--,--,--,945,--,2319,171,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6532,4145,2012,10994,7858,5858,5424,28891,20990,16990,6484,51932,2315728,1179779,495457,556790,145381,190,0,999,28,17061,20665,7018, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),47700,32822,16572,81918,65536,56150,36631,112745,98812,65871,53638,95024,120959,74920,46706,188004,130305,86527,35361,117901,86562,67206,99178,26331, 
 投资所支付的现金(万元),127438,104800,--,--,--,--,--,8177,7077,12937,--,3000,2286954,1183026,469230,600154,167390,78,78,--,--,8111,17290,13403, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1800,1800,--,--,--, 
 支付的其他与投资活动有关的现金(万元),7078,1257,1572,3700,727,1460,1020,966,423,1668,1598,3658,--,--,--,--,110,110,--,95,653,945,3088,221, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),182217,138879,18145,85619,66263,57611,37651,121888,106313,80476,55236,101682,2407913,1257946,515936,788158,297805,86715,35439,119796,89015,76262,119556,39955, 
 投资活动产生的现金流量净额(万元),-175684,-134734,-16133,-74625,-58405,-51753,-32227,-92998,-85323,-63486,-48753,-49750,-92184,-78166,-20479,-231368,-152424,-86525,-35439,-118797,-88987,-59201,-98891,-32938, 
 吸收投资收到的现金(万元),197500,197500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19427,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),313710,221339,195855,385460,338329,221882,174645,712744,522564,338703,177966,518979,370106,254023,141680,504985,374124,211357,136543,295526,235529,235838,220289,67548, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,300,4060,3060,1360,39200,40000,38000,--,2240,1643,18794,6552,--, 
 筹资活动现金流入小计(万元),511210,418839,195855,385460,338329,221882,174645,712744,522564,338703,177966,519279,374166,257083,143040,544185,414124,249357,136543,297766,237173,274058,226841,67548, 
 偿还债务支付的现金(万元),348009,248509,114315,444818,303332,217230,129954,631478,446691,255601,122845,511919,396627,223385,105949,359576,280464,145722,83073,233775,183050,243446,161888,66825, 
 分配股利、利润或偿付利息所支付的现金(万元),32087,14676,8550,19133,14221,10740,5054,38101,29672,25910,2691,17649,13684,9771,3846,11600,8570,7293,2959,12720,6907,17035,1622,1507, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,12500,12500,--,--,--,--,--,--,--,--,--,--,3906,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4567,4567,--,9591,4539,4539,--,9135,4574,6469,1904,9474,8408,8187,6450,6709,2924,800,--,50,--,1601,17933,7125, 
 筹资活动现金流出小计(万元),384663,267752,122865,473542,322091,232509,135008,678714,480936,287980,127440,539043,418719,241343,116246,377884,291958,153815,86032,246545,189958,262083,181443,75457, 
