 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),5281,2333,1576,556,8191,6659,5273,2566,32341,25554,16264,8787,38134,21017,13486,8126,38927,28051,17615,9333,52688,39194,26922,12110,52686,40584,25780,9410,51460,41352,27594,11285,48436,37634,30967, 
 客户存款和同业存放款项净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,--,--,0,29,24,24,24,187,44,44,33,619,577,480,368,1079,770,637,480,1247,1050,861,743,1534,1362,559,347,1716,1347,394,284,1530,1324,981, 
 收到的其他与经营活动有关的现金(万元),237,272,48,37,542,343,223,54,477,508,368,133,452,877,567,320,414,440,367,291,682,626,483,184,1740,1702,1396,249,909,386,312,198,459,885,221, 
 经营活动现金流入小计(万元),5518,2606,1624,592,8762,7026,5520,2644,33005,26106,16676,8952,39205,22471,14533,8814,40420,29260,18619,10104,54617,40871,28266,13037,55961,43648,27735,10005,54086,43085,28300,11768,50425,39843,32169, 
 购买商品、接受劳务支付的现金(万元),1750,1282,951,29,159,245,155,244,19188,16892,11726,4850,21197,18182,12655,4840,33440,27568,18284,9037,37923,30661,18698,8289,41007,32923,20616,9154,45239,42619,31112,9550,36083,29567,29137, 
 客户贷款及垫款净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),503,442,374,297,1212,1054,1019,869,3178,2547,1668,722,3915,3041,1949,893,4540,3549,2239,1069,6055,4723,2993,1247,5763,4473,2855,1212,5317,4085,2680,1057,4373,3904,2893, 
 支付的各项税费(万元),156,5,0,0,1137,663,820,214,1214,1309,684,75,950,759,440,273,1025,582,233,68,1423,1178,680,142,1561,995,418,166,1814,1499,1035,262,1570,642,747, 
 支付的其他与经营活动有关的现金(万元),1219,875,478,269,1559,1072,575,326,4102,2150,1081,566,3078,1405,1311,342,2025,1468,1025,568,2029,1795,1136,486,5402,2191,1340,846,4372,2676,1463,506,4172,3217,2896, 
 经营活动现金流出小计(万元),3629,2603,1803,595,4068,3034,2569,1654,27682,22898,15159,6212,29141,23386,16355,6348,41030,33168,21781,10743,47431,38357,23507,10164,53732,40582,25229,11378,56742,50878,36289,11375,46198,37330,35673, 
 经营活动产生的现金流量净额(万元),1889,3,-179,-3,4694,3993,2951,991,5323,3208,1517,2740,10064,-915,-1822,2466,-610,-3908,-3161,-639,7187,2514,4759,2873,2228,3066,2506,-1373,-2656,-7793,-7989,393,4228,2513,-3504, 
 收回投资所收到的现金(万元),267535,170802,83899,48999,599654,48800,30211,7000,--,--,--,--,--,--,--,--,16800,16800,16800,16800,4606,--,--,--,--,--,0,--,--,--,--,--,32,1000,--, 
 取得投资收益所收到的现金(万元),1239,942,661,354,576,308,168,56,--,--,--,--,--,--,2,--,66,66,66,66,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),501,--,--,0,9075,9054,9053,9053,2074,1552,1037,--,96,3,3,--,1,1,1,--,4,--,--,2,17,17,17,--,16,5,5,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,0,0,--,--,--,1218,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,112,60,--,--,158,29,29,29,145,145,145,145,--,--,0,--,--,--,--,--,270,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),269274,171744,84560,49353,609305,58161,39433,16110,3293,1552,1037,0,207,63,5,0,17026,16896,16896,16895,4755,145,145,147,17,17,17,0,16,5,5,0,302,1000,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),484,396,9,9,1385,1545,1526,1522,3833,4013,2982,2905,1200,999,295,154,4855,4616,3220,957,9756,8915,6353,4142,14081,7659,5647,941,8250,2780,965,21,1865,5796,1987, 
 投资所支付的现金(万元),275458,175214,76534,36684,614604,68661,44980,21130,--,--,--,--,250,250,250,--,29200,29200,29200,16800,4600,--,--,--,--,4613,0,--,--,--,--,--,--,1000,--, 
 质押贷款净增加额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4501,--,0,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),73,--,--,0,0,--,--,31,--,58,57,42,0,61,--,2,429,347,192,53,29,--,--,--,145,--,0,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),276015,175610,76543,36693,615990,70206,46506,22682,3833,4071,3039,2947,1450,1311,545,155,34484,34163,32612,17810,14384,8915,6353,4142,18727,12272,5647,941,8250,2780,965,21,1865,6796,1987, 
 投资活动产生的现金流量净额(万元),-6741,-3867,8016,12660,-6684,-12044,-7073,-6572,-540,-2519,-2002,-2947,-1243,-1248,-540,-155,-17458,-17268,-15716,-916,-9629,-8770,-6208,-3995,-18710,-12255,-5630,-941,-8235,-2774,-960,-21,-1563,-5796,-1987, 
 吸收投资收到的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,62408,62408,62408,--,--,2600,4000, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),0,--,--,0,0,--,--,--,--,--,--,--,3000,3000,3000,--,8400,8400,6000,4000,2500,2500,2500,2500,4500,--,0,--,--,--,--,--,11400,8700,5880, 
