 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),1006019,720978,474131,222821,873880,623551,399460,191377,713638,509379,330805,150561,614099,441456,285321,121540,511563,355840,228142,93079,400852,280079,173655,69780,313576,250677,212210,160869, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1,--,--,--,24,--,--,--,363,363,363,363,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7229,5525,3348,1219,12395,7806,6117,5031,9833,4746,3291,1082,4567,3580,2202,2885,2436,7697,4422,1893,8388,7982,4729,1530,6249,2799,2343,2298, 
 经营活动现金流入小计(万元),1013248,726503,477479,224040,886299,631357,405578,196408,723834,514488,334460,152007,618665,445036,287523,124425,513999,363537,232564,94972,409240,288061,178384,71310,319825,253476,214553,163166, 
 购买商品、接受劳务支付的现金(万元),603558,440407,303708,164190,563178,410209,279631,149844,449880,313238,203076,103423,376016,262313,181201,88520,326706,231626,144059,53431,249228,179759,104687,44178,197776,158548,136444,103830, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),154523,107813,71499,37563,129365,99644,63967,31545,109285,81799,54104,28394,102578,68368,44270,21735,72496,53132,34886,18149,57064,41009,26928,13593,41888,33470,26676,19620, 
 支付的各项税费(万元),83651,55417,37789,19640,47736,34254,21979,8374,51376,36548,27759,13570,38437,29033,19698,7666,35476,24253,15786,6412,26585,19581,13191,5250,21507,18351,13618,10229, 
 支付的其他与经营活动有关的现金(万元),107940,97740,59995,28003,106904,84871,54256,25850,94030,77884,48930,20021,83059,73982,45055,17507,61699,48945,28680,13773,53541,40443,24373,10699,42887,32953,27126,23955, 
 经营活动现金流出小计(万元),949671,701377,472990,249396,847184,628978,419832,215612,704571,509469,333869,165408,600089,433696,290225,135428,496377,357956,223412,91766,386417,280791,169180,73720,304059,243321,203863,157633, 
 经营活动产生的现金流量净额(万元),63577,25126,4489,-25356,39116,2379,-14255,-19204,19263,5019,590,-13401,18576,11339,-2702,-11003,17622,5581,9152,3207,22822,7270,9204,-2410,15767,10155,10690,5534, 
 收回投资所收到的现金(万元),233500,200500,117500,21000,51500,51500,51500,32000,12300,4800,4800,4800,1200,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2317,2073,1043,85,298,298,298,31,198,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,12,1,3,40,36,27,2,16,10,9,3,2,2,1,0,38,7,7,1,6,3,1,1,58,29,626,476, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,121,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,52,52,--,52,--,53,--,--,0,--,--,--,--,--,--,--,--,200,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),235838,202585,118544,21089,51839,51835,51826,32033,12514,4863,4861,4803,1255,2,53,0,38,7,7,1,6,3,1,1,58,29,947,476, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15603,9716,6793,4354,14205,10195,7362,3671,14611,8791,5862,3823,19404,13059,9190,5229,15863,12448,8307,5596,14539,9661,6336,2836,10375,9758,13956,2686, 
