 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,10701, 
 收取利息、手续费及佣金的现金(万元),319789,205152,95236,472891,350463,243930,100899,615081,263038, 
 拆入资金净增加额(万元),--,--,--,50000,50000,--,--,--,163000, 
 回购业务资金净增加额(万元),--,--,--,310936,--,108416,14115,--,444871, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),295935,485782,502384,469795,143741,101006,290409,378885,316152, 
 经营活动现金流入小计(万元),629852,771407,611850,1569005,841262,744037,405423,1905831,1842782, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),34038,19701,6051,40642,32435,22848,8683,74278,17028, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),108753,81183,49273,129756,101995,77550,49046,100028,62384, 
 支付的各项税费(万元),42746,29659,15665,87131,69580,50601,20711,102148,32565, 
 支付的其他与经营活动有关的现金(万元),627674,514092,122394,928529,812225,377244,132593,420780,256163, 
 经营活动现金流出小计(万元),1243496,882646,743943,2158129,1592467,1148328,806232,1541834,1019207, 
 经营活动产生的现金流量净额(万元),-613643,-111239,-132093,-589125,-751205,-404292,-400809,363997,823575, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,4718,6210,10350, 
 取得投资收益所收到的现金(万元),1641,--,--,--,--,--,147,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,-142,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5696,67,118,138,332,39,217,101,93, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7337,67,118,138,332,39,4941,6311,10443, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8521,7003,2745,10270,2997,1559,567,11178,74063, 
 投资所支付的现金(万元),1901,1901,133,8670,2376,8496,2207,1210,2750, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10422,8904,2877,18940,5373,10055,2774,12388,76813, 
 投资活动产生的现金流量净额(万元),-3085,-8837,-2760,-18802,-5041,-10017,2167,-6077,-66370, 
 吸收投资收到的现金(万元),275680,275680,--,--,1909,1499,--,12580,2000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,12580,2000, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,6250, 
 发行债券收到的现金(万元),5000,--,--,1112834,625000,230000,--,1323356,533357, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),280680,275680,0,1112834,626909,231499,0,1335936,541607, 
 偿还债务支付的现金(万元),427834,377834,207834,961610,756610,351610,131610,410103,401250, 
 分配股利、利润或偿付利息所支付的现金(万元),43980,33515,30446,80012,70592,62505,22337,15646,5570, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1250,1250,1250,--,--,--, 
 筹资活动现金流出小计(万元),471814,411349,238280,1042872,828452,415365,153947,425749,406820, 
 筹资活动产生的现金流量净额(万元),-191134,-135669,-238280,69962,-201543,-183865,-153947,910187,134787, 
 汇率变动对现金及现金等价物的影响(万元),6,-24,--,51,--,15,--,37,--, 
 现金及现金等价物净增加额(万元),-807856,-255769,-373133,-537914,-957789,-598159,-552590,1268145,891992, 
 加:期初现金及现金等价物余额(万元),2437737,2437737,2437737,2975651,2975651,2975651,2975651,1707507,815514, 
 期末现金及现金等价物余额(万元),1629881,2181968,2064605,2437737,2017862,2377492,2423061,2975651,1707507, 
 净利润(万元),--,52678,--,124100,--,54258,--,183434,75024, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-960,--,936,--,300,--,8096,1825, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3436,--,6365,--,3104,--,5637,3388, 
