 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),296879,207047,125222,377227,272966,199145,120342,359232,264604,330899,319680,320162,298512,200787,122350, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,89,66,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3789,2602,1226,4501,2734,1832,1263,3786,3063,3786,3381,2586,2775,664,1306, 
 经营活动现金流入小计(万元),300669,209650,126449,381729,275700,200977,121605,363018,267667,334685,323151,322814,301287,201451,123656, 
 购买商品、接受劳务支付的现金(万元),165597,122626,74752,202169,154736,112327,68140,197873,144165,176895,179808,160697,166568,102796,64600, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),41982,28957,14952,55887,41527,28838,15187,54012,40405,49417,49201,48704,37478,22654,13429, 
 支付的各项税费(万元),26310,19724,10434,30728,23052,18484,9428,31635,26046,27672,27416,30326,25053,18329,8025, 
 支付的其他与经营活动有关的现金(万元),54805,35012,17076,60568,42145,31717,20793,60497,46653,57995,50231,56020,58634,33452,21055, 
 经营活动现金流出小计(万元),288693,206319,117215,349352,261460,191366,113548,344017,257269,311980,306658,295747,287732,177231,107109, 
 经营活动产生的现金流量净额(万元),11975,3331,9233,32377,14240,9611,8057,19002,10397,22706,16493,27066,13555,24220,16547, 
 收回投资所收到的现金(万元),249960,147960,79960,112400,87400,60500,28500,129200,106600,110200,60200,--,69900,28660,--, 
 取得投资收益所收到的现金(万元),1381,889,372,370,287,204,97,476,397,441,135,--,107,30,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),42,50,26,232,178,219,5,58,104,167,152,176,64,176,47, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,--,--,--,0,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--,0,--,--,--,--,--,--,356,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),251383,148898,80358,113002,87865,60922,28602,129734,107101,110808,60487,176,70071,29222,47, 
