 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),2467417,1727847,994595,499621,1667806,1761693,1292364,467084,765502,822279,507856,293425,850162,809002,632031,360105,1195013,1150630,770933,356584,1433911,1449792,1073183,453609,1843543,1669064,1140994,610617,2400022,1701763,1142426,521976,2045046,1624580,908048,445472,1669474,1389488,759909,392331,1370129,1187072,594111,346085,1150982,794504,459546,237265,869323,531039,341947, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,363,--,--,--,2697,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2050,799,--,--,0,--,--,--,0,--,--, 
 收到的其他与经营活动有关的现金(万元),16329,28105,24795,2296,23413,13680,10485,2446,20916,13435,9895,15318,18108,8221,5267,336,21007,15341,10376,5161,26235,11317,8304,4242,26615,17936,13482,8166,80476,9094,6326,2069,12799,56180,3215,1047,7110,4518,2057,1094,5026,2576,1750,790,2628,1517,923,291,1920,9,--, 
 经营活动现金流入小计(万元),2483746,1755953,1019390,501917,1691219,1775373,1302849,469530,786418,835714,517751,308743,868634,817223,637298,360441,1218717,1165971,781309,361745,1460146,1461109,1081487,457850,1870158,1687000,1154476,618784,2480498,1710857,1148752,524044,2057845,1680759,911262,446519,1676583,1394006,761966,393425,1377206,1190447,595861,346876,1153610,796021,460468,237557,871244,531048,341947, 
 购买商品、接受劳务支付的现金(万元),458302,435548,341915,116248,311757,472095,300839,89907,59055,340747,209018,35420,93228,195391,105310,37401,91640,220517,125633,68367,271852,490968,379681,155878,411672,517263,380950,160979,608361,564779,356571,132364,454839,471863,157268,132331,433297,526868,185724,156199,427401,534551,204357,124802,461318,314446,191863,110466,380166,181339,120102, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),465278,342816,218706,146480,498126,350311,254235,115715,305692,229527,158814,124827,422833,340026,236796,138169,490519,378438,265934,149550,488982,347444,240377,138100,499544,387150,239766,152669,413147,308713,199200,150330,343749,277307,168192,85998,277530,199520,129852,74755,249696,168946,113174,72097,189102,169137,98253,47804,134604,101623,71698, 
 支付的各项税费(万元),543239,466828,360617,165967,511061,423259,276748,123415,246237,161410,115657,60522,232428,204393,142208,69184,326708,305326,232780,106539,401954,390752,252225,131795,536006,377964,330229,161945,503810,421343,278367,118622,405539,336371,219761,110326,376444,313531,220587,116327,250981,224565,148149,68200,151862,130517,96492,36829,115021,86295,58010, 
 支付的其他与经营活动有关的现金(万元),82893,34579,29784,18863,132956,67915,38594,16796,62077,44627,17683,8845,87773,28925,17989,9085,118668,52901,21889,14808,128980,115874,99570,45431,76806,127115,85880,31231,223768,94873,56143,28852,248458,131066,60459,29126,143058,102746,56539,23399,98216,71810,35080,14373,75011,37790,24301,9304,59490,43644,18779, 
 经营活动现金流出小计(万元),1549712,1279772,951021,447558,1453901,1313579,870416,345833,673060,776311,501172,229614,836263,768735,502303,253840,1027535,957182,646236,339264,1291768,1345038,971852,471204,1524028,1409492,1036826,506823,1749087,1389708,890280,430169,1452585,1216607,605680,357781,1230330,1142666,592701,370679,1026295,999871,500760,279472,877293,651891,410909,204403,689282,412901,268589, 
 经营活动产生的现金流量净额(万元),934034,476181,68369,54359,237319,461794,432433,123696,113358,59403,16580,79128,32370,48488,134995,106601,191183,208788,135073,22481,168378,116072,109635,-13354,346130,277508,117650,111960,731411,321150,258472,93875,605260,464152,305583,88738,446254,251340,169265,22746,350910,190576,95101,67403,276317,144130,49559,33154,181962,118146,73358, 
 收回投资所收到的现金(万元),116493,989,910,79,429,502,502,502,18,565,298,58,594,509,392,242,1554,2505,1291,101,91,352,261,125,1333,2110,1932,1682,3235,1170,917,390,2102,1551,1117,39,107,--,--,--,370,352,323,285,1298,227,220,2,9499,3353,-5021, 
