 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),45196,30062,19662,8552,41679,26391,16292,8244,42065,25386,15323,8367,30797,16404,10195,5423,25321,15341,9802,4573,22605,14582,9311,4027,23219,13519,8619,3441,17998,9811,4683,1985,14039,8314,4964,2556,15542,8471,4613,11980,7376,11988,8063, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),796,487,335,173,1582,983,497,441,1153,759,497,270,879,327,168,88,558,391,249,64,502,351,209,90,826,659,556,464,77,67,58,58,392,223,81,81,441,220,162,325,199,184,0, 
 收到的其他与经营活动有关的现金(万元),14195,11122,10258,5774,17508,4670,1918,387,3794,2370,1455,706,5164,1488,568,297,3141,1269,718,362,4256,2363,1789,502,1911,942,511,97,1551,413,336,51,1355,450,423,244,404,33,8,13,60,15,6, 
 经营活动现金流入小计(万元),60188,41672,30256,14499,60769,32043,18706,9072,47012,28516,17275,9343,36840,18218,10931,5808,29019,17001,10770,4999,27363,17296,11309,4619,25956,15120,9686,4002,19626,10290,5078,2094,15786,8988,5467,2880,16388,8724,4784,12317,7635,12186,8069, 
 购买商品、接受劳务支付的现金(万元),19456,14759,9557,4238,15289,11646,7386,4285,14274,10366,7166,4147,10507,6442,3963,1928,9760,6380,4280,2090,10557,8450,6013,2901,12033,9505,6663,3554,9536,6011,2913,1558,7271,5240,3432,1559,4915,3243,2486,5655,4428,4787,3923, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10111,7581,5199,2807,8166,6001,3992,2142,7406,5422,3547,1806,5871,4005,2514,1267,5129,3548,2277,1153,4473,3021,1905,1068,3979,2798,1824,965,3002,1978,1079,530,2768,1504,862,409,2189,1554,987,1555,1089,1021,721, 
 支付的各项税费(万元),4939,3614,2857,1817,5534,3977,2457,1559,6082,3890,2592,1813,4349,2388,1602,914,3734,2520,1527,684,3540,2253,1557,729,2887,1875,1348,684,2829,1849,920,362,1923,1441,834,443,2936,1793,828,2278,1773,1930,1093, 
 支付的其他与经营活动有关的现金(万元),21492,16477,13362,8117,18688,6298,4125,2083,7312,5939,3781,2343,5956,4136,2702,1366,5547,3790,2585,1561,4062,3300,1674,1060,4866,3675,2265,1242,2783,1995,1310,533,1864,1507,1288,677,1006,875,679,729,847,494,1108, 
 经营活动现金流出小计(万元),55998,42431,30975,16979,47678,27922,17960,10070,35073,25617,17087,10109,26682,16971,10781,5475,24170,16238,10668,5488,22632,17024,11149,5758,23766,17853,12099,6445,18150,11833,6223,2983,13827,9692,6417,3088,11045,7465,4979,10217,8137,8231,6845, 
 经营活动产生的现金流量净额(万元),4190,-760,-719,-2480,13091,4121,746,-997,11938,2898,189,-765,10158,1247,151,333,4849,763,101,-489,4732,273,160,-1139,2191,-2732,-2413,-2444,1475,-1542,-1146,-889,1959,-705,-949,-207,5343,1259,-195,2100,-502,3955,1223, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),28,5,0,--,20,1,1,--,42,43,42,14,16,14,--,--,--,--,--,--,4,--,--,--,18,15,14,15,5,--,--,--,--,--,--,--,0,0,0,0,0,0,22, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),500,--,--,--,--,--,--,--,--,--,--,--,--,310,310,--,--,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),528,5,0,0,20,1,1,0,42,43,42,14,16,325,310,0,0,32,0,0,4,0,0,0,18,15,14,15,505,0,0,0,0,0,--,--,0,0,0,0,0,0,22, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1779,925,557,484,589,393,282,146,1267,952,745,512,2105,1890,757,507,3129,855,407,180,971,368,234,150,1693,1249,880,544,3358,2912,2506,120,1758,1564,50,1,48,47,43,233,66,217,421, 
 投资所支付的现金(万元),1250,--,--,--,1995,1995,--,--,5715,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,27,0,0,300,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),4031,4031,4031,2210,--,--,--,--,--,--,--,--,7631,--,--,--,449,482,482,482,--,--,--,--,--,--,--,--,1125,1975,--,--,--,--,--,--,0,0,0,300,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),7060,4956,4588,2694,2584,2388,282,146,6982,1042,745,512,9735,1890,757,507,3578,1337,889,661,971,368,234,150,1693,1249,880,544,4483,4886,2506,120,1758,1564,50,1,48,74,43,533,366,217,421, 
 投资活动产生的现金流量净额(万元),-6533,-4950,-4587,-2694,-2565,-2387,-281,-146,-6940,-999,-702,-498,-9719,-1565,-446,-507,-3578,-1305,-889,-661,-968,-368,-234,-150,-1675,-1234,-866,-529,-3978,-4886,-2506,-120,-1758,-1564,-50,-1,-48,-74,-43,-533,-366,-217,-399, 
 吸收投资收到的现金(万元),216,216,--,--,4191,4176,4176,600,32,32,32,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,850,--,--,--,--,--,--,52049,2393,2393,0,0,445,200, 
 其中：子公司吸收少数股东投资收到的现金(万元),216,216,--,--,614,600,600,--,32,32,32,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,850,--,--,--,--,--,--,0,0,30,0,0,0,0, 
 取得借款收到的现金(万元),100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 筹资活动现金流入小计(万元),316,216,0,0,4191,4176,4176,600,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,--,--,52049,2393,2393,0,0,445,200, 
 偿还债务支付的现金(万元),100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2018,0,0,0,0,80, 
 分配股利、利润或偿付利息所支付的现金(万元),5195,5065,4835,--,2373,2373,2373,--,2438,2438,2438,--,--,--,--,--,1950,1950,1854,--,2052,2052,2052,--,2052,2052,1867,--,1957,1950,1950,--,3250,3250,3250,--,2018,0,2018,2214,1439,1889,591, 
 其中：子公司支付给少数股东的股利、利润(万元),288,--,--,--,--,--,--,--,34,--,--,--,--,--,--,--,--,--,--,--,102,102,102,--,102,102,102,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),4490,3161,3052,--,--,--,--,--,1853,1835,1835,1835,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,629,0,0,0,0,0,0, 
 筹资活动现金流出小计(万元),9785,8226,7887,0,2373,2373,2373,0,4292,4273,4273,1835,1300,0,0,0,1950,1950,1854,0,2052,2052,2052,0,2052,2052,1867,0,1957,1950,1950,0,3250,3250,3250,--,2647,2018,2018,2214,1439,1889,671, 
 筹资活动产生的现金流量净额(万元),-9469,-8010,-7887,0,1817,1803,1803,600,-4260,-4241,-4241,-1803,-1300,0,0,0,-1950,-1950,-1854,0,-2052,-2052,-2052,0,-2052,-2052,-1867,0,-1957,-1100,-1950,0,-3250,-3250,-3250,--,49403,374,374,-2214,-1439,-1444,-471, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 现金及现金等价物净增加额(万元),-11812,-13720,-13193,-5174,12344,3537,2268,-543,739,-2342,-4755,-3066,-861,-318,-296,-174,-679,-2492,-2641,-1151,1712,-2148,-2125,-1289,-1536,-6018,-5146,-2972,-4459,-7529,-5602,-1010,-3048,-5519,-4250,-208,54697,1560,136,-647,-2307,2294,354, 
 加:期初现金及现金等价物余额(万元),61774,61774,61774,61774,49429,49429,49429,49429,48690,48690,48690,48690,49551,49551,49551,49551,50230,50230,50230,50230,48519,48519,48519,48519,50055,50055,50055,50055,54514,54514,54514,54514,57562,57562,57562,57562,2865,2865,2865,3512,3512,1219,865, 
 期末现金及现金等价物余额(万元),49962,48053,48580,56601,61774,52966,51697,48886,49429,46348,43935,45624,48690,49233,49256,49378,49551,47738,47589,49079,50230,46371,46393,47230,48519,44037,44909,47082,50055,46985,48912,53504,54514,52043,53313,57354,57562,4425,3001,2865,1205,3512,1219, 
 净利润(万元),-43875,--,1172,--,10589,--,2625,--,11039,--,3097,--,7393,--,1014,--,4999,--,1460,--,4025,--,1792,--,4601,--,2054,--,4024,--,1733,--,4411,--,2060,--,5796,0,2216,4656,0,4645,2695, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 资产减值准备(万元),47121,--,473,--,1419,--,492,--,533,--,591,--,-140,--,30,--,122,--,168,--,501,--,180,--,685,--,182,--,417,--,220,--,241,--,191,--,219,0,167,150,0,86,119, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),881,--,403,--,810,--,406,--,720,--,352,--,536,--,255,--,498,--,243,--,346,--,156,--,300,--,149,--,207,--,72,--,116,--,59,--,112,0,55,94,0,78,57, 
 无形资产摊销(万元),800,--,401,--,770,--,386,--,714,--,354,--,296,--,69,--,138,--,69,--,137,--,68,--,135,--,67,--,59,--,6,--,11,--,5,--,11,0,5,8,0,7,4, 
 长期待摊费用摊销(万元),115,--,54,--,181,--,78,--,165,--,86,--,101,--,41,--,57,--,32,--,28,--,13,--,22,--,8,--,23,--,8,--,14,--,7,--,14,0,7,14,0,14,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-5,--,0,--,-12,--,4,--,3,--,1,--,2,--,4,--,--,--,--,--,-2,--,--,--,7,--,5,--,7,--,--,--,1,--,--,--,0,0,0,0,0,0,0, 
 固定资产报废损失(万元),2,--,--,--,5,--,--,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 财务费用(万元),72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,--,--,--,--,--,--,0,0,0,0,0,9,14, 
 投资损失(万元),-76,--,-137,--,17,--,14,--,5,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,3,0,3,5, 
 递延所得税资产减少(万元),-255,--,-127,--,91,--,84,--,-161,--,-79,--,51,--,-36,--,-7,--,-47,--,-111,--,-58,--,-151,--,-50,--,-129,--,-62,--,-32,--,-35,--,-35,0,-15,-16,0,-115,-17, 
 递延所得税负债增加(万元),-96,--,-48,--,-96,--,-48,--,-96,--,-48,--,-24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 存货的减少(万元),-1704,--,-1541,--,-323,--,-535,--,-1852,--,-801,--,31,--,-400,--,158,--,-373,--,1115,--,-99,--,-1513,--,-1971,--,-1506,--,-961,--,-747,--,-283,--,-25,0,-114,-529,0,-16,-178, 
 经营性应收项目的减少(万元),3024,--,-534,--,-1723,--,-51,--,6770,--,-1844,--,2424,--,-69,--,-250,--,-1719,--,481,--,-486,--,-3361,--,-2188,--,1437,--,-2328,--,-1235,--,-2323,--,-2866,0,-2799,-957,0,-2009,-1634, 
