 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),3473,22814,16807,10817,4796,20480,13818,8286,3363,19227,13788,8844,3206,16265,10756,6622,2722,14564,9644,11235,10341, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),32,306,198,129,--,446,252,143,65,293,150,150,--,151,119,73,--,187,125,197,187, 
 收到的其他与经营活动有关的现金(万元),99,371,206,168,26,732,773,415,66,647,621,227,92,418,331,241,41,232,109,445,304, 
 经营活动现金流入小计(万元),3604,23491,17210,11114,4822,21658,14843,8844,3493,20167,14559,9222,3298,16834,11207,6935,2763,14983,9878,11877,10833, 
 购买商品、接受劳务支付的现金(万元),2262,12080,10262,6655,3110,10852,7156,4162,2056,11084,9182,5582,2784,8737,6347,4064,2298,7772,5596,5719,4764, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1180,3247,2548,1868,1178,3188,2438,1812,1193,2769,2202,1579,989,2355,1890,1394,924,2075,1580,1672,1463, 
 支付的各项税费(万元),373,1961,1506,842,574,2009,1600,987,522,2219,1668,1209,594,1904,1430,938,467,1426,1162,1556,1215, 
 支付的其他与经营活动有关的现金(万元),466,1894,1420,912,458,2122,2190,1253,586,2228,1702,1074,615,1717,1252,781,385,1428,1022,1500,1023, 
 经营活动现金流出小计(万元),4281,19183,15736,10277,5320,18169,13384,8214,4357,18300,14753,9443,4982,14714,10920,7177,4073,12701,9359,10447,8465, 
 经营活动产生的现金流量净额(万元),-677,4307,1474,837,-498,3489,1459,630,-864,1868,-194,-222,-1684,2120,287,-242,-1310,2282,519,1429,2367, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),341,679,566,482,100,232,189,187,176,280,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,1102,1099,1102,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),11000,50200,44800,35000,10800,30500,14900,15600,11600,13300,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11341,50879,45366,35482,10900,31834,16188,16890,11776,13580,0,0,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),186,6970,3064,1894,985,4332,1715,1066,733,539,352,87,62,1411,1378,132,38,216,191,1389,123, 
 投资所支付的现金(万元),--,--,--,--,--,1154,1154,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),9000,45700,43701,33800,9300,38948,20600,18100,9000,24900,--,--,--,150,150,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9186,52670,46764,35695,10285,44434,23468,19166,9733,25439,352,87,62,1561,1528,132,38,216,191,1389,123, 
 投资活动产生的现金流量净额(万元),2155,-1791,-1399,-212,615,-12600,-7280,-2276,2043,-11859,-352,-87,-62,-1561,-1528,-132,-38,-216,-191,-1389,-123, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,14252,14252,14252,14252,--,--,--,--,--,--,--,1360, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,100,100,100,--,100,--,--,--,650,650,650,650,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,100,100,100,0,100,0,0,0,14902,14902,14902,14902,0,0,0,0,0,0,0,1360, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,2040,2040,2040,--,816,816,816,--,816,816,751,--,--,--,--,--,--,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,100,102,102,--,161,56,56,12,594,540,525,492,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,2140,2142,2142,0,977,872,872,12,1410,1356,1276,492,0,0,0,0,0,0,0,0, 
 筹资活动产生的现金流量净额(万元),0,-2040,-2042,-2042,0,-877,-872,-872,-12,13492,13545,13626,14409,0,0,0,0,0,0,0,1360, 
 汇率变动对现金及现金等价物的影响(万元),-4,-6,-5,-4,-0,8,5,3,-0,8,3,-0,--,0,-0,-0,--,-3,-0,-1,--, 
 现金及现金等价物净增加额(万元),1475,470,-1972,-1422,117,-9981,-6690,-2516,1167,3508,13002,13317,12663,560,-1241,-374,-1348,2063,328,39,3604, 
