 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),358031,149013,616000,432107,262534,132853,574402,402046,229228,124302,537306,373974,216288,97746,506903,359125,240645,114079,453808,314619,186930,96766,421022,290609,186086,89013,348939,167457,118769,252137,172442,133475, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3132,945,3687,1438,1056,266,1119,286,259,45,891,636,428,188,1165,591,391,179,716,449,315,162,564,458,246,81,860,442,182,915,947,395, 
 收到的其他与经营活动有关的现金(万元),18607,5511,13248,23613,12549,4802,8294,13026,8137,5736,7729,8522,5671,1892,6396,6167,3830,2589,7610,9964,7463,2047,8587,21797,5447,1972,3991,4228,3422,11318,11772,7570, 
 经营活动现金流入小计(万元),379769,155468,632935,457157,276139,137921,583815,415358,237624,130082,545926,383131,222387,99826,514464,365884,244866,116847,462133,325032,194708,98975,430173,312864,191779,91066,353790,172127,122373,264370,185162,141439, 
 购买商品、接受劳务支付的现金(万元),269389,114115,482881,385507,224181,132840,452034,305375,177229,101787,356379,257268,160078,69048,378753,295918,184373,98711,322166,238183,147926,81025,334783,233877,144529,72962,329960,178619,129645,225981,154751,101027, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),22914,12051,47238,29278,18438,9728,36715,25651,17181,8987,35560,22791,14973,7170,29729,19609,12617,6385,25435,16388,10629,5375,21303,15173,9864,4747,17458,11977,7992,12865,7914,4908, 
 支付的各项税费(万元),51767,23106,63794,44728,27028,13359,58360,38289,25914,13135,34700,22366,19165,7288,45934,27153,19256,9544,29517,21162,14793,6774,24424,20631,14680,8756,18626,14612,9226,13223,13907,8451, 
 支付的其他与经营活动有关的现金(万元),18506,6906,46619,33116,16871,7036,39010,16272,9362,5399,41677,21185,10478,2771,33957,13325,7739,3874,27193,12240,7881,4856,20507,10243,7162,2817,18075,7603,5532,9771,10599,13651, 
 经营活动现金流出小计(万元),362577,156178,640532,492628,286519,162962,586119,385587,229686,129309,468315,323610,204694,86277,488373,356004,223986,118514,404312,287973,181230,98030,401017,279925,176235,89282,384120,212811,152395,261841,187172,128037, 
 经营活动产生的现金流量净额(万元),17193,-710,-7597,-35471,-10379,-25041,-2304,29771,7937,773,77611,59521,17693,13549,26092,9879,20880,-1667,57822,37059,13478,945,29156,32939,15544,1784,-30330,-40684,-30022,2529,-2010,13402, 
 收回投资所收到的现金(万元),116589,45774,25482,165219,98635,45251,80392,182494,124027,69062,17151,70147,65749,65749,46800,149995,45994,30200,--,--,11263,--,4015,--,--,--,852,--,--,150,760,405, 
 取得投资收益所收到的现金(万元),238,--,--,--,--,--,3281,--,--,0,10102,--,--,--,5742,369,151,63,1302,--,71,--,--,--,--,--,0,39,39,0,0,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),37,2,27,339,38,5,22,21,21,0,62,11,5,14,2254,41,35,--,2897,--,--,--,11947,3019,1,--,2018,--,--,21,23,44, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,4649,--,4649,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),478,0,0,31,--,--,--,--,--,0,--,--,25,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,28, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),117341,45776,30157,165589,103323,45256,83695,182515,124048,69063,27315,70157,65779,65763,54796,150405,46181,30263,4199,0,11334,0,15962,3019,1,0,2870,39,39,171,783,479, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9913,9749,53521,19025,12639,7270,25785,19480,14374,5988,24757,16443,11540,6599,23227,21489,16628,10826,34921,25413,16677,11155,36477,33015,19558,12925,34920,22273,17275,31256,15891,10949, 
 投资所支付的现金(万元),137053,64865,104253,202868,130613,57185,10208,177502,120216,62250,47480,95487,65556,30060,69368,140852,73030,29800,67021,25741,36966,440,14008,10441,441,--,2422,348,348,560,639,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,0,--,--,--,15867,--,--,--,10097,--,--,--,15641,16641,--,--,--,--,--,--,441,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),619,36,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,1000,--,--,0,--,--,--,--,0,318,318,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),147585,74650,157775,221893,143252,64455,51860,196982,134590,68238,82334,111930,77096,36659,108235,178982,89658,40626,102943,51154,53644,11595,50926,43456,19999,12925,37342,22940,17941,31816,16530,10949, 
 投资活动产生的现金流量净额(万元),-30244,-28874,-127617,-56305,-39929,-19198,31835,-14467,-10542,824,-55019,-41772,-11317,29104,-53439,-28577,-43477,-10363,-98744,-51154,-42310,-11595,-34964,-40437,-19998,-12925,-34472,-22900,-17902,-31645,-15747,-10470, 
 吸收投资收到的现金(万元),12180,--,15814,1594,1324,--,514,--,--,--,6000,6000,6000,--,1560,1200,1200,1200,--,--,--,--,9525,4800,--,--,148254,148691,148642,150,21489,5948, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,15814,--,1324,--,514,--,--,--,6000,6000,--,--,1560,1200,1200,1200,--,--,--,--,4800,--,--,--,--,49,--,150,1181,1868, 
 取得借款收到的现金(万元),158218,57826,224500,94500,74500,45000,27300,27300,27300,2300,28456,36706,36706,9200,37550,29800,29800,10500,27400,25900,24900,6000,69000,69000,68000,39100,67900,66400,66400,77600,27630,21830, 
 发行债券收到的现金(万元),--,--,71700,70210,70210,70210,--,--,--,--,10000,--,--,--,--,--,--,--,--,--,--,--,79481,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 筹资活动现金流入小计(万元),170397,57826,312014,166304,146035,115210,27814,27300,27300,2300,44456,42706,42706,9200,39110,31000,31000,11700,27400,25900,24900,6000,158006,73800,68000,39100,216154,215091,215042,77750,49119,27778, 
 偿还债务支付的现金(万元),136000,45500,115300,37800,37300,2300,29950,29950,29950,3200,54356,49350,49350,20600,39900,31934,28900,9000,29500,27000,26000,10600,105000,63500,60800,47800,73500,59200,44800,27500,17030,21630, 
 分配股利、利润或偿付利息所支付的现金(万元),6819,1931,15314,7283,6474,578,24654,20827,901,201,16185,11161,10747,531,22968,17509,955,533,21045,15653,14618,619,21781,18987,7915,1016,5494,3826,2479,2894,3425,1696, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,1319,--,--,--,--,--,--,--,112,--,--,--,--,--,--,--,--,--,--,50,34,12, 
 支付其他与筹资活动有关的现金(万元),--,--,2955,--,--,--,--,--,--,0,--,--,--,--,33,33,--,--,51,51,--,--,--,51,51,--,0,793,586,0,0,0, 
 筹资活动现金流出小计(万元),142819,47431,133569,45083,43774,2878,54604,50777,30851,3401,70541,60511,60097,21131,62902,49476,29855,9533,50597,42705,40618,11219,126781,82538,68766,48816,78994,63818,47865,30394,20455,23326, 
 筹资活动产生的现金流量净额(万元),27579,10395,178445,121221,102260,112332,-26790,-23477,-3551,-1101,-26085,-17805,-17391,-11931,-23792,-18476,1145,2167,-23197,-16805,-15718,-5219,31226,-8738,-766,-9716,137161,151273,167177,47356,28664,4452, 
 汇率变动对现金及现金等价物的影响(万元),-201,-148,-423,-244,-119,-30,492,265,206,-153,873,114,45,23,53,3,0,0,-0,-0,-0,--,0,7,7,7,-29,-58,15,-29,-14,-0, 
 现金及现金等价物净增加额(万元),14326,-19337,42807,29201,51833,68063,3233,-7907,-5949,344,-2621,57,-10970,30746,-51087,-37170,-21452,-9863,-64119,-30900,-44550,-15869,25417,-16228,-5213,-20850,72330,87631,119268,18211,10893,7384, 
 加:期初现金及现金等价物余额(万元),66064,66346,23256,23242,23256,23256,20023,20023,20023,20023,22643,22643,22643,22643,73730,73730,73730,73730,137849,137849,137849,137849,112432,112432,112432,112432,40102,40102,40102,21891,10998,3614, 
 期末现金及现金等价物余额(万元),80390,47009,66064,52443,75090,91320,23256,12116,14074,20367,20023,22700,11674,53389,22643,36560,52278,63867,73730,106950,93299,121980,137849,96204,107219,91582,112432,127733,159370,40102,21891,10998, 
 净利润(万元),30303,--,52108,--,22498,--,54415,--,19933,--,61593,--,24888,--,68664,--,29485,--,53233,--,20152,--,48009,--,19230,--,31948,--,15354,26030,17159,7247, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),-28,--,4046,--,584,--,1237,--,988,--,1660,--,912,--,1751,--,914,--,2073,--,420,--,587,--,365,--,1159,--,832,65,525,-111, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),14272,--,25823,--,12659,--,24508,--,11108,--,21256,--,9523,--,15242,--,6772,--,13726,--,6557,--,11750,--,5122,--,7977,--,3423,4453,2835,1709, 
