 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),897002,3960068,2931942,1948295,917319,3402473,2516681,1535327,715122,3047343,2238025,1441935,651151,2131808,1533340,1015029,499803,2080802,1465903,929390,450521,2041663,1550935,951731,458995,1860995,1266869,882133,471210,1619555,1072225,732433,347191,1687330,1539191,1187511, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),58901,206743,166348,78827,44081,211274,139891,76475,35883,201341,126234,90628,56054,222584,106417,61423,9018,359211,118661,92283,19169,166306,121015,73926,19898,171762,119455,64073,41562,140722,75636,49390,15443,159202,187699,73645, 
 收到的其他与经营活动有关的现金(万元),7054,36334,28234,13779,13004,32584,23643,18201,5361,41118,27084,24750,18642,28969,22174,12637,6501,22334,17078,7698,3223,15902,59964,7471,48635,17447,10645,7494,3922,8460,26167,15367,1921,12480,15289,13161, 
 经营活动现金流入小计(万元),962957,4203145,3126524,2040901,974404,3646331,2680214,1630003,756365,3289802,2391343,1557313,725847,2383362,1661931,1089089,515321,2462347,1601642,1029371,472914,2223872,1731914,1033129,527528,2050205,1396969,953700,516694,1768736,1174028,797190,364555,1859012,1742179,1274317, 
 购买商品、接受劳务支付的现金(万元),173653,1265280,874214,563913,195202,888125,540636,298838,150294,835222,472753,226564,71426,699284,442114,371397,114206,672608,405420,237265,94269,419508,345440,140905,81680,440070,319121,192866,115530,524657,397954,259113,129720,479395,380592,259111, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),63514,233949,150567,99770,51451,219624,136283,92095,49159,180586,106987,74240,37772,172049,115132,78123,39090,174698,109687,58308,36131,165726,112384,67204,32618,134562,96607,59979,31579,141048,93492,56737,28083,138927,138344,117002, 
 支付的各项税费(万元),243844,627656,515665,380503,229644,624842,511928,345925,201617,529137,397297,284050,145555,498039,344778,241015,139266,565618,419042,253292,151393,445945,329315,249848,140106,397667,283423,195469,93485,350371,222288,159081,71218,345858,324133,216138, 
 支付的其他与经营活动有关的现金(万元),19426,85605,58444,37989,20975,61637,66035,31794,17020,48467,46592,27208,15144,59674,44890,28243,18169,116498,66509,23037,16861,49847,32472,19672,13253,38624,27390,16986,7989,31316,48771,23158,10021,28936,46127,48203, 
 经营活动现金流出小计(万元),500437,2212489,1598889,1082176,497272,1794229,1254883,768652,418090,1593412,1023630,612063,269897,1429045,946914,718777,310731,1529422,1000659,571902,298654,1081027,819611,477629,267657,1010923,726542,465300,248583,1047392,762505,498090,239042,993115,889195,640454, 
 经营活动产生的现金流量净额(万元),462520,1990655,1527635,958725,477132,1852103,1425331,861351,338276,1696390,1367713,945250,455950,954316,715017,370311,204590,932925,600983,457469,174260,1142845,912303,555500,259870,1039282,670427,488400,268112,721345,411523,299100,125512,865897,852984,633863, 
 收回投资所收到的现金(万元),--,2840,2840,--,--,700,--,--,--,--,13376,13376,13376,--,25000,--,--,16656,33826,33826,--,--,3100,8300,--,6800,900,--,0,10000,10018,10018,0,19000,15000,94905, 
 取得投资收益所收到的现金(万元),--,9018,4287,19,2,3556,1480,175,--,7615,2305,2305,--,5634,4882,4707,--,21544,9399,3378,--,5609,521,3500,--,3647,3240,3049,0,3830,3293,3114,0,4530,4691,2920, 
