 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),5818,28468,20152,13481,5689,28088,18402,12809,6822,25189,17126,11816,6348,24336,16868,10978,5773,19277,13018,12451, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),158,826,571,344,79,1012,751,270,64,593,318,159,70,1142,1100,637,32,276,165,914, 
 经营活动现金流入小计(万元),5976,29294,20723,13825,5768,29100,19153,13079,6886,25782,17443,11975,6418,25478,17967,11615,5806,19553,13182,13365, 
 购买商品、接受劳务支付的现金(万元),2335,8221,5608,3816,1919,7982,5436,3260,2128,7445,5001,3564,1466,7895,5493,3903,1953,6457,4714,6039, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),757,2930,1970,1260,760,2938,1868,1198,653,2764,1885,1255,600,2352,1709,1146,515,2051,1725,1522, 
 支付的各项税费(万元),1338,5097,3757,2589,1455,4809,3631,2409,1210,3719,3031,2206,1259,4623,3055,1856,777,3256,1986,1401, 
 支付的其他与经营活动有关的现金(万元),304,1296,1031,585,203,1416,1056,620,239,1020,671,467,260,765,559,326,187,835,1240,878, 
 经营活动现金流出小计(万元),4734,17544,12365,8249,4337,17144,11991,7488,4230,14948,10588,7492,3586,15635,10816,7232,3432,12601,9666,9839, 
 经营活动产生的现金流量净额(万元),1242,11750,8357,5576,1431,11956,7162,5592,2656,10833,6855,4483,2833,9843,7152,4384,2374,6952,3517,3526, 
 收回投资所收到的现金(万元),27511,75572,50342,34696,13394,39980,21049,9649,--,15000,6000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),384,512,307,179,105,549,366,219,48,171,73,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,9,9,8,8,23,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--,121,--,--,--,--,--,--,--,--,--,--,762,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),27895,76085,50649,34875,13499,40529,21536,9869,48,15171,6073,0,0,9,9,8,8,786,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),948,1871,1577,1189,474,1505,1076,575,366,2430,1852,1270,644,3137,2449,1936,1503,1845,6431,1811, 
 投资所支付的现金(万元),28056,87743,58370,41287,15318,46779,23400,10807,--,28549,19300,6000,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,0,--,--,--,229,536,2500,116,--,--,--,0,0,0,--,0,0,20, 
