 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1590465,1387577,874520,335843,1623174,1132809,747328,322462,1077310,765184,500181,211421,1018351,833469,584888,236698,976612,760109,441666,221802,1038541,831641,564107,285389,1154649,896211,594810,306948,853573,644028,374613,137021,552218,416124,421734,470741,445274, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),1236,765,557,239,551,380,165,125,657,373,285,105,1145,930,642,463,480,468,232,143,665,546,328,88,716,539,420,185,447,341,296,178,543,347,147,127,321, 
 收到的其他与经营活动有关的现金(万元),9697,12639,18746,10423,6425,4861,13333,6602,6159,20911,13984,3946,7505,10629,3707,785,4399,2016,4884,522,45526,61003,34687,14615,21001,49021,5890,758,16306,24312,8656,6242,24876,5027,19301,3712,4247, 
 经营活动现金流入小计(万元),1601398,1400981,893823,346505,1630150,1138050,760825,329189,1084125,786468,514450,215472,1027001,845028,589237,237945,981491,762593,446782,222467,1084732,893190,599122,300092,1176365,945772,601120,307890,870326,668681,383565,143441,577636,421498,441181,474580,449842, 
 购买商品、接受劳务支付的现金(万元),1619994,1415798,918025,399305,1519196,1103168,742622,322485,1054324,757904,490458,198576,902271,724183,473183,224562,902807,705770,431035,247316,979665,819974,606532,332961,1027471,814999,555662,295294,990501,748625,430206,174224,586767,396163,368614,423529,467422, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
