 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),146066,106193,68309,26396,112027,78438,52507,21891,84467,61308,38612,17905,66673,48877,29075,12524,51572,36295,22974,9007,45428,32255,18749,7755,37417,24954,15109,6535,24760,9692,18487,7615,3561, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),7105,5560,3005,2999,3752,3752,--,--,5541,3992,2068,2068,2063,1561,--,--,2497,1398,194,143,1862,969,--,--,1011,202,202,202,62,--,408,296,109, 
 收到的其他与经营活动有关的现金(万元),17210,1227,1388,206,1305,6795,6530,6048,1659,1482,1160,512,2044,1582,2507,138,2246,1519,1500,585,2388,2193,2112,284,790,971,730,276,842,355,852,1579,263, 
 经营活动现金流入小计(万元),170381,112980,72702,29601,117084,88984,59037,27939,91667,66782,41840,20485,70780,52021,31582,12662,56315,39212,24669,9736,49678,35417,20861,8038,39217,26127,16040,7013,25665,10048,19747,9490,3933, 
 购买商品、接受劳务支付的现金(万元),44875,35757,20866,9960,28999,22675,14664,7306,21432,15632,9976,4556,21054,16022,8324,3715,16888,14626,9273,2850,16087,11849,6211,2010,12022,7531,4242,1653,7422,2923,7081,2159,1854, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),41682,27736,19513,9918,18487,14372,9578,5559,15238,11520,7959,4254,11191,8408,5318,2713,6600,4649,3149,1688,5652,4372,3022,1711,4153,2927,1929,1053,2253,1052,1163,664,302, 
 支付的各项税费(万元),19465,15113,9393,3773,16413,11779,7588,2377,11006,7168,4699,1487,11000,7877,5523,2549,9307,5928,4356,1886,8508,7601,6029,2724,3053,3572,2289,762,4089,2275,1795,842,352, 
