 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),29205,149214,99442,61522,28793,81699,22521,16055,10629,45926,28750,17813,9640,38952,28066,14145,6773,31179,17306,20382,29378, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2727,3416,466,1854,366,603,416,304,146,499,335,184,22,535,377,116,--,441,267,232,406, 
 收到的其他与经营活动有关的现金(万元),609,7604,1410,432,217,1725,629,620,167,1419,828,557,255,1332,642,238,208,2105,404,1166,1352, 
 经营活动现金流入小计(万元),32541,160235,101318,63807,29377,84028,23567,16980,10942,47844,29913,18555,9917,40819,29085,14499,6980,33725,17977,21780,31136, 
 购买商品、接受劳务支付的现金(万元),21011,96969,70749,46451,23278,45741,15114,11466,5104,32648,21999,13157,6784,21084,16581,10278,4476,15666,11487,8347,16374, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12757,47590,37203,24962,12128,18133,6447,4628,3010,7264,5695,4187,2703,4594,3563,2612,1910,3632,2661,3275,3065, 
 支付的各项税费(万元),2185,5583,1414,3071,2135,4002,3404,1799,1028,4407,2667,1774,1289,6294,3919,1721,1013,5073,3107,3396,4403, 
 支付的其他与经营活动有关的现金(万元),3800,16302,10707,8447,3560,28681,25431,3134,1837,7778,6896,3833,2038,4459,4113,3081,1634,5239,4653,3206,3287, 
 经营活动现金流出小计(万元),39752,166444,120073,82931,41101,96557,50396,21028,10979,52097,37257,22950,12814,36432,28176,17692,9033,29611,21907,18224,27128, 
 经营活动产生的现金流量净额(万元),-7211,-6209,-18755,-19124,-11724,-12528,-26829,-4048,-37,-4252,-7344,-4395,-2897,4387,909,-3193,-2052,4114,-3930,3556,4008, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,18,18,18,--,205,205,29,19,406,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,387,7,7,3,43,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,3500,3500,3500,--,4500,--,--,--,20000,5052,2005,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6,3904,3525,3525,3,4747,205,29,19,20406,5052,2005,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1343,4432,4272,2147,1145,1704,1002,872,638,2620,2050,1696,1109,3101,1947,1017,744,6429,2401,5217,1282, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,2436,3245,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,3717,3500,3500,--,6415,2,--,--,20000,12983,9983,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1343,8149,7772,5647,1145,10555,4249,874,638,22620,15033,11679,1109,3101,1947,1017,744,6429,2401,5217,1282, 
 投资活动产生的现金流量净额(万元),-1337,-4244,-4247,-2122,-1142,-5808,-4045,-846,-619,-2213,-9981,-9674,-1109,-3101,-1947,-1017,-744,-6429,-2401,-5217,-1282, 
 吸收投资收到的现金(万元),487,3224,3224,3224,--,106,106,106,--,159,159,--,--,34340,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,106,--,--,--,159,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,37143,25600,19400,18100,19798,19635,--,--,--,--,--,--,6391,3200,3000,--,10016,3963,3459,1540, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),487,40366,28824,22624,18100,19903,19740,106,0,159,159,0,0,40731,3200,3000,0,10016,3963,3459,1540, 
 偿还债务支付的现金(万元),5100,23808,10464,3464,3170,391,--,--,--,1700,1700,1700,1700,15056,3869,3179,200,3258,2160,1540,500, 
 分配股利、利润或偿付利息所支付的现金(万元),353,2027,1546,580,236,1564,1700,1377,--,1045,1045,1045,25,1117,1032,954,159,2113,989,641,623, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,--,--, 
 支付其他与筹资活动有关的现金(万元),--,54,--,--,--,333,--,--,--,--,10,10,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),5453,25888,12010,4044,3406,2288,1700,1377,0,2745,2755,2755,1725,16173,4901,4133,359,5370,3149,2181,1123, 
 筹资活动产生的现金流量净额(万元),-4966,14478,16813,18580,14694,17615,18040,-1272,0,-2586,-2596,-2755,-1725,24558,-1701,-1133,-359,4645,814,1278,417, 
 汇率变动对现金及现金等价物的影响(万元),-71,958,1080,777,130,-149,104,2,3,-1,--,--,--,--,1,1,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-13586,4983,-5109,-1889,1958,-869,-12729,-6164,-654,-9053,-19921,-16824,-5731,25844,-2737,-5342,-3155,2331,-5517,-382,3143, 
 加:期初现金及现金等价物余额(万元),33031,28048,28048,28048,28048,28918,28918,28918,28918,37970,37970,37970,37970,12126,12126,12126,12126,9795,9795,10177,7034, 
 期末现金及现金等价物余额(万元),19445,33031,22939,26159,30006,28048,16189,22753,28264,28918,18049,21146,32239,37970,9389,6784,8971,12126,4278,9795,10177, 
 净利润(万元),--,6507,--,-1940,--,12219,--,1108,--,7052,--,3657,--,7395,3526,3431,--,6855,2790,6640,6099, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1077,--,799,--,1080,--,1014,--,1036,--,261,--,1275,592,415,--,710,321,306,133, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3435,--,1663,--,1780,--,672,--,1214,--,423,--,380,237,156,--,252,187,261,271, 
 无形资产摊销(万元),--,372,--,163,--,186,--,57,--,159,--,68,--,111,79,53,--,102,76,92,75, 
