 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),124226,379162,270284,170426,94993,301802,209274,130003,71189,285562,212757,135431,61138,237520,175729,126738,250735,267612,207304, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),315,1534,1185,645,328,1395,983,725,470,1099,365,278,180,1221,1406,1775,2516,990,1129, 
 经营活动现金流入小计(万元),124541,380697,271469,171071,95321,303197,210258,130728,71659,286661,213122,135709,61318,238741,177136,128514,253251,268602,208433, 
 购买商品、接受劳务支付的现金(万元),30214,78965,59847,38390,16806,93225,68410,46696,25307,78370,63827,44602,25557,90344,76616,54252,88156,87313,70210, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8460,22740,16864,12604,7668,23372,18115,13508,8568,22432,16905,12948,7729,21901,16745,12745,22076,19237,16005, 
 支付的各项税费(万元),95539,102915,99636,80878,45224,105089,81728,64079,38737,93076,71288,57270,33949,77966,65871,49219,78139,89590,70308, 
 支付的其他与经营活动有关的现金(万元),6338,19192,15340,10558,5824,17543,12814,9211,8488,39164,27942,17458,9275,38039,28029,21645,37113,30172,30095, 
 经营活动现金流出小计(万元),140551,223813,191687,142429,75522,239230,181067,133494,81100,233042,179962,132278,76510,228250,187261,137861,225484,226311,186618, 
 经营活动产生的现金流量净额(万元),-16011,156883,79782,28642,19799,63967,29191,-2766,-9441,53620,33160,3431,-15192,10491,-10126,-9348,27767,42290,21814, 
 收回投资所收到的现金(万元),25000,216300,149010,115000,63000,284100,116800,53800,20000,5000,--,--,--,64400,55400,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),72,16,6,4,4,306,264,256,0,83,13,13,13,164,5,5,78,55,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1112,7860,3932,2313,973,7468,2219,1182,548,1118,684,359,150,1312,1072,435,931,788,1133, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),26183,224184,152954,117317,63977,291874,119283,55238,20548,6201,697,372,163,65876,56477,440,1009,843,1134, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7962,17708,12244,6374,2700,17782,6690,5010,9422,10676,8577,3220,1981,4646,3645,6943,16309,15674,13244, 
 投资所支付的现金(万元),25000,266300,169000,115000,63000,333300,157000,64000,20000,74800,40000,--,--,64400,55400,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),32962,284008,181244,121374,65700,351082,163690,69010,29422,85476,48577,3220,1981,69046,59045,6943,16309,15674,13244, 
 投资活动产生的现金流量净额(万元),-6779,-59824,-28290,-4057,-1724,-59208,-44407,-13772,-8874,-79276,-47880,-2848,-1818,-3170,-2568,-6503,-15299,-14831,-12111, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,89137,89137,89137,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,20000,20000,20000,18000,45000,45000,45000,36950,52100,33625, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
