 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),15601,72582,50894,31966,16674,69395,48964,28008,16208,68354,51168,33394,16157,63500,40882,27644,14697,61310,47180,29771,15038,67228,45001,28103,15292,74394,58216,36578,20813,74169,50199,29479,15513,64524,40990,25863,14561,72400,47102,29801,77415,45654,26749,58336,51316, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收到的税费返还(万元),1626,6037,4959,3142,1985,5577,4896,2823,1368,5885,4773,2498,1342,5367,3831,2270,1320,6699,5193,2531,1333,6211,4105,2404,1346,8599,6558,4118,3176,6707,4184,2897,1539,4434,4106,2278,1452,4568,2636,1437,5630,3582,2110,2712,2982, 
 收到的其他与经营活动有关的现金(万元),103,762,1090,747,405,1978,2365,862,606,489,8485,3160,114,3858,3926,291,72,1190,684,518,249,874,301,316,242,515,909,582,178,476,1522,1024,110,392,832,462,183,1068,1526,173,1022,694,494,423,1517, 
 经营活动现金流入小计(万元),17330,79382,56943,35856,19065,76950,56225,31692,18182,74728,64426,39052,17613,72725,48639,30205,16089,69199,53057,32820,16620,74313,49407,30823,16880,83508,65684,41277,24167,81352,55906,33400,17162,69351,45929,28603,16196,78035,51263,31411,84066,49930,29353,61472,55815, 
 购买商品、接受劳务支付的现金(万元),8251,57408,40609,24629,10163,48396,33371,19836,9538,52705,38052,23781,11295,51550,32562,21511,11299,50355,38486,23317,12741,63238,45968,27053,14712,66652,53998,35413,20841,59864,46315,26538,15548,51683,37868,29439,15672,66956,50879,32944,61027,44417,23737,48471,40577, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),3360,15621,11978,7915,3939,15380,10774,7051,3269,14700,10372,6810,3737,11891,8648,5231,2341,9968,6869,4252,1784,8659,5866,4132,1602,8568,5624,4199,1811,7877,4503,3298,1578,6651,4892,2784,1355,6972,5128,2949,6664,4621,2810,5325,3361, 
 支付的各项税费(万元),253,1721,1129,1104,441,981,645,562,290,2335,1603,1497,780,967,559,505,148,1216,903,767,230,998,678,580,322,1146,777,646,146,723,479,540,139,1281,722,532,433,1114,943,716,2211,1039,790,788,279, 
 支付的其他与经营活动有关的现金(万元),2160,11959,14677,10324,6343,7859,11915,4802,2241,6059,8274,7606,2845,5735,7828,4461,2327,4698,5523,3137,1014,5335,3997,2311,784,4228,3999,2458,899,5177,3656,3004,1010,5296,3098,2141,855,7358,3974,2452,6226,3939,2358,6301,2701, 
 经营活动现金流出小计(万元),14023,86708,68393,43973,20886,72615,56705,32252,15338,75798,58301,39694,18656,70142,49597,31708,16116,66236,51782,31474,15769,78231,56508,34077,17420,80593,64398,42716,23698,73641,54954,33380,18275,64910,46581,34897,18314,82399,60924,39060,76127,54015,29696,60884,46918, 
 经营活动产生的现金流量净额(万元),3307,-7327,-11450,-8117,-1821,4335,-480,-559,2844,-1071,6124,-642,-1043,2583,-958,-1503,-27,2963,1275,1346,851,-3918,-7101,-3254,-540,2915,1286,-1439,469,7711,952,21,-1113,4441,-652,-6294,-2118,-4364,-9660,-7649,7939,-4085,-343,588,8897, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3511,3500,1000,--,--,--,--,--,6068,6000,3000,3000,1010,1000,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,7,--,--,--,--,--,--,31,31,31,--,10,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,0,--,0,89,76,3,--,7,0,0,--,4,--,--,--,0,6,--,--,3,3,3,1,53,7,5,5,44,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,2091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,811,809,809,101,414,68,21,18,1040,--,--,37,307,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 投资活动现金流入小计(万元),0,1,0,0,0,2180,76,3,0,7,0,0,0,3515,3511,1007,0,811,815,809,101,6484,6102,3055,3049,2102,1017,5,42,351,0,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),682,7426,5334,3534,2065,16137,8015,6472,4388,11138,6299,4281,2529,9318,5223,3767,323,1058,794,610,248,1515,1278,858,337,3818,3544,1854,989,2666,1556,1256,538,1676,1334,655,476,4506,8505,4276,6623,4835,2455,2048,2781, 
 投资所支付的现金(万元),--,7050,6900,6800,6500,1500,3950,2157,300,0,1444,--,--,3676,5572,5732,--,--,--,--,--,3000,3000,3000,--,4000,1000,1000,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,3746,--,--,--,1693,240,118,240,2069,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,15,15,15,280,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,133,223,254,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 投资活动现金流出小计(万元),682,14476,12234,10334,8565,21383,11965,8630,4688,12831,7983,4399,2769,15195,11019,9753,380,1058,794,610,248,4515,4278,3858,337,7818,4544,2854,989,2666,1556,1256,538,1676,1334,655,476,4506,8505,4276,6638,4850,2470,2328,2781, 
 投资活动产生的现金流量净额(万元),-682,-14475,-12234,-10334,-8564,-19204,-11889,-8627,-4688,-12823,-7983,-4399,-2769,-11680,-7508,-8746,-380,-247,21,199,-146,1969,1824,-803,2712,-5715,-3527,-2849,-947,-2315,-1556,-1256,-538,-1676,-1334,-655,-476,-4506,-8505,-4276,-6638,-4850,-2470,-2328,-2781, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,19030,18080,0,0,0,--,1453,621, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 取得借款收到的现金(万元),2540,61551,53218,37222,22073,38325,30628,23609,5000,20542,14939,14628,6450,11750,10000,10000,4000,2365,--,--,--,--,--,--,--,--,--,--,--,14000,15367,10000,6000,25163,20338,7897,5600,26611,19437,11751,17197,10290,1555,7220,4380, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),893,1107,7097,6970,829,14333,6552,5614,1011,35992,1855,1408,1029,2532,1544,1362,851,3089,491,491,139,659,383,141,--,61,3484,2346,32,2935,124,102,--,114,--,--,--,52,--,0,0,0,--,0,0, 
 筹资活动现金流入小计(万元),3433,62658,60314,44192,22902,52658,37180,29223,6011,56534,16794,16036,7479,14282,11544,11375,4885,5454,491,491,139,659,383,141,0,61,3484,2346,32,16935,15491,10102,6000,25277,20338,7897,5600,45693,37517,11751,17197,10290,1555,8673,5001, 
