 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),117388,454794,294433,203775,111885,338716,212566,144328,66200,295854,191914,129319,66513,289681,198853,127238,59746,234224,150687,91003,44618,180329,125100,89793,38963,185296,115180,75404,177235,127076,118155, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),7309,31934,22516,13631,6399,31017,19807,11253,5044,34916,24902,17961,10277,19743,15372,10393,5662,24166,16141,10755,6802,23254,16787,10439,8292,27078,19945,15021,21744,12562,19232, 
 收到的其他与经营活动有关的现金(万元),2278,2116,6361,1676,2793,2412,5181,964,1582,1326,1570,1266,1198,2393,4036,3380,1148,2266,2079,2056,635,1209,2556,2178,886,1734,2397,1433,1710,1305,773, 
 经营活动现金流入小计(万元),126975,488845,323310,219083,121077,372145,237554,156545,72827,332096,218386,148546,77988,311817,218261,141012,66555,260655,168907,103814,52055,204791,144443,102409,48141,214108,137521,91858,200689,140943,138160, 
 购买商品、接受劳务支付的现金(万元),80199,285167,195810,126549,70605,220146,149924,89838,44422,197337,128502,86528,47322,182270,125588,80146,38908,163810,107754,68467,35014,142757,108162,79819,41333,168945,116531,75267,140260,93494,100110, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24635,77040,55471,36846,18867,66006,48087,31291,14912,57574,43532,29019,15440,54278,41885,26688,13777,41910,29565,18508,9055,37566,28541,19094,7034,33470,26147,15348,24953,18043,16523, 
 支付的各项税费(万元),9078,29739,18789,13356,6361,22556,13560,9377,4788,21432,13274,8487,4013,17976,10312,6903,3085,11503,6601,4315,1784,6877,5344,3609,1921,8941,5124,3038,10375,5940,6862, 
 支付的其他与经营活动有关的现金(万元),25640,66625,45611,33527,15396,51521,38559,22668,19807,41556,35572,24889,17798,43036,37319,23779,11830,20545,19817,11936,5674,12725,11147,6842,3099,9729,7497,5383,10494,8686,6797, 
 经营活动现金流出小计(万元),139552,458572,315681,210277,111230,360228,250130,153174,83930,317900,220880,148923,84573,297561,215104,137516,67600,237767,163737,103226,51527,199926,153194,109363,53387,221085,155299,99036,186083,126163,130292, 
 经营活动产生的现金流量净额(万元),-12577,30273,7629,8806,9847,11916,-12575,3371,-11103,14196,-2494,-377,-6585,14256,3157,3496,-1045,22888,5169,588,528,4865,-8751,-6954,-5246,-6977,-17777,-7177,14605,14780,7868, 
 收回投资所收到的现金(万元),--,20300,11000,11000,--,180,180,--,--,--,35218,0,--,37200,59800,7000,5000,22100,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1038,5522,233,1976,--,4904,18,--,--,6083,300,497,--,5632,135,81,78,1721,--,--,--,25,25,25,12,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7497,66,54,178,130,436,76,60,1105,1891,1625,1610,20,51,8,155,10,609,55,54,34,395,13,6,--,61,23,23,294,471,570, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),17386,6703,9104,6722,72,33496,35496,26500,5126,258950,26207,37684,21118,167207,6906,5435,2134,109655,75284,68624,11143,40353,54911,53410,9950,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),25920,32591,20390,19876,203,39017,35771,26560,6231,266924,63349,39792,21138,210090,66850,12671,7222,134085,75339,68678,11177,40773,54948,53441,9962,61,23,23,294,471,570, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21084,11391,4160,2268,699,8251,5294,3991,1785,21674,21803,17547,15257,24589,22412,16825,3816,5853,3342,2060,1634,16599,13068,7100,2206,8361,3034,4443,8085,2531,5581, 
 投资所支付的现金(万元),9967,3648,15769,14665,2570,17412,12326,9689,10718,38133,48300,17500,380,47656,58800,6000,450,105100,--,--,--,1000,--,--,--,--,--,--,--,--,1657, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1846,--,--,--,596,3618,3535,--,2273,2187,--,--,--,--,--,--,13064,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,27900,8187,7566,--,26400,28285,22556,1558,227079,2936,2519,994,166092,20381,21731,18400,31107,80990,70115,0,58558,72031,56280,9950,95360,--,--,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31051,44784,28116,24499,3269,52660,49524,39771,14062,289159,75226,37566,16631,238336,101594,44556,22666,155124,84331,72175,1634,76158,85099,63380,12156,103721,3034,4443,8085,2531,7239, 
 投资活动产生的现金流量净额(万元),-5131,-12194,-7725,-4623,-3066,-13643,-13753,-13211,-7831,-22235,-11877,2226,4507,-28246,-34744,-31885,-15444,-21040,-8993,-3497,9544,-35385,-30150,-9939,-2194,-103660,-3011,-4419,-7792,-2060,-6669, 
 吸收投资收到的现金(万元),--,5525,5700,--,--,288,218,229,215,7184,7258,7313,7112,225,225,--,--,330,--,--,--,597,400,--,--,147539,148690,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,225,--,--,--,330,--,--,--,597,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),32949,51000,45287,27945,12175,67254,43458,28518,7982,64410,9663,2909,776,18680,8747,6178,--,50578,44281,--,--,25146,10132,--,--,20646,9817,4718,8570,38461,15200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1132,--,1517,1854,--,36,--,--,0,303,303,--,80,80,121,--,40,40,--,--,37,--,--,254,107,105,0,62,178,--, 
 筹资活动现金流入小计(万元),32949,57657,50987,29461,14029,67542,43712,28747,8197,71594,17223,10524,7888,18986,9053,6298,0,50948,44321,0,0,25780,10532,0,254,168292,158612,4719,8632,38638,15200, 
 偿还债务支付的现金(万元),18918,64019,48743,31724,9263,71167,44639,30646,10976,31706,3930,1893,2025,27372,9449,1412,1378,23177,8000,--,--,17465,3825,2819,1843,21849,6002,2366,12436,37157,9500, 
 分配股利、利润或偿付利息所支付的现金(万元),841,7454,7531,6364,275,7477,6192,5959,145,4664,4188,4099,207,3830,3385,2972,365,3389,2588,2381,157,5193,5027,4945,4872,413,344,214,6158,1690,2650, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,918,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,289,553,219,184,3375,4757,3812,223,203,396,--,238,--,180,630,--,--,98,44,--,40,44,--,--,--,1151,--,--,--,304, 
 筹资活动现金流出小计(万元),19759,71762,56827,38307,9721,82019,55588,40417,11344,36574,8513,5992,2471,31202,13014,5014,1743,26566,10685,2425,157,22698,8896,7764,6715,22262,7497,2580,18595,38847,12454, 
 筹资活动产生的现金流量净额(万元),13190,-14105,-5840,-8845,4308,-14477,-11876,-11670,-3148,35020,8710,4532,5417,-12216,-3961,1284,-1743,24382,33636,-2425,-157,3082,1636,-7764,-6462,146030,151115,2139,-9963,-208,2746, 
 汇率变动对现金及现金等价物的影响(万元),208,-1430,-1700,-667,-273,3985,2105,1968,-543,2460,2895,26,176,-269,136,63,93,-285,-129,-22,-26,-3,123,10,-69,-436,-170,-260,-102,-564,2165, 
 现金及现金等价物净增加额(万元),-4310,2545,-7636,-5330,10816,-12219,-36100,-19543,-22625,29441,-2767,6406,3515,-26475,-35412,-27041,-18139,25945,29683,-5357,9889,-27440,-37142,-24646,-13970,34958,130156,-9717,-3251,11948,6110, 
 加:期初现金及现金等价物余额(万元),52731,50187,50158,50187,50187,62405,62405,62405,62405,32965,32965,32965,33087,59440,59440,59440,59440,33494,33494,33494,33475,60934,60934,60934,60934,25976,25976,25976,29227,17280,11169, 
 期末现金及现金等价物余额(万元),48422,52731,42523,44857,61003,50187,26306,42863,39780,62405,30198,39371,36602,32965,24028,32399,41300,59440,63177,28138,43363,33494,23793,36288,46964,60934,156133,16259,25976,29227,17280, 
 净利润(万元),--,35547,--,9499,--,26560,--,5428,--,18205,--,5906,--,13870,--,5508,--,10438,--,2888,--,2694,--,472,--,13844,--,3622,15308,9397,4826, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-1280,--,-376,--,4568,--,335,--,314,--,124,--,44,--,-123,--,401,--,-85,--,68,--,-31,--,180,--,140,131,465,246, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5822,--,1839,--,5173,--,2348,--,5458,--,2697,--,4638,--,2093,--,2956,--,1281,--,2422,--,1166,--,2046,--,987,1576,1373,1263, 
 无形资产摊销(万元),--,1392,--,594,--,1441,--,530,--,842,--,286,--,626,--,287,--,219,--,104,--,184,--,86,--,158,--,79,165,141,113, 
 长期待摊费用摊销(万元),--,2451,--,1908,--,1537,--,711,--,1501,--,754,--,855,--,271,--,678,--,346,--,597,--,150,--,479,--,211,316,279,253, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-20,--,132,--,157,--,61,--,139,--,-232,--,171,--,58,--,67,--,53,--,97,--,12,--,11,--,-1,18,7,9, 
 固定资产报废损失(万元),--,244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-13,--,-2051,--,-1307,--,-3522,--,188,--,-3620,--,2870,--,1763,--,-1462,--,-1261,--,110,--,1823,--,-415,--,-1568,-1260,-958,3613, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2464,--,313,--,1121,--,301,--,-86,--,-205,--,-378,--,-245,--,-397,--,-1273,--,-3024,--,120,--,409,--,475,742,1231,-436, 
 投资损失(万元),--,-9428,--,-212,--,-4797,--,587,--,-6237,--,-783,--,-5632,--,-81,--,-1399,--,32,--,-18,--,-25,--,--,--,--,-145,-7,--, 
 递延所得税资产减少(万元),--,-2412,--,-284,--,-1558,--,-1309,--,-1000,--,206,--,-905,--,134,--,-142,--,-193,--,-10,--,-211,--,-6,--,-25,100,107,-294, 
 递延所得税负债增加(万元),--,348,--,509,--,255,--,1381,--,92,--,5,--,-509,--,-383,--,200,--,315,--,76,--,-160,--,65,--,236,95,--,-366, 
 存货的减少(万元),--,-16686,--,-7746,--,-7225,--,-11032,--,-2848,--,-7730,--,-1861,--,-6870,--,641,--,-5561,--,351,--,-3944,--,-12319,--,-12763,-5162,-2200,-221, 
 经营性应收项目的减少(万元),--,-9989,--,20448,--,-23208,--,6448,--,-1550,--,8183,--,-6212,--,469,--,5987,--,-2106,--,570,--,10559,--,-8405,--,3105,-9939,-8703,414, 
 经营性应付项目的增加(万元),--,19303,--,-15035,--,8012,--,446,--,-2748,--,-6631,--,7059,--,616,--,5141,--,6049,--,748,--,-16971,--,-3025,--,-1675,12660,13647,-1551, 
