 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),161791,87346,198673,139552,178295,85793,183684,162003,151451, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2117,1319,1818,1583,3676,1875,3730,2397,649, 
 收到的其他与经营活动有关的现金(万元),1422,572,1423,1008,1603,1179,1843,2554,3434, 
 经营活动现金流入小计(万元),165329,89237,201914,142143,183574,88847,189257,166954,155534, 
 购买商品、接受劳务支付的现金(万元),89990,48579,78327,47411,99729,54958,132114,118477,100094, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22063,14829,23332,17089,19890,9104,18532,18073,16701, 
 支付的各项税费(万元),14172,8984,15206,12536,12190,5918,11720,13290,13750, 
 支付的其他与经营活动有关的现金(万元),4920,2598,5132,3803,4521,2325,5448,5539,6200, 
 经营活动现金流出小计(万元),131144,74991,121998,80838,136331,72305,167814,155379,136745, 
 经营活动产生的现金流量净额(万元),34185,14246,79916,61304,47243,16541,21443,11575,18788, 
 收回投资所收到的现金(万元),2005,2005,2005,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),34,34,99,96,5,1,20,41,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2,2,308,77,86,25,46,500,430, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2042,2042,2412,173,91,26,66,541,432, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12976,8387,5844,2673,3949,2958,7339,30940,41967, 
 投资所支付的现金(万元),2005,2005,2005,5,150,--,--,--,2798, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,8064, 
 支付的其他与投资活动有关的现金(万元),244,244,207,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15225,10636,8056,2678,4099,2958,7339,30940,52828, 
 投资活动产生的现金流量净额(万元),-13184,-8595,-5645,-2505,-4008,-2933,-7274,-30400,-52396, 
 吸收投资收到的现金(万元),57490,--,--,--,--,--,--,--,7590, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),70384,62949,180533,112690,245035,128277,250492,251459,239454, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),17141,17141,19711,12921,32131,32781,33352,22881,47687, 
 筹资活动现金流入小计(万元),145015,80090,200244,125611,277166,161058,283844,274339,294731, 
 偿还债务支付的现金(万元),101800,74800,222703,145005,274044,135980,276484,216821,215332, 
 分配股利、利润或偿付利息所支付的现金(万元),6064,5223,7152,6111,11064,6840,11776,12228,14627, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),11495,14279,31574,38374,32263,33663,17141,20752,39098, 
 筹资活动现金流出小计(万元),119358,94301,261429,189490,317371,176483,305401,249800,269058, 
 筹资活动产生的现金流量净额(万元),25657,-14211,-61185,-63879,-40205,-15425,-21557,24539,25674, 
 汇率变动对现金及现金等价物的影响(万元),-239,-110,343,-5,-73,2,107,279,74, 
 现金及现金等价物净增加额(万元),46419,-8669,13430,-5085,2957,-1814,-7280,5993,-7860, 
 加:期初现金及现金等价物余额(万元),33293,33293,19863,19863,16906,16906,24186,18192,26053, 
 期末现金及现金等价物余额(万元),79712,24623,33293,14778,19863,15091,16906,24186,18192, 
 净利润(万元),--,20115,22756,--,4140,--,8064,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1147,1815,--,5190,--,2910,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,8376,17115,--,17338,--,15889,--,--, 
 无形资产摊销(万元),--,176,300,--,340,--,363,--,--, 
 长期待摊费用摊销(万元),--,75,147,--,58,--,62,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,35,316,--,12,--,103,--,--, 
 固定资产报废损失(万元),--,29,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,100,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2246,7050,--,11481,--,10548,--,--, 
 投资损失(万元),--,92,-218,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,259,368,--,-330,--,-627,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-8650,10164,--,12423,--,-1921,--,--, 
 经营性应收项目的减少(万元),--,-20009,22275,--,3527,--,-18198,--,--, 
 经营性应付项目的增加(万元),--,10444,-1798,--,-6713,--,4598,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-188,-373,--,-222,--,-347,--,--, 
 经营活动产生现金流量净额(万元),--,14246,79916,--,47243,--,21443,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),79712,24623,33293,14778,19863,15091,16906,24186,18192, 
 现金的期初余额(万元),33293,33293,19863,19863,16906,16906,24186,18192,26053, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),46419,-8669,13430,-5085,2957,-1814,-7280,5993,-7860, 

