 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),90011,57111,37756,108579,89595,51811,23631,88853,65039,63374,51434,38040,37505, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3553,2382,1260,3460,1890,1776,543,2029,1247,1377,1031,1640,888, 
 收到的其他与经营活动有关的现金(万元),4307,3454,286,1416,353,276,168,794,573,1248,1379,1447,1078, 
 经营活动现金流入小计(万元),97872,62946,39302,113455,91838,53863,24342,91676,66859,65998,53843,41128,39471, 
 购买商品、接受劳务支付的现金(万元),34807,22644,10536,40988,36567,25060,9552,30128,19872,28808,22829,20732,22248, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25908,17027,9791,26079,18964,12395,6748,19150,13611,14977,11628,10944,9014, 
 支付的各项税费(万元),5898,4186,2000,8808,4947,2603,1425,7832,5777,3164,3912,2075,2026, 
 支付的其他与经营活动有关的现金(万元),6640,3931,1547,9744,6623,4591,550,8867,5666,6345,4883,3939,3595, 
 经营活动现金流出小计(万元),73252,47787,23874,85619,67102,44649,18275,65976,44926,53294,43252,37690,36883, 
 经营活动产生的现金流量净额(万元),24619,15159,15428,27836,24736,9213,6067,25699,21933,12705,10592,3438,2588, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),16,--,--,36,30,19,--,279,244,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,14,13,9,--,3,--,19,44,2,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,4204,4017,3496,--,1350,1250,1796,1677,1016,525, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16,0,0,4254,4060,3525,0,1632,1495,1815,1721,1017,526, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20944,9842,3642,23637,16930,10060,4144,12322,9037,6749,9173,13217,13732, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,720,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,574,6430,412,--,3366,12784,105,259,--,1347, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20944,9842,3642,24211,23361,10472,4144,15689,21821,7574,9432,13217,15080, 
 投资活动产生的现金流量净额(万元),-20928,-9842,-3642,-19957,-19301,-6947,-4144,-14057,-20327,-5759,-7711,-12199,-14554, 
 吸收投资收到的现金(万元),15304,15304,15304,65756,--,--,--,--,--,--,--,--,30025, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,23600,10600,10600,6600,8000,--,5000,5000,4000,8500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3697,3697,3697,--,--,--,--,--,--,--,230,--,--, 
 筹资活动现金流入小计(万元),19001,19001,19001,89356,10600,10600,6600,8000,0,5000,5230,4000,38525, 
 偿还债务支付的现金(万元),18600,18600,18600,13000,10000,7000,--,6992,5992,4208,5100,4600,9800, 
 分配股利、利润或偿付利息所支付的现金(万元),5941,5941,128,3540,3391,316,--,2259,205,1458,685,874,3130, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,4608,3630,3575,--,71,71,77,463,--,1508, 
 筹资活动现金流出小计(万元),24541,24541,18728,21148,17021,10892,0,9322,6268,5743,6248,5474,14438, 
 筹资活动产生的现金流量净额(万元),-5540,-5540,273,68208,-6421,-292,6600,-1322,-6268,-743,-1018,-1474,24088, 
 汇率变动对现金及现金等价物的影响(万元),-3236,-1485,-1,2501,529,212,-830,1387,605,-52,-359,-15,-36, 
 现金及现金等价物净增加额(万元),-5084,-1708,12058,78587,-457,2187,7694,11708,-4056,6150,1504,-10250,12086, 
 加:期初现金及现金等价物余额(万元),104619,104619,104619,26031,26031,26031,26031,14324,14324,8174,6670,16920,4834, 
 期末现金及现金等价物余额(万元),99534,102911,116677,104619,25574,28218,33725,26031,10268,14324,8174,6670,16920, 
 净利润(万元),--,13967,--,27560,--,10142,--,16972,--,11371,8477,7139,7579, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-160,--,333,--,151,--,-34,--,494,133,202,239, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3194,--,6073,--,2898,--,5131,--,4635,3937,--,--, 
 无形资产摊销(万元),--,105,--,199,--,98,--,181,--,140,98,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,--,4,--,1,--,-3,--,12,-7,1,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,1,--,96,--,-7,--,56,-50,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,593,--,-983,--,279,--,-694,--,297,797,358,433, 
 投资损失(万元),--,-16,--,228,--,153,--,-279,--,95,-23,--,--, 
 递延所得税资产减少(万元),--,-186,--,-200,--,37,--,-89,--,-434,-40,-65,-50, 
 递延所得税负债增加(万元),--,20,--,106,--,60,--,194,--,-6,8,--,--, 
 存货的减少(万元),--,-3005,--,-8974,--,-6874,--,-1193,--,2909,-870,-763,-6364, 
 经营性应收项目的减少(万元),--,6959,--,-10070,--,-240,--,2217,--,-8779,-2419,-4790,-3834, 
