 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),39989,29106,12502,49856,26199,17548,8959,32209,13568,7690,2677,32906,17333,29492,19717,20167, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),867,695,13,881,741,487,262,758,397,126,31,317,264,291,221,54, 
 收到的其他与经营活动有关的现金(万元),1104,873,281,3699,1921,606,337,876,369,398,277,1603,360,1073,3616,770, 
 经营活动现金流入小计(万元),41960,30674,12796,54435,28861,18640,9557,33844,14334,8214,2985,34827,17957,30856,23553,20991, 
 购买商品、接受劳务支付的现金(万元),31940,19866,11434,33687,24206,16633,8596,17692,11991,8230,5370,16277,11376,16851,10970,12949, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5837,4137,2437,6337,5353,3510,1969,4859,3547,2255,1162,3671,2415,3016,2412,2092, 
 支付的各项税费(万元),2330,1073,636,4908,2924,2387,1899,2692,2434,1874,1621,3130,2087,4382,2357,1567, 
 支付的其他与经营活动有关的现金(万元),6474,4171,1766,9638,5637,3928,2174,4438,3649,2400,1407,4639,2921,3599,2704,2113, 
 经营活动现金流出小计(万元),46580,29248,16274,54570,38120,26457,14638,29680,21620,14760,9561,27717,18800,27848,18443,18720, 
 经营活动产生的现金流量净额(万元),-4620,1427,-3477,-135,-9259,-7817,-5080,4163,-7287,-6546,-6575,7109,-843,3008,5110,2271, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,0,--,--,--,--,--,0,0,0,--,--,--,0,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4405,2933,1975,9449,8313,4061,1652,3496,2815,2012,1298,6070,4345,1545,3565,1261, 
 投资所支付的现金(万元),--,--,--,1500,--,--,--,--,--,--,--,--,78,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),4405,2933,1975,10949,8313,4061,1652,3496,2815,2012,1298,6070,4423,1595,3565,1261, 
 投资活动产生的现金流量净额(万元),-4403,-2933,-1975,-10949,-8313,-4061,-1652,-3496,-2815,-2012,-1298,-6070,-4423,-1544,-3561,-1261, 
 吸收投资收到的现金(万元),--,--,--,24150,24150,22761,24150,--,--,--,--,33,--,32,--,800, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,33,--,32,--,--, 
 取得借款收到的现金(万元),10200,4000,--,7641,7641,741,--,10000,9500,6000,1500,5000,3000,3000,4000,3500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,1388,--,--,904,387,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),10200,4000,0,31790,31790,24890,24150,10000,10404,6387,1500,5033,3000,3032,4000,4300, 
 偿还债务支付的现金(万元),6900,549,--,9741,9241,5000,4500,6000,5500,3500,1500,3000,2500,4000,2500,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),1494,2816,72,1583,1547,1419,106,431,285,164,57,212,153,214,142,160, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,929,946,956,946,66,6,--,--,115,--,118,78,157, 
 筹资活动现金流出小计(万元),8394,3365,72,12253,11734,7376,5552,6497,5790,3664,1557,3327,2653,4332,2720,3817, 
 筹资活动产生的现金流量净额(万元),1806,635,-72,19538,20056,17515,18598,3503,4613,2724,-57,1706,347,-1300,1280,483, 
 汇率变动对现金及现金等价物的影响(万元),77,87,18,199,164,78,72,29,13,-8,-34,-25,-13,13,4,--, 
 现金及现金等价物净增加额(万元),-7140,-785,-5505,8653,2648,5715,11937,4200,-5476,-5842,-7964,2720,-4932,177,2832,1493, 
 加:期初现金及现金等价物余额(万元),23138,23138,23506,14484,15379,14484,14484,10285,10445,10285,10285,7565,7815,7388,4556,3063, 
 期末现金及现金等价物余额(万元),15997,22353,18000,23138,18027,20199,26421,14484,4970,4443,2321,10285,2883,7565,7388,4556, 
 净利润(万元),--,1282,--,5702,--,1943,--,5091,1889,1412,--,4734,--,4152,3540,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
