 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31, 
 销售商品、提供劳务收到的现金(万元),6941221,5072076,3237781,1521068,6322761,4372146,2795623,1319635,4557263,3484497,2184447,1048518,4640538,3648623,2484882,1288694,5035783,3647526,2418633,1078822,6359681,4898775,2896228,1235098,5491702,4958973,4260283, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1871,5661,24,16093,807,8259,8,13128,1239,7237,1054,13130,1300,1788,876,386,759,168,154,--,1373,1037,709,12,497,296,--, 
 收到的其他与经营活动有关的现金(万元),65840,75581,28133,13953,47058,70919,36131,17080,51564,66724,40403,13292,71486,47012,26312,10521,43145,45024,29848,12516,42789,35502,27664,23339,58226,29291,42978, 
 经营活动现金流入小计(万元),7008931,5153318,3265938,1551114,6370626,4451324,2831762,1349842,4610066,3558457,2225904,1074939,4713324,3697423,2512070,1299601,5079687,3692719,2448635,1091338,6403843,4935314,2924601,1258449,5550425,4988560,4303261, 
 购买商品、接受劳务支付的现金(万元),5620240,3871081,2575894,1167555,4570223,3138180,1905736,937868,2450283,1771815,992300,444206,2585050,1918001,1279816,633136,3263406,2136946,1616135,641576,4274028,3161990,1906848,799597,4025529,3908041,3006290, 
