 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),24718,127338,87966,54808,19785,94089,90234,59544,22321,82904,67602,54272,32712,95914,71118,58078,25742,92423,68865,47075,19168,65049,47305,30938,9732,67398,50419,34781,19696,44793,35234,25070,8747,43782,11896,30065,24677, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),420,724,391,384,151,678,444,124,36,75,84,43,28,--,18,17,12,5,7,--,0,59,16,1,1,111,--,--,--,5,5,3,3,13,13,--,--, 
 收到的其他与经营活动有关的现金(万元),262,1141,2093,938,736,1592,1173,461,307,934,527,229,163,3325,800,602,148,2022,887,601,141,2433,1782,1460,181,1707,1683,1277,1019,2005,148,120,89,2287,100,5347,3565, 
 经营活动现金流入小计(万元),25401,129203,90450,56130,20672,96359,91852,60129,22665,83912,68213,54544,32904,99239,71937,58697,25902,94450,69759,47676,19310,67541,49103,32399,9913,69216,52102,36058,20715,46803,35387,25193,8839,46083,12009,35412,28242, 
 购买商品、接受劳务支付的现金(万元),31994,95658,84359,58374,25141,58599,76184,57996,31135,46602,40126,30250,17809,59759,46767,33894,16326,60691,46277,30251,14363,54280,36783,23811,9503,46384,31682,22593,9570,37793,27237,16659,7523,26226,9171,16481,15447, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
