 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),24077,73710,65953,39886,16624,39875,47312,25803,7806,27339,18913,12284,5845,28045,20799,13993,5539,27843,25947,21534, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),159,524,361,225,43,23,123,23,--,16,18,--,--,9,9,9,5,18,12,--, 
 收到的其他与经营活动有关的现金(万元),198,3550,1736,976,638,534,1302,212,138,479,271,77,16,513,380,186,35,459,773,432, 
 经营活动现金流入小计(万元),24434,77784,68051,41087,17305,40431,48737,26038,7943,27834,19202,12360,5861,28567,21188,14188,5578,28321,26732,21966, 
 购买商品、接受劳务支付的现金(万元),9592,22334,27771,16692,7747,15668,31848,15660,4858,17300,11866,7867,4514,17287,12239,7732,3386,16942,15813,13827, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6210,17089,12408,7871,3870,8312,5482,3011,1022,3960,2896,1831,834,3621,2707,1730,813,3210,2393,1946, 
 支付的各项税费(万元),2124,9252,6596,3990,1634,4079,2217,820,286,2268,2034,1439,822,2137,1627,924,321,2203,2011,1761, 
 支付的其他与经营活动有关的现金(万元),4703,6942,7829,5207,2257,4172,3498,1466,530,1433,1084,548,212,1133,932,538,214,1312,1569,1088, 
 经营活动现金流出小计(万元),22629,55617,54604,33760,15508,32232,43045,20957,6695,24961,17881,11685,6382,24178,17505,10923,4734,23666,21786,18622, 
 经营活动产生的现金流量净额(万元),1805,22167,13447,7327,1797,8200,5692,5081,1248,2874,1321,675,-521,4390,3683,3265,844,4654,4946,3344, 
 收回投资所收到的现金(万元),--,300,317,167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),22,282,4,--,--,290,105,48,--,--,--,--,--,--,--,--,--,3,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,105,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,235,200,--,340,--,--,--,--,--,--,--,352,246,246,246,656,292,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),22,687,586,367,0,630,105,48,0,0,0,0,0,352,246,246,246,659,292,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2654,27728,21480,12949,4922,10073,5541,2635,1832,6290,3386,1586,852,3879,3413,2552,702,5575,5456,7742, 
 投资所支付的现金(万元),2000,3060,15941,10341,2910,2820,1990,1790,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,22958,9717,5831,-285,23895,23868,22252,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),60,--,32,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),4714,53746,47169,29153,7547,36788,31399,26677,1832,6290,3386,1586,852,3879,3413,2552,702,5575,5456,7742, 
 投资活动产生的现金流量净额(万元),-4692,-53059,-46583,-28786,-7547,-36158,-31294,-26629,-1832,-6290,-3386,-1586,-852,-3527,-3167,-2306,-456,-4917,-5164,-7742, 
 吸收投资收到的现金(万元),--,13787,13757,13561,13561,37232,37202,37202,--,18419,18419,18419,--,84,84,84,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,346,--,--,--,30,--,--,--,--,--,--,--,84,--,84,--,--,--,--, 
 取得借款收到的现金(万元),13000,54280,43780,27730,7800,15200,5200,3200,2000,8000,500,500,500,9400,5400,2000,--,7500,17000,9530, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),540,400,200,200,200,122,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),13540,68467,57737,41491,21561,52554,42402,40402,2000,26419,18919,18919,500,9484,5484,2084,0,7500,17000,9530, 
 偿还债务支付的现金(万元),10812,21975,19607,10773,3200,18800,11932,4400,1500,14100,13600,10100,500,7600,5500,1600,--,5735,15795,5200, 
 分配股利、利润或偿付利息所支付的现金(万元),532,6694,6135,5879,238,2098,1986,1906,497,1394,1347,471,238,915,679,448,218,825,864,581, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),336,910,586,27,8,905,621,529,23,802,623,449,3,35,35,35,35,80,85,30, 
 筹资活动现金流出小计(万元),11680,29579,26328,16679,3446,21803,14539,6834,2019,16296,15571,11020,740,8550,6214,2083,253,6640,16744,5811, 
 筹资活动产生的现金流量净额(万元),1860,38888,31409,24812,18115,30751,27863,33568,-19,10123,3348,7899,-240,934,-730,1,-253,860,256,3718, 
 汇率变动对现金及现金等价物的影响(万元),-30,-556,-38,-28,-4,38,13,11,0,8,9,5,5,14,1,1,-0,-3,-8,0, 
 现金及现金等价物净增加额(万元),-1056,7441,-1765,3325,12361,2830,2274,12031,-603,6714,1291,6993,-1608,1810,-213,959,134,594,31,-680, 
 加:期初现金及现金等价物余额(万元),19831,12390,12390,12390,12390,9560,9560,9560,9560,2846,2846,2846,2846,1036,1036,1036,1036,442,411,1091, 
 期末现金及现金等价物余额(万元),18775,19831,10625,15715,24751,12390,11834,21590,8957,9560,4138,9839,1238,2846,823,1995,1170,1036,442,411, 
 净利润(万元),--,17255,--,8322,--,7505,--,2665,--,3098,--,2054,--,4030,--,2414,--,4799,4739,4012, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,936,--,354,--,527,--,454,--,297,--,283,--,330,--,98,--,246,195,89, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6240,--,2598,--,3496,--,1467,--,2237,--,1056,--,1912,--,924,--,1673,1148,875, 
 无形资产摊销(万元),--,455,--,102,--,272,--,106,--,155,--,78,--,147,--,70,--,139,133,84, 
 长期待摊费用摊销(万元),--,338,--,123,--,146,--,52,--,54,--,27,--,51,--,24,--,4,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,135,--,1,--,61,--,37,--,--,--,--,--,--,--,--,--,7,0,--, 
 固定资产报废损失(万元),--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1073,--,477,--,390,--,212,--,523,--,444,--,904,--,446,--,831,877,592, 
 投资损失(万元),--,375,--,252,--,191,--,44,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-669,--,-73,--,-312,--,-58,--,-19,--,-22,--,-41,--,-37,--,-61,-117,117, 
 递延所得税负债增加(万元),--,1376,--,134,--,189,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-8880,--,-3236,--,-6496,--,-3600,--,-488,--,2112,--,-2334,--,466,--,-2506,-2265,-2571, 
 经营性应收项目的减少(万元),--,-6551,--,-5074,--,-4313,--,-1305,--,-2039,--,-3673,--,-2218,--,-1081,--,-2111,-663,-10, 
 经营性应付项目的增加(万元),--,10410,--,3346,--,6814,--,5010,--,-945,--,-1684,--,1608,--,-59,--,1633,899,156, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-328,--,--,--,-269,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,22167,--,7327,--,8200,--,5081,--,2874,--,675,--,4390,--,3265,--,4654,4946,3344, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),18775,19831,10625,15715,24751,12390,11834,21590,8957,9560,4138,9839,1238,2846,823,1995,1170,1036,442,411, 
 现金的期初余额(万元),19831,12390,12390,12390,12390,9560,9560,9560,9560,2846,2846,2846,2846,1036,1036,1036,1036,442,411,1091, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1056,7441,-1765,3325,12361,2830,2274,12031,-603,6714,1291,6993,-1608,1810,-213,959,134,594,31,-680, 

