 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),45875,29822,44348,31916,34405,7002,29730,19199,7311, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),583,381,615,434,31,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),239,109,1413,380,727,173,2101,2355,657, 
 经营活动现金流入小计(万元),46696,30313,46377,32731,35163,7175,31830,21554,7968, 
 购买商品、接受劳务支付的现金(万元),27346,16337,26482,21500,25995,4946,18535,13345,6626, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4576,3120,4905,3405,4615,1208,3602,2336,2223, 
 支付的各项税费(万元),1491,1012,825,688,748,424,457,135,103, 
 支付的其他与经营活动有关的现金(万元),1818,1038,1608,1938,2039,409,1815,2320,1152, 
 经营活动现金流出小计(万元),35230,21507,33820,27532,33397,6987,24409,18136,10105, 
 经营活动产生的现金流量净额(万元),11465,8805,12557,5198,1766,188,7421,3418,-2136, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),28,--,87,87,--,--,75,--,1378, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),55,39,76,33,1255,8,4074,5049,3075, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),83,39,163,121,1255,8,4149,5049,4453, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5240,3319,4917,2196,14063,4731,12288,11506,6267, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5240,3319,4917,2196,14063,4731,12288,11506,6267, 
 投资活动产生的现金流量净额(万元),-5157,-3280,-4754,-2075,-12807,-4723,-8138,-6458,-1814, 
 吸收投资收到的现金(万元),--,--,--,--,6990,6990,--,--,3350, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),22086,18101,14798,10984,17213,2569,11791,10773,3105, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),22086,18101,14798,10984,24204,9559,11791,10773,6455, 
