 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),54066,35642,16888,99388,56400,35316,15442,82391,37437,20367,7440,43687,20301,11969,5258,18097,13218,8535,4039,17374,--,7859,3714,14848,13894,8760,5961, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1481,4,--,--,7,5,232,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6581,3932,513,1680,12668,786,787,1017,11407,1116,8477,2659,284,129,50,950,798,703,144,445,--,179,30,642,584,977,59, 
 经营活动现金流入小计(万元),62129,39578,17400,101068,69075,36107,16461,83408,48856,21483,15916,46345,20584,12098,5308,19047,14016,9239,4183,17820,--,8037,3744,15491,14478,9737,6021, 
 购买商品、接受劳务支付的现金(万元),29699,18739,11489,57066,44398,26820,12995,51326,31586,17288,8148,16442,8848,4705,1614,5781,4210,2138,912,4710,--,2207,1042,4105,3402,3152,1446, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16405,11623,5611,21681,16509,11944,6110,19270,15034,10316,4336,11278,7700,4548,2275,6955,4708,3361,1666,5583,--,2739,1368,4597,3827,2791,1846, 
 支付的各项税费(万元),4892,4810,1589,8173,6388,6415,2563,7399,6569,4609,1566,3302,2409,1391,486,2001,1792,1207,589,1982,--,1031,783,1701,1329,929,558, 
 支付的其他与经营活动有关的现金(万元),12495,5601,3570,8749,26670,9409,5456,9609,20651,7121,20152,4315,2576,1592,1690,1695,1168,685,373,1089,--,587,347,1035,1260,892,1268, 
