 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),97886,63371,161563,117763,81409,124738,51226,131583,100848,95803, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),9224,7372,17319,14822,8945,10093,5227,19641,14185,5481, 
 经营活动现金流入小计(万元),107110,70743,178883,132585,90354,134831,56453,151224,115033,101285, 
 购买商品、接受劳务支付的现金(万元),43239,29017,80164,58874,39104,63995,37922,64948,47847,47975, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),43888,34471,34891,27465,21585,36064,16080,30891,22655,16897, 
 支付的各项税费(万元),12037,7077,12524,9594,6456,14865,10604,9028,8756,6268, 
 支付的其他与经营活动有关的现金(万元),24847,17392,20428,17806,12607,15270,6678,18136,18623,28233, 
 经营活动现金流出小计(万元),124011,87958,148007,113739,79752,130194,71284,123003,97881,99373, 
 经营活动产生的现金流量净额(万元),-16901,-17214,30876,18846,10601,4637,-14831,28221,17152,1912, 
 收回投资所收到的现金(万元),--,--,1000,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,10,21,3,3,715,--,61,4,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,-6320, 
 收到的其他与投资活动有关的现金(万元),17326,17326,--,--,--,13499,14524,2297,--,29726, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17339,17336,1021,3,3,14214,14524,2358,4,23413, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3423,2243,4925,3072,3016,10452,7919,6960,25040,11209, 
 投资所支付的现金(万元),32143,65,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,5748,4748,333,1050,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,10697,2000,8174,4000,14494, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),35566,2308,4925,3072,3016,26898,14667,15467,30090,25703, 
 投资活动产生的现金流量净额(万元),-18227,15028,-3905,-3069,-3014,-12684,-143,-13108,-30086,-2290, 
 吸收投资收到的现金(万元),85887,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),36000,25420,52587,47592,27587,68413,18000,45000,47000,50000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,14506,--,--,--,--, 
 筹资活动现金流入小计(万元),121887,25420,52587,47592,27587,82919,18000,45000,47000,50000, 
 偿还债务支付的现金(万元),82587,26587,61413,46000,21000,65000,6000,42000,34000,50000, 
 分配股利、利润或偿付利息所支付的现金(万元),4517,4112,5838,4396,1573,6597,1962,6114,1425,8293, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),980,40,1307,1307,1307,2000,--,--,--,--, 
 筹资活动现金流出小计(万元),88083,30739,68558,51703,23880,73597,7962,48114,35425,58293, 
 筹资活动产生的现金流量净额(万元),33804,-5319,-15971,-4112,3707,9322,10038,-3114,11575,-8293, 
 汇率变动对现金及现金等价物的影响(万元),-1,-1,0,0,0,-2,-2,-1,--,--, 
 现金及现金等价物净增加额(万元),-1324,-7506,11000,11666,11294,1273,-4938,11997,-1359,-8672, 
 加:期初现金及现金等价物余额(万元),41623,41623,30623,30623,30623,29350,29350,17353,18711,27383, 
 期末现金及现金等价物余额(万元),40298,34117,41623,42288,41917,30623,24412,29350,17353,18711, 
 净利润(万元),--,14614,16059,--,6768,10663,--,15081,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4640,9979,--,3208,7489,--,5555,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1613,3043,--,1542,3294,--,3059,--,--, 
 无形资产摊销(万元),--,124,179,--,81,213,--,157,--,--, 
 长期待摊费用摊销(万元),--,46,150,--,58,49,--,42,--,--, 
