 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),540146,323539,140669,561054,364972,221419,97233,422384,288052,351801,303768,238514,228635, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),12765,8842,4146,8750,5525,3447,2564,6313,4466,4239,999,97,516, 
 收到的其他与经营活动有关的现金(万元),22605,10843,7533,25373,13655,10805,8428,15072,7313,11109,5077,5722,3536, 
 经营活动现金流入小计(万元),575517,343225,152348,595178,384152,235671,108225,443769,299831,367148,309844,244332,232687, 
 购买商品、接受劳务支付的现金(万元),312824,197521,89256,277024,185123,114548,61082,199152,123837,200011,159792,122053,125105, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),69400,45839,21765,76417,54788,35149,14365,59504,43693,51612,35802,31172,27672, 
 支付的各项税费(万元),43449,25967,9835,45950,35761,21741,8814,44092,31850,34145,25197,17284,13210, 
 支付的其他与经营活动有关的现金(万元),76625,49666,21744,98327,60747,37577,16032,64812,46162,58530,43600,40830,29254, 
 经营活动现金流出小计(万元),502299,318993,142600,497718,336419,209015,100292,367560,245543,344298,264391,211340,195241, 
 经营活动产生的现金流量净额(万元),73218,24232,9748,97460,47733,26657,7933,76209,54288,22850,45453,32992,37446, 
 收回投资所收到的现金(万元),511,511,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),4733,3198,1135,393,250,150,16,2944,2676,3426,2798,1767,2503, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),36,9,1,34,25,22,10,20,13,5,126,12,113, 
 处置子公司及其他营业单位收到的现金净额(万元),787,777,--,1206,618,618,--,1113,20,135,--,--,--, 
 收到的其他与投资活动有关的现金(万元),55470,55470,--,3479,5347,2088,1104,4353,4360,17225,1371,1138,1481, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),61537,59965,1136,5111,6240,2878,1130,8430,7069,20792,4294,2917,4097, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18903,10272,6880,23080,17112,16303,8649,30024,23263,42882,15269,17970,3581, 
 投资所支付的现金(万元),52088,50000,--,--,--,--,--,1826,1826,--,--,--,744, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,375,--,--, 
 支付的其他与投资活动有关的现金(万元),59808,34830,34580,142176,621,408,242,1608,531,6458,15524,486,386, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),130799,95102,41460,165256,17733,16711,8891,33457,25619,49340,31167,18456,4710, 
 投资活动产生的现金流量净额(万元),-69263,-35137,-40324,-160145,-11493,-13833,-7760,-25028,-18550,-28548,-26873,-15539,-613, 
 吸收投资收到的现金(万元),463,313,8,197949,440,363,--,1276,1276,936,--,--,1878, 
 其中：子公司吸收少数股东投资收到的现金(万元),463,313,8,607,440,363,--,1276,1276,936,--,--,--, 
 取得借款收到的现金(万元),7000,4900,--,26785,36784,36784,24520,61597,56401,78909,18179,22130,16918, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),200,200,--,15,15,15,--,795,445,767,--,--,--, 
 筹资活动现金流入小计(万元),7663,5413,8,224748,37238,37162,24520,63669,58122,80612,18179,22130,18796, 
 偿还债务支付的现金(万元),13001,13001,3800,54030,38478,30511,8992,57167,45122,48566,24092,15456,12192, 
 分配股利、利润或偿付利息所支付的现金(万元),29646,29565,108,16048,15450,15062,14297,48629,48068,30876,24340,29161,34690, 
 其中：子公司支付给少数股东的股利、利润(万元),499,499,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),85,85,--,1350,--,--,--,102,102,--,--,--,316, 
 筹资活动现金流出小计(万元),42732,42651,3908,71428,53927,45573,23289,105898,93292,79442,48432,44617,47198, 
