 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),21814,9767,5010,38564,16736,9375,4504,31036,30218,27369,19947, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),980,783,279,1419,704,573,363,744,631,361,564, 
 收到的其他与经营活动有关的现金(万元),4572,3967,1675,5383,3570,2002,1910,3868,4872,2962,3263, 
 经营活动现金流入小计(万元),27366,14517,6964,45366,21010,11950,6777,35648,35720,30693,23774, 
 购买商品、接受劳务支付的现金(万元),22352,13137,5853,22933,15785,9633,6015,21483,19749,17918,12116, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5869,3982,2367,6367,4821,3453,1981,5258,4644,3712,2467, 
 支付的各项税费(万元),2153,1650,1385,3002,1583,1340,929,2049,2079,2294,2547, 
 支付的其他与经营活动有关的现金(万元),11705,7690,5405,11524,9216,5147,5145,6523,5191,5860,5840, 
 经营活动现金流出小计(万元),42078,26460,15010,43826,31406,19574,14070,35314,31664,29784,22969, 
 经营活动产生的现金流量净额(万元),-14712,-11942,-8046,1540,-10396,-7624,-7293,334,4057,909,805, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,273, 
 取得投资收益所收到的现金(万元),68,--,--,12,12,12,--,49,36,36,14, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,18,1,18,1,117,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,103, 
 收到的其他与投资活动有关的现金(万元),7000,--,--,--,--,--,--,--,145,661,4070, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7068,0,0,31,13,30,1,166,180,697,4460, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),727,661,17,1264,736,956,29,1190,826,555,217, 
 投资所支付的现金(万元),2400,2400,--,1600,1600,1600,--,--,--,2400,240, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,29,217, 
 支付的其他与投资活动有关的现金(万元),16500,10000,--,--,--,--,--,--,--,557,3715, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19627,13061,17,2864,2336,2556,29,1190,826,3542,4389, 
 投资活动产生的现金流量净额(万元),-12559,-13060,-17,-2834,-2323,-2526,-29,-1024,-645,-2845,71, 
 吸收投资收到的现金(万元),17429,17331,98,--,--,--,--,--,6136,216,6393, 
 其中：子公司吸收少数股东投资收到的现金(万元),196,98,--,--,--,--,--,--,36,216,100, 
 取得借款收到的现金(万元),11150,6000,300,8000,6999,4900,159,5950,9500,10700,9175, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,310,692,4196, 
