 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),106097,64201,24926,124305,56859,97353,42734,74834,66047, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4500,3244,1571,2745,1150,2045,942,818,369, 
 收到的其他与经营活动有关的现金(万元),4338,1958,512,5458,1295,2427,1071,1932,3363, 
 经营活动现金流入小计(万元),114935,69403,27009,132507,59304,101825,44747,77583,69779, 
 购买商品、接受劳务支付的现金(万元),66116,40324,18559,71464,31727,59100,29184,50935,45694, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15596,10321,5443,16390,7811,12529,5033,8696,6354, 
 支付的各项税费(万元),7053,4638,2626,9120,4293,4854,2121,3093,2968, 
 支付的其他与经营活动有关的现金(万元),14166,8573,3926,14368,5234,10813,5171,5403,4388, 
