 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),89985,338580,200571,121212,49532,227731,143075,90615,45239,170375,113772,73253,35712,137901,83945,51334,27187,108424,69967,42942,17354,95829,66988,42629,94083,75250,61655, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2349,1885,1439,1197,867,1936,1970,1036,490,1144,554,499,280,2453,1905,1320,488,793,960,567,394,660,632,256,108,436,16, 
 收到的其他与经营活动有关的现金(万元),6137,5082,14809,10651,5359,3446,21961,6261,794,1249,16154,4978,672,1246,6594,3809,400,352,1891,3354,412,1181,762,1214,340,953,365, 
 经营活动现金流入小计(万元),98471,345547,216819,133060,55759,233112,167006,97912,46522,172768,130480,78730,36664,141601,92444,56463,28076,109570,72817,46863,18160,97670,68383,44099,94531,76638,62036, 
 购买商品、接受劳务支付的现金(万元),67915,204812,149908,99650,46883,124261,98221,56352,29886,82033,77642,48022,18172,81198,55248,34592,19567,60709,39968,25866,15073,55994,44204,30476,58312,43101,29863, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12589,47512,31802,20942,11386,31686,22208,14435,7525,24211,16363,11121,6154,22871,13578,8743,4980,14766,9706,5750,2820,11686,8237,5404,11334,8206,5290, 
 支付的各项税费(万元),10435,16735,15781,8613,4159,13204,11516,5829,3498,10308,8102,5096,2365,6437,5896,3944,1669,5998,4818,3487,1609,4164,2715,1721,4020,6341,4373, 
 支付的其他与经营活动有关的现金(万元),26396,54242,28569,16408,6552,36047,26402,15941,4058,27558,26689,10675,4593,27057,20506,12596,8671,18193,12600,12241,4509,12302,9481,9873,11548,12034,11218, 
 经营活动现金流出小计(万元),117334,323302,226060,145613,68980,205198,158347,92556,44968,144110,128796,74914,31284,137564,95228,59875,34887,99665,67092,47343,24011,84147,64637,47474,85214,69682,50743, 
 经营活动产生的现金流量净额(万元),-18863,22245,-9241,-12553,-13221,27914,8659,5356,1555,28658,1685,3815,5380,4037,-2784,-3412,-6812,9905,5725,-480,-5851,13523,3745,-3376,9317,6956,11292, 
 收回投资所收到的现金(万元),6000,--,--,--,--,50,45,--,--,50,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10800, 
 取得投资收益所收到的现金(万元),299,56,--,--,--,--,184,134,--,456,--,--,--,--,--,--,--,330,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1550,84,84,2,1,--,--,--,328,--,--,--,111,--,--,--,102,--,--,--,8,0,--,--,24,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,769,862,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10000,37213,3000,3000,3000,1712,3,3,33,9605,7608,2877,1021,6423,9223,9223,9198,23427,23386,7631,7620,730,1577,187,107,171,2378, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16299,39587,3947,3084,3002,1764,232,137,33,10438,7658,2877,1021,6534,9223,9223,9198,23858,23386,7631,7620,738,1577,187,107,195,13185, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9779,31440,19584,12028,8002,22839,15179,10369,7835,22111,11207,8051,4945,28311,15595,10107,5261,44398,31844,17755,11159,15431,10875,2475,4767,3560,2066, 
 投资所支付的现金(万元),--,31366,16375,10375,18,750,20050,20050,12900,750,36098,28348,--,3000,3000,3000,--,100,100,100,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),-1688,5634,--,--,--,19300,--,--,--,37848,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1600,38000,6000,6000,--,33719,--,--,--,120,--,--,--,2369,2000,2000,2000,1470,--,--,--,38500,661,--,58,145,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9691,106440,41959,28403,8020,76608,35229,30419,20735,60829,47305,36400,4945,33680,20595,15107,7261,45968,31944,17855,11159,53931,11535,2475,4824,3705,2066, 
