 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),30052,102152,75550,50635,25605,91812,67023,46487,24446,70777,50613,33502,16591,58962,41048,27385,13046,53059,38800,25913,12786,47408,33695,22313,10489,41729,30187,20519,10596,38942,27506,18502,8979,33483,24659,18950, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),952,4495,3114,1436,636,4067,2720,2157,773,4111,2643,1502,1028,3424,2773,1694,779,2693,2194,1643,390,2334,1406,1032,165,1812,1085,719,473,994,593,511,113,1224,667,675, 
 收到的其他与经营活动有关的现金(万元),1215,5430,3163,2833,1919,4261,3799,2260,1496,3697,2808,2028,494,6624,3722,3436,1506,5910,5461,4400,2174,4981,4584,3253,3021,7030,3664,3162,2048,992,624,380,176,1298,662,384, 
 经营活动现金流入小计(万元),32219,112076,81828,54904,28160,100141,73542,50903,26715,78585,56064,37031,18113,69010,47543,32515,15331,61662,46455,31955,15349,54723,39685,26598,13675,50571,34936,24400,13116,40929,28723,19393,9269,36006,25988,20009, 
 购买商品、接受劳务支付的现金(万元),10654,48433,36860,22690,9077,39548,29251,19066,8988,36928,27206,17416,7618,30410,23466,14680,8059,27984,18569,13062,6074,22912,16878,10612,5046,18620,14153,9555,4380,17893,13359,8860,5096,15705,11245,8167, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11099,33477,25526,17118,9403,29660,20832,14906,8156,24991,18532,12472,6812,21658,15885,11038,6323,19472,14668,9861,5516,15791,11558,7853,4401,12696,9136,6107,3453,9154,6717,4456,2174,6465,4780,3645, 
 支付的各项税费(万元),1074,4202,3058,2024,864,3096,2414,1475,591,2024,1513,937,414,1593,1310,894,487,1291,1061,747,429,1502,1261,903,358,1899,1542,1037,547,1546,1134,774,472,1374,677,621, 
