 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),30123,16692,5941,52635,28445,17113,4968,38447,19323,15091,5829,39543,28173,25520,15093, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),44,--,--,101,101,--,--,--,--,--,--,146,238,103,76, 
 收到的其他与经营活动有关的现金(万元),6951,4715,3550,14779,6089,384,58,966,290,166,150,1063,411,450,522, 
 经营活动现金流入小计(万元),37118,21406,9491,67515,34634,17497,5026,39413,19613,15257,5979,40752,28821,26073,15690, 
 购买商品、接受劳务支付的现金(万元),24841,13600,5889,28258,18587,13336,8197,16063,14135,9269,6388,22547,12540,12771,6144, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19036,13017,7314,19172,14016,8669,4250,14318,10634,6389,3338,12091,9607,7353,5029, 
 支付的各项税费(万元),2255,1698,1029,2172,1923,1555,1204,2136,1636,1283,1279,1429,890,759,384, 
 支付的其他与经营活动有关的现金(万元),9993,3745,2471,6443,5839,3088,1725,3385,2959,1772,1143,2549,1979,1550,1242, 
 经营活动现金流出小计(万元),56124,32059,16703,56044,40365,26648,15375,35902,29364,18713,12147,38616,25017,22433,12799, 
 经营活动产生的现金流量净额(万元),-19007,-10653,-7212,11471,-5731,-9151,-10349,3511,-9750,-3456,-6168,2136,3804,3640,2891, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,30,--, 
 收到的其他与投资活动有关的现金(万元),513,364,92,234,41,25,20,34,23,16,11,66,115,1736,761, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),516,364,92,234,41,25,20,34,23,16,11,66,115,1766,761, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4593,2833,987,1488,1837,729,152,1729,1345,368,301,1412,2088,1028,160, 
 投资所支付的现金(万元),--,--,--,420,9900,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),4593,2833,987,1908,11737,729,152,1729,1345,368,301,1412,2088,1028,160, 
 投资活动产生的现金流量净额(万元),-4078,-2469,-894,-1675,-11696,-704,-132,-1695,-1322,-352,-291,-1345,-1973,738,601, 
