 报告日期,2017-09-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),27603,34120,25225,32903,16556,33937,33994,25054, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),91,115,115,49,104,81,99,150, 
 收到的其他与经营活动有关的现金(万元),906,315,218,632,357,465,512,8438, 
 经营活动现金流入小计(万元),28600,34550,25558,33583,17017,34484,34605,33642, 
 购买商品、接受劳务支付的现金(万元),12872,11657,8547,11850,6376,14582,20442,15898, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5300,6591,5352,6409,3331,6130,5548,4377, 
 支付的各项税费(万元),2527,2788,2549,3164,1429,2624,2396,1811, 
 支付的其他与经营活动有关的现金(万元),3336,3579,3467,3094,1873,3795,4204,3949, 
 经营活动现金流出小计(万元),24036,24615,19917,24517,13010,27132,32590,26034, 
 经营活动产生的现金流量净额(万元),4564,9935,5641,9066,4007,7352,2014,7607, 
 收回投资所收到的现金(万元),213,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,8,8,27,3,44,8,164, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),313,958,958,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),547,966,966,28,3,44,8,164, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2258,5403,1642,4430,828,694,2881,2136, 
 投资所支付的现金(万元),8000,400,400,--,--,651,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,214,206,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10258,6018,2248,4430,828,1345,2881,2136, 
 投资活动产生的现金流量净额(万元),-9710,-5052,-1283,-4402,-825,-1301,-2873,-1971, 
 吸收投资收到的现金(万元),25958,200,--,--,--,151,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),21900,22356,16856,21400,10600,16600,19700,26350, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1781,1462,1079,2650,2350,19290,23850,25000, 
 筹资活动现金流入小计(万元),49640,24018,17936,24050,12950,36041,43550,51350, 
 偿还债务支付的现金(万元),21600,24456,17400,19600,10600,16100,18600,22550, 
 分配股利、利润或偿付利息所支付的现金(万元),4485,1384,610,5308,4636,2015,1060,7870, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1771,1914,1211,3529,2712,22390,23923,22300, 
 筹资活动现金流出小计(万元),27856,27754,19221,28438,17949,40505,43582,52720, 
 筹资活动产生的现金流量净额(万元),21784,-3736,-1286,-4388,-4999,-4464,-32,-1370, 
 汇率变动对现金及现金等价物的影响(万元),-207,415,131,254,-5,-9,-184,-35, 
 现金及现金等价物净增加额(万元),16431,1562,3203,531,-1822,1578,-1075,4231, 
 加:期初现金及现金等价物余额(万元),8701,7139,7139,6608,6609,5030,6106,1874, 
 期末现金及现金等价物余额(万元),25132,8701,10343,7139,4787,6608,5030,6106, 
 净利润(万元),--,5204,--,5147,--,5331,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,76,--,98,--,537,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,977,--,807,--,797,--,--, 
 无形资产摊销(万元),--,116,--,76,--,24,--,--, 
 长期待摊费用摊销(万元),--,446,--,296,--,148,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,19,--,-20,--,-26,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,374,--,650,--,982,--,--, 
 投资损失(万元),--,-9,--,4,--,2,--,--, 
 递延所得税资产减少(万元),--,85,--,-3,--,-57,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1911,--,880,--,-977,--,--, 
 经营性应收项目的减少(万元),--,4078,--,89,--,-460,--,--, 
 经营性应付项目的增加(万元),--,481,--,995,--,1056,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,50,--,-6,--,--, 
 经营活动产生现金流量净额(万元),--,9935,--,9066,--,7352,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),25132,8701,10343,7139,4787,6608,5030,6106, 
 现金的期初余额(万元),8701,7139,7139,6608,6609,5030,6106,1874, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
