 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),118878,73196,29955,95612,68914,36999,11321,30582,19338,11080,5896,24611,14492,9091,4825,27941,17122,10227,5249,22679,16711,10299,5072,25319,17146,10583,27096,21798,17699, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到的税费返还(万元),1130,486,366,1405,1019,709,412,1508,888,661,311,806,759,452,239,764,592,16,13,547,272,272,--,533,274,--,808,895,541, 
 收到的其他与经营活动有关的现金(万元),7073,12683,3200,7256,29251,13054,3065,629,412,289,195,732,934,742,255,1128,546,348,111,809,1630,1057,403,363,270,418,595,300,180, 
 经营活动现金流入小计(万元),127081,86365,33520,104272,99184,50762,14798,32720,20638,12029,6402,26149,16184,10285,5319,29833,18261,10590,5373,24034,18613,11628,5475,26214,17691,11001,28498,22993,18420, 
 购买商品、接受劳务支付的现金(万元),39999,24033,10875,11054,21614,14243,3814,9737,7939,4422,2641,9936,6365,4384,1887,8256,5329,3242,1914,5469,5478,3635,2153,10934,9572,7707,11044,9978,9734, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),37376,24256,11252,28545,17797,9660,3717,8688,6288,4626,2774,8538,6513,4709,2818,7248,5324,3859,2316,5979,4246,2861,1574,5638,4209,3064,4944,3689,2628, 
 支付的各项税费(万元),9988,6920,3895,8855,6721,4838,1968,4861,3832,3133,2007,3583,2859,2253,1276,4558,3328,2424,1189,4592,3401,2737,1210,4460,3900,2305,3268,2657,2009, 
 支付的其他与经营活动有关的现金(万元),28726,24504,8778,21644,34084,16082,4691,6092,5064,3614,2001,6199,4996,3502,1367,6158,4482,3028,1416,5286,4891,3348,1772,5794,4157,2536,5361,3596,2183, 
 经营活动现金流出小计(万元),116089,79712,34801,70098,80216,44823,14191,29378,23123,15793,9423,28255,20732,14848,7349,26219,18463,12553,6836,21326,18017,12582,6710,26826,21838,15612,24618,19919,16553, 
 经营活动产生的现金流量净额(万元),10991,6653,-1280,34175,18968,5939,607,3342,-2484,-3764,-3021,-2106,-4548,-4563,-2029,3613,-203,-1962,-1463,2708,596,-954,-1235,-612,-4147,-4611,3881,3074,1867, 
 收回投资所收到的现金(万元),--,--,1300,3550,--,--,150,1470,1470,1470,--,--,--,--,--,--,--,--,--,700,--,--,--,503,500,--,--,221,14, 
 取得投资收益所收到的现金(万元),202,197,152,319,246,29,1,27,27,27,--,--,--,--,--,--,--,--,--,--,--,--,--,0,3,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),59,10,6,26,13,6,0,0,6,1,0,3,--,--,--,56,26,26,24,103,37,15,1,9,9,9,20,6,3, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,5,--, 
 收到的其他与投资活动有关的现金(万元),22805,20805,--,470,12150,1150,--,2400,--,--,--,16015,15785,15785,--,21682,25490,20989,--,28893,28040,28040,--,0,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23066,21011,1458,4366,12408,1186,151,3897,1503,1498,0,16018,15785,15785,0,21739,25516,21015,24,29697,28077,28055,1,512,512,9,20,231,16, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11185,7772,5080,11182,5361,2400,631,3377,2697,1883,1012,4664,3846,2989,1813,5228,4361,2726,1428,7354,5323,2486,1118,3182,2749,678,5338,4364,698, 
 投资所支付的现金(万元),32082,24400,1400,14000,33831,23531,33015,2150,2000,2000,2000,2000,3190,2000,--,20,30,--,--,--,--,--,--,1200,--,500,--,381,37, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,37392,--,--,--,--,--,--,--,1031,--,--,--,191,--,--,--,--,--,--,--,0,--,--,--,519,--, 
 支付的其他与投资活动有关的现金(万元),10802,13215,--,2400,24436,17000,10000,1422,1000,1000,--,--,7169,9129,--,15785,23622,18121,--,20989,--,--,--,28040,500,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),54069,45387,6480,64973,63627,42931,43646,6949,5697,4883,3012,7695,14205,14118,1813,21225,28013,20847,1428,28343,5323,2486,1118,32422,3249,1178,5338,5264,735, 
 投资活动产生的现金流量净额(万元),-31003,-24376,-5022,-60608,-51219,-41745,-43495,-3052,-4194,-3385,-3012,8323,1580,1667,-1813,514,-2497,168,-1404,1353,22754,25569,-1117,-31909,-2736,-1168,-5318,-5033,-718, 
 吸收投资收到的现金(万元),5094,4410,--,44197,44148,44137,44052,--,--,--,--,--,--,--,--,--,--,--,--,300,300,300,300,37154,37154,--,--,8594,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,300,--,0,--,--,--,--,--, 
 取得借款收到的现金(万元),6021,3000,--,11100,5500,500,--,3000,3000,3000,1000,--,--,--,--,--,--,--,--,--,--,--,--,4500,4500,4540,4330,2000,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,2400,--,--,70,--,--,--,--,--,--,--,--,--,--,--,0,9,--,--,--,--, 
 筹资活动现金流入小计(万元),11115,7410,0,55297,49648,44637,44052,3000,5400,3000,1000,70,0,0,0,0,0,0,0,300,300,300,300,41654,41663,4540,4330,10594,500, 
 偿还债务支付的现金(万元),6600,600,--,2500,2500,2000,--,1000,1005,--,5,--,--,--,--,--,--,--,--,--,--,--,--,7000,7000,2500,3730,500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1094,789,54,476,391,381,22,317,308,263,--,1264,1375,1175,--,3600,3647,3647,--,3000,3005,3005,5,228,223,161,925,3332,20, 
 其中：子公司支付给少数股东的股利、利润(万元),163,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,6042,2400,2400,2400,135,130,9,4,110,105,105,5,720,5,5,5,--,6,29,--,804,907,--,--,--,--, 
 筹资活动现金流出小计(万元),7694,1389,54,9017,5291,4781,2422,1452,1443,272,9,1374,1479,1279,5,4320,3652,3652,5,3000,3011,3034,5,8033,8130,2661,4656,3832,20, 
 筹资活动产生的现金流量净额(万元),3421,6021,-54,46279,44357,39856,41630,1548,3957,2728,991,-1304,-1479,-1279,-5,-4320,-3652,-3652,-5,-2700,-2711,-2734,295,33621,33533,1879,-325,6762,480, 
 汇率变动对现金及现金等价物的影响(万元),45,5,-34,-38,-14,-8,-6,25,7,5,0,33,16,5,1,4,3,3,-1,14,-13,-13,-8,2,5,-2,-12,-3,0, 
 现金及现金等价物净增加额(万元),-16546,-11696,-6390,19808,12091,4042,-1264,1862,-2715,-4417,-5042,4945,-4431,-4171,-3846,-188,-6349,-5444,-2873,1376,20625,21868,-2065,1102,26655,-3902,-1775,4800,1629, 
 加:期初现金及现金等价物余额(万元),37887,37031,37839,16829,17714,17714,22283,14966,15939,15939,15939,10021,10021,10021,26398,10209,10209,10209,31752,8833,9533,9533,37783,7731,7731,7731,9506,4706,3077, 
 期末现金及现金等价物余额(万元),21341,25334,31449,36637,29805,21756,21019,16829,13225,11523,10898,14966,5590,5850,22552,10021,3860,4765,28879,10209,30159,31401,35718,8833,34386,3829,7731,9506,4706, 
 净利润(万元),--,6652,--,16720,--,5756,--,389,--,441,--,185,--,237,--,4789,--,2583,--,4699,--,2476,--,5782,--,--,5551,3967,2307, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
