 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),30513,18875,8123,33241,22145,13615,5672,27907,21482,28784,22431,55695, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1005,556,335,989,541,428,105,851,621,737,788,513, 
 收到的其他与经营活动有关的现金(万元),2708,1562,78,2588,2374,914,955,1357,1290,321,401,480, 
 经营活动现金流入小计(万元),34227,20992,8536,36818,25061,14957,6732,30115,23393,29842,23620,56689, 
 购买商品、接受劳务支付的现金(万元),22986,15053,7669,14515,9344,5862,3491,10005,7717,14079,10315,43070, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5073,3505,2147,5346,4027,2784,1522,4771,3618,4338,4032,3260, 
 支付的各项税费(万元),2282,1324,484,3843,2771,2138,686,2200,1623,2817,2488,2731, 
 支付的其他与经营活动有关的现金(万元),5986,3171,1717,4964,3940,2639,426,5203,4693,4837,3058,3600, 
 经营活动现金流出小计(万元),36327,23054,12018,28668,20081,13423,6126,22179,17651,26072,19893,52661, 
 经营活动产生的现金流量净额(万元),-2100,-2062,-3481,8150,4979,1534,606,7937,5742,3770,3727,4028, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),11,11,--,11,11,11,--,12,12,2,10,8, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,67,67,37,8,3,-1,--,--,68, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1000,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1011,11,0,78,78,48,8,15,11,2,10,76, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5701,2982,1132,3282,2379,294,72,884,385,937,1445,1593, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,526, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),17900,13900,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),23601,16882,1132,3282,2379,294,72,884,385,937,1445,2119, 
 投资活动产生的现金流量净额(万元),-22590,-16871,-1132,-3204,-2301,-245,-63,-869,-374,-935,-1435,-2043, 
 吸收投资收到的现金(万元),26425,26425,23525,--,--,--,--,20,20,40,4760,262, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,20,--,40,--,--, 
 取得借款收到的现金(万元),2000,2000,--,110,100,100,100,10,10,3000,700,4740, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),28425,28425,23525,110,100,100,100,30,30,3040,5460,5002, 
 偿还债务支付的现金(万元),10,10,--,110,100,100,--,3000,3000,--,3520,5720, 
 分配股利、利润或偿付利息所支付的现金(万元),1038,1009,0,833,833,833,0,746,746,3732,1533,664, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4013,4013,550,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),5061,5032,550,943,933,933,0,3746,3746,3732,5053,6384, 
 筹资活动产生的现金流量净额(万元),23364,23393,22975,-833,-833,-833,100,-3716,-3716,-692,407,-1382, 
 汇率变动对现金及现金等价物的影响(万元),-101,-58,-8,226,85,74,-2,199,165,-9,-23,-3, 
 现金及现金等价物净增加额(万元),-1427,4403,18354,4339,1930,530,641,3550,1818,2133,2675,601, 
 加:期初现金及现金等价物余额(万元),16302,16302,16302,11963,11963,11963,11942,8412,8412,6279,3605,3004, 
 期末现金及现金等价物余额(万元),14875,20704,34656,16302,13893,12493,12583,11963,10230,8412,6279,3605, 
 净利润(万元),--,3750,--,5535,--,2813,--,4629,--,4107,3512,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,318,--,518,--,210,--,521,--,395,265,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,356,--,773,--,392,--,823,--,799,703,--, 
 无形资产摊销(万元),--,12,--,25,--,14,--,29,--,21,20,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,6,--,102,--,24,--,19,--,0,2,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,70,--,-226,--,-74,--,-190,--,13,158,--, 
 投资损失(万元),--,-11,--,-23,--,-11,--,-12,--,-2,-10,--, 
 递延所得税资产减少(万元),--,-34,--,-69,--,-32,--,-90,--,-43,-44,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-273,--,1069,--,1218,--,340,--,-1300,-234,--, 
 经营性应收项目的减少(万元),--,-6066,--,-1426,--,-3015,--,2071,--,-874,-2275,--, 
 经营性应付项目的增加(万元),--,-255,--,722,--,-72,--,-565,--,545,1319,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,66,--,1149,--,66,--,361,--,110,312,--, 
 经营活动产生现金流量净额(万元),--,-2062,--,8150,--,1534,--,7937,--,3770,3727,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14875,20704,34656,16302,13893,12493,12583,11963,10230,8412,6279,3605, 
 现金的期初余额(万元),16302,16302,16302,11963,11963,11963,11942,8412,8412,6279,3605,3004, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1427,4403,18354,4339,1930,530,641,3550,1818,2133,2675,601, 

