 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),12587,55130,37680,21215,8350,66298,45291,35037,18225,94983,57951,33221,16722,79085,36155,9661,3727,44312,26960,21773,9197,33278,27054,24149,7997,28423,16504,10356,3672,34508,21861,10681,2686,28395,18191,9258,20747,12596,12828,8249, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),26,440,440,435,307,20,505,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1244,2569,2317,1372,505,947,2958,962,651,1349,1961,832,1925,1735,1471,752,277,821,691,464,238,1535,1214,931,261,2294,1468,1409,215,1113,765,696,388,192,18,17,268,79,268,52, 
 经营活动现金流入小计(万元),13856,58140,40437,23022,9162,67265,48755,35999,18876,96332,59912,34053,18647,80820,37626,10413,4004,45133,27650,22238,9436,34813,28268,25080,8258,30717,17972,11764,3887,35621,22626,11377,3074,28587,18209,9275,21015,12675,13097,8301, 
 购买商品、接受劳务支付的现金(万元),6401,50185,36265,21851,8415,30070,19844,11552,5443,47371,27353,19610,13304,37230,20357,10408,5659,26288,19851,14014,4018,18906,15349,10077,3684,30591,18247,13702,7528,30698,20952,12683,5970,21545,16741,8312,14747,9920,9810,5793, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),2767,11653,8828,5830,3029,12935,10174,6868,4107,12733,9045,5591,2687,8613,5368,2333,1152,4487,2849,1721,800,3421,2080,1313,628,2711,1742,1120,558,2357,1476,931,447,1929,1270,904,1223,920,675,486, 
 支付的各项税费(万元),2910,8518,6159,5143,4269,9018,6911,6066,2630,12957,10134,6421,5141,7940,5409,2426,1123,5412,4368,3302,1675,4455,3551,2522,1691,3674,2164,1542,868,2468,2059,1273,530,1822,1136,556,2386,1763,855,293, 
 支付的其他与经营活动有关的现金(万元),2331,5615,5243,3561,1865,6018,6548,3578,1746,9250,6801,3818,1803,8544,4727,2417,1250,3376,2143,1342,426,3567,1788,1192,589,2331,1654,882,647,1668,1562,934,392,811,890,469,319,538,426,326, 
 经营活动现金流出小计(万元),14409,75971,56495,36385,17579,58042,43478,28064,13927,82311,53333,35441,22935,62327,35862,17583,9184,39563,29211,20380,6919,30348,22768,15104,6591,39307,23807,17246,9601,37190,26050,15821,7339,26107,20037,10240,18675,13140,11766,6898, 
 经营活动产生的现金流量净额(万元),-553,-17832,-16058,-13363,-8417,9223,5277,7935,4949,14021,6579,-1388,-4288,18493,1764,-7170,-5180,5570,-1561,1858,2516,4465,5500,9976,1667,-8590,-5836,-5481,-5714,-1570,-3424,-4444,-4265,2480,-1828,-965,2339,-465,1330,1403, 
