 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),441063,233343,879776,641136,418655,198787,714740,546205,338149,163405,833644,575337,404619,197278,824454,612993,445336,205090,844033,666521,425406,220415,701038,546298,376285,729362,338324,679986,431069,511778, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,74,--,--,--,61,--,--,--,186,--,--,--,145,--,--,--,295,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1525,1149,3427,2458,1488,1178,6316,4792,4224,720,4922,3511,2944,1102,17428,7761,6521,2058,12463,8165,7892,303,3018,6268,6250,9385,3125,1378,1136,1762, 
 经营活动现金流入小计(万元),442588,234492,883203,643594,420143,199965,721130,550997,342373,164125,838627,578848,407563,198380,842069,620754,451857,207147,856640,674686,433299,220717,704351,552565,382535,738746,341449,681363,432205,513540, 
 购买商品、接受劳务支付的现金(万元),396021,202311,756935,555495,363233,180742,605188,478630,284674,144172,754927,526843,365824,187830,758982,553112,400867,184247,827371,635402,411596,200408,673864,529085,371878,693991,335571,625903,417492,474058, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33441,16562,54214,39992,29421,13287,44031,30063,21367,9607,36479,23614,19286,7728,26596,19488,14072,5360,23680,17044,12434,4995,20936,14483,10956,16346,9213,15404,13803,12876, 
 支付的各项税费(万元),8500,3223,14025,13886,6619,2868,11370,12853,7060,1889,7302,6051,5071,2010,13561,11380,8158,3610,8008,4575,3593,1231,7571,4978,3155,5581,3434,5115,3845,4119, 
 支付的其他与经营活动有关的现金(万元),10298,5725,16562,13285,6916,4570,16901,12463,6595,2983,12551,13998,5644,3380,19482,12080,10203,3778,20045,20067,9272,10634,19192,21030,13684,16313,6050,10381,7443,7093, 
 经营活动现金流出小计(万元),448260,227821,841737,622657,406189,201466,677490,534009,319695,158651,811259,570507,395824,200947,818621,596060,433301,196994,879103,677088,436894,217268,721564,569576,399672,732231,354268,656804,442582,498146, 
 经营活动产生的现金流量净额(万元),-5672,6671,41466,20937,13955,-1501,43640,16988,22678,5475,27368,8341,11738,-2568,23447,24694,18556,10153,-22463,-2403,-3595,3449,-17213,-17010,-17138,6515,-12819,24560,-10377,15394, 
