 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),265209,186481,110026,41945,264692,177695,104648,40248,219607,157318,90253,37250,204022,139424,77552,31862,203614,144064,85342,32871,196170,144798,84326,30524,209237,148845,88959,31215,219225,147986,85544,31423,208198,134579,76529,27360,180099,95628,55408,22790,179140,104500,60102,24257,145998,84466,52457,15544,103400,65683,34220,12766, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 收到的税费返还(万元),9970,5451,2862,1726,4072,3247,2189,1279,4238,2102,1904,878,3914,1689,1156,818,2431,1850,1225,553,1948,1235,535,201,657,1031,191,164,557,366,235,79,287,214,156,33,64,561,509,27,158,1118,1118,36,680,97,67,41,218,176,140,44, 
 收到的其他与经营活动有关的现金(万元),2055,2113,708,799,1125,1484,935,251,853,677,443,123,925,461,311,165,804,252,247,113,1179,1111,792,631,1666,1271,690,591,414,1373,591,454,780,645,598,335,4692,1139,710,3580,5404,5207,4723,4482,142,253,605,235,185,204,273,151, 
 经营活动现金流入小计(万元),277234,194045,113596,44471,269889,182426,107771,41777,224698,160097,92600,38251,208861,141574,79019,32845,206849,146166,86814,33538,199298,147144,85652,31356,211560,151147,89839,31971,220196,149725,86371,31956,209264,135439,77284,27728,184855,97328,56628,26398,184702,110825,65942,28775,146820,84815,53128,15820,103803,66063,34633,12961, 
 购买商品、接受劳务支付的现金(万元),116748,89290,55701,26753,108167,76418,44334,19177,89379,72470,38804,18210,85717,67800,37590,18160,85621,73057,39075,16863,85024,74458,41406,18016,92182,73774,43349,18543,116062,85203,50368,22035,112040,79545,42036,16236,93429,51032,27918,12807,102343,62271,34472,17580,90148,55608,35367,11933,55974,40423,20962,8354, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,--,--,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),68156,53558,36714,17234,58740,45351,30654,12068,53307,39141,25993,11015,47367,35209,24613,9775,44132,31893,21779,8708,39955,30908,20422,8404,41261,31145,20868,8338,43069,30921,20816,10419,37135,26833,17583,8051,29365,20436,13379,6740,25270,19131,12527,6136,21145,14555,8942,4343,13493,8923,5180,2782, 
