 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),33830,18749,9099,35000,24541,13358,7319,30234,15605,32956,27139,28585, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),438,255,12,70,70,--,--,--,--,33,--,136, 
 收到的其他与经营活动有关的现金(万元),608,264,128,1021,970,1055,499,2167,327,1405,54950,55198, 
 经营活动现金流入小计(万元),34876,19269,9239,36091,25581,14413,7818,32400,15932,34395,82089,83919, 
 购买商品、接受劳务支付的现金(万元),19944,9959,4271,14487,10361,4877,2884,13906,7111,18853,16030,17689, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5883,4220,2474,6349,4720,3459,1953,6025,3141,5000,3305,2727, 
 支付的各项税费(万元),2308,1595,860,3349,2967,2176,1113,3038,1561,1922,1168,1956, 
 支付的其他与经营活动有关的现金(万元),3277,2364,654,3005,2412,1272,769,3793,318,2862,54179,51162, 
 经营活动现金流出小计(万元),31412,18138,8259,27192,20461,11785,6720,26762,12132,28636,74682,73534, 
 经营活动产生的现金流量净额(万元),3464,1131,980,8899,5120,2628,1098,5638,3800,5758,7407,10385, 
 收回投资所收到的现金(万元),38510,33410,19910,71740,51900,32980,14030,33646,10046,54149,42384,108093, 
 取得投资收益所收到的现金(万元),57,48,29,107,75,47,21,49,15,53,30,34, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,23,22,36,30,24,2,12,9,145,14,20, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),38591,33481,19961,71883,52005,33051,14052,33707,10071,54347,42428,108146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3998,2165,753,2711,1196,464,79,1460,395,1920,2974,1484, 
 投资所支付的现金(万元),52210,33410,19910,71740,52100,32980,14030,32320,8720,54077,46334,108033, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),56208,35575,20663,74451,53296,33444,14109,33780,9115,55997,49308,109517, 
 投资活动产生的现金流量净额(万元),-17617,-2094,-702,-2568,-1291,-394,-57,-73,956,-1650,-6880,-1370, 
 吸收投资收到的现金(万元),30785,30785,--,--,--,--,--,--,--,--,3433,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3000,2600,2600,6530,5830,5810,2110,13100,8600,27292,41365,34531, 
