 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),79989,47887,19379,108743,81954,52223,105377,73487,73650, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1474,1394,682,1180,687,418,542,262,139, 
 经营活动现金流入小计(万元),81463,49281,20062,109924,82641,52641,105918,73749,73789, 
 购买商品、接受劳务支付的现金(万元),58142,32421,16473,72187,52557,33799,74066,50237,52697, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5798,5813,3488,10290,6308,5516,9450,7784,7072, 
 支付的各项税费(万元),2942,1550,605,4053,3068,1756,3368,3312,8069, 
 支付的其他与经营活动有关的现金(万元),5472,2656,1131,4628,4006,2004,3725,2601,2780, 
 经营活动现金流出小计(万元),72354,42440,21697,91158,65939,43075,90609,63935,70619, 
 经营活动产生的现金流量净额(万元),9110,6841,-1636,18766,16702,9566,15309,9815,3170, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,494,--,--, 
 取得投资收益所收到的现金(万元),145,145,--,183,183,183,323,237,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,1607,1604,1607,4,46,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,3335,--, 
 收到的其他与投资活动有关的现金(万元),18,90,--,563,415,358,477,4023,6711, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),163,235,0,2353,2201,2148,1298,7641,6724, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4551,2583,1362,2799,705,660,1689,3870,2673, 
 投资所支付的现金(万元),-23999,--,--,3600,3200,3200,2543,--,2445, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,3818,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,1234,1234,1234,--,2600,2705, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),-19448,2583,1362,7634,5139,5094,8050,6470,7822, 
 投资活动产生的现金流量净额(万元),19611,-2348,-1362,-5281,-2938,-2946,-6752,1171,-1098, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,17800,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16900,13000,7000,28000,13900,11000,18400,32200,22000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),232,843,800,--,21,691,--,57653,34431, 
 筹资活动现金流入小计(万元),17132,13843,7800,28000,13921,11691,18400,107653,56431, 
 偿还债务支付的现金(万元),20100,14900,5000,18400,9400,--,22000,25700,17500, 
 分配股利、利润或偿付利息所支付的现金(万元),8103,7829,7497,10128,9858,9587,6188,25226,611, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),100,30,30,88,20,20,1822,75491,20407, 
 筹资活动现金流出小计(万元),28303,22759,12527,28616,19278,9607,30010,126417,38518, 
 筹资活动产生的现金流量净额(万元),-11171,-8915,-4727,-616,-5357,2084,-11610,-18763,17913, 
 汇率变动对现金及现金等价物的影响(万元),-393,-393,-152,393,-107,-11,476,33,39, 
 现金及现金等价物净增加额(万元),17157,-4815,-7877,13261,8300,8693,-2577,-7745,20024, 
 加:期初现金及现金等价物余额(万元),26855,26855,26855,13593,13593,13593,16170,23915,3891, 
 期末现金及现金等价物余额(万元),44011,22039,18977,26855,21893,22286,13593,16170,23915, 
 净利润(万元),--,8998,3154,12233,--,6895,11734,5185,107557, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,159,31,-99,--,19,61,209,-117, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2549,1299,5111,--,2589,5176,5041,4880, 
 无形资产摊销(万元),--,129,63,253,--,127,232,156,166, 
 长期待摊费用摊销(万元),--,4,2,42,--,15,10,11,8, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-3,--,113,--,75,139,249,-8, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1022,450,712,--,579,520,1045,650, 
 投资损失(万元),--,-525,-52,-343,--,-98,71,-114,-125571, 
