 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),37161,177148,114199,80196,41984,193450,130909,90924,47944,132766,67126,37110,20960,91805,63803,37794,23496,121887,101331,74276,40838,179239,149828,103075,57605,253969,192908,114049,45244,162093,120169,69375,45496,144837,116196,77606,34376,165043,125207,73384,27788,87789,79073,50892,28744,75998,45238,25696, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1964,2826,2320,1256,809,4345,2915,1950,978,4557,3289,2956,1656,3273,3022,2216,1096,2519,1753,1194,169,4159,3633,2670,1309,4296,2662,2247,526,873,642,586,360,1556,41,10,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3695,22599,6264,4305,3440,14330,21624,4218,2327,16351,15218,2778,1920,3339,4837,3249,1040,4805,1735,1254,2255,5668,2032,819,2016,2431,480,377,1809,1770,3905,1286,217,1096,685,372,160,3341,1956,1176,--,202,2700,571,34,239,127,127, 
 经营活动现金流入小计(万元),42820,202574,122783,85757,46233,212125,155448,97093,51248,153673,85633,42843,24536,98417,71662,43259,25632,129211,104820,76724,43262,189066,155492,106564,60930,260696,196050,116673,47580,164736,124715,71247,46074,147488,116922,77987,34536,168384,127163,74560,27788,87990,81772,51463,28777,76237,45365,25823, 
 购买商品、接受劳务支付的现金(万元),31830,160864,115083,83663,42877,173920,116801,79405,42586,109375,49220,25273,20178,62121,49534,25111,19609,86294,74674,52361,28902,154275,135656,102834,58823,236241,185031,113794,45901,141193,107060,59989,40679,121957,95296,62562,30314,158364,111168,69923,29392,88649,61621,45184,26677,69919,39151,21653, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8316,26251,19438,13135,7108,26126,16684,10985,6074,18992,14396,9551,4847,15026,12698,7908,4108,16100,10433,6979,4372,13666,11039,6369,2290,13928,9249,5506,2659,8847,6462,4264,2038,6627,4875,3153,1457,6830,5254,3516,1572,2601,1783,1201,521,2199,1890,1263, 
 支付的各项税费(万元),1486,3168,3962,2952,1621,6331,4153,3235,1030,2651,2111,1342,608,3960,3597,2175,1282,6397,5491,3595,2798,5918,3552,2632,1310,6240,5249,4280,970,3137,2179,1764,896,4253,2123,1799,966,3886,2544,1652,283,1968,4702,2322,142,520,762,267, 
 支付的其他与经营活动有关的现金(万元),3494,14729,9524,6140,2932,25012,11032,6330,2324,8703,7337,5267,2494,7985,4876,3476,1688,7261,3240,2780,1494,7618,3604,2403,1656,6481,3045,1624,1777,5243,4936,2119,1400,4413,4796,1702,931,4039,3895,2430,609,1300,6293,1339,323,1829,1074,707, 
 经营活动现金流出小计(万元),45125,205012,148007,105890,54538,231388,148670,99955,52014,139722,73065,41433,28127,89092,70705,38670,26686,116052,93837,65715,37566,181477,153851,114238,64079,262891,202574,125203,51307,158419,120637,68135,45013,137250,107090,69216,33667,173118,122861,77522,31856,94519,74398,50046,27662,74467,42877,23891, 
