 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31, 
 销售商品、提供劳务收到的现金(万元),6725,504967,516039,266525,120818,757491,551954,316109,112479,342985,211764,127030,55410,187108,141998,90364,44120,197256,118978,72000,17895,70108,--,32585,11352,72388,55302,33837, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),229,7913,7436,5132,2635,10105,7425,4800,2304,10734,7803,5372,--,10214,--,7063,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),15,--,227,71,44,--,940,21,8,--,29,2,--,--,26,8,3,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),309,4418,39421,33373,3974,8569,35720,15137,10638,920,59085,48157,17821,17358,3572,3761,1648,1404,12123,10750,670,385,--,175,194,761,4866,686, 
 经营活动现金流入小计(万元),7278,517299,563124,305102,127471,776165,596039,336067,125429,354639,278681,180561,73231,214680,145596,101196,45771,198659,131100,82750,18565,70493,--,32760,11546,73148,60168,34522, 
 购买商品、接受劳务支付的现金(万元),4284,503662,519755,297790,125472,741992,544522,314598,119114,314863,180840,113810,51332,158637,67619,64714,25134,185106,138067,77302,23151,48641,--,27722,17464,45669,33327,7115, 
 客户贷款及垫款净增加额(万元),-387,-13774,-8168,-7081,2913,6901,4734,3343,1060,16868,19324,11425,2615,5843,8486,-364,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),79,1409,1126,860,274,1577,1145,877,499,1757,1287,769,--,1747,--,921,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),913,8978,6217,4190,2088,7525,5049,3302,1769,8402,6694,5417,4132,4572,3231,2209,1189,3602,2601,1814,943,3331,--,1792,1006,2445,2559,1777, 
 支付的各项税费(万元),305,9804,10485,6906,3868,22523,17601,9701,5562,15773,12917,8673,4681,11639,6655,4012,2140,5324,4261,2491,1261,6612,--,2905,1745,5781,4127,3603, 
 支付的其他与经营活动有关的现金(万元),1047,2722,26202,8034,3075,4370,39449,16875,10790,11523,63852,46869,28564,1836,20191,507,7180,1763,8283,4931,911,1016,--,293,133,827,624,9899, 
 经营活动现金流出小计(万元),6240,512800,555616,310700,137690,784888,612500,348696,138795,369186,284912,186963,91323,184275,106182,71999,35643,195794,153210,86538,26266,59600,--,32712,20349,54722,40637,22394, 
 经营活动产生的现金流量净额(万元),1038,4498,7508,-5598,-10220,-8723,-16461,-12629,-13365,-14547,-6232,-6402,-18092,30405,39414,29196,10129,2865,-22110,-3788,-7701,10893,4406,48,-8804,18426,19531,12129, 
 收回投资所收到的现金(万元),--,--,500,500,500,14764,--,--,--,--,--,--,--,--,2442,2442,2442,--,--,--,--,--,--,--,--,--,--,5059, 
 取得投资收益所收到的现金(万元),9,426,369,357,285,283,264,264,264,763,268,268,--,171,171,171,171,1251,151,151,151,76,--,76,76,60,75,45, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,22387,57,--,--,6,-12,2,2,3,533,533,-7,2681,2681,2681,2678,--,--,--,--,0,--,0,--,18,--,37, 
 处置子公司及其他营业单位收到的现金净额(万元),--,2488,2493,2493,2493,1100,11859,1550,15,341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3607,27889,6130,5664,1525,19892,6607,5607,5607,35400,20678,10120,9124,56146,57791,57290,22327,--,--,--,--,--,--,--,--,150,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3618,53189,9549,9014,4803,36044,18720,7424,5889,36506,21480,10921,9117,58998,63085,62585,27618,1251,151,151,151,76,--,76,76,228,75,5140, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6,361,432,200,166,2294,1787,1528,1289,2623,1268,978,878,6147,3203,2943,210,12143,7526,5412,1150,1065,--,498,464,1418,17266,996, 
 投资所支付的现金(万元),--,9540,--,--,--,9600,--,--,--,30,--,--,--,2351,--,--,--,--,--,--,--,--,--,--,--,62,--,5020, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,9600,9600,--,--,30,30,30,23552,30000,30000,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2000,23355,9305,2098,476,20819,5693,1000,1000,28053,23600,10800,800,22000,30361,28010,--,56504,--,--,--,--,--,--,--,--,150,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2006,33256,9737,2298,642,32713,17080,12128,2289,30706,24898,11808,1708,54050,63564,60953,210,68646,7526,5412,1150,1065,--,498,464,1480,17416,6016, 
 投资活动产生的现金流量净额(万元),1612,19933,-188,6716,4162,3331,1639,-4705,3600,5800,-3418,-887,7409,4948,-479,1632,27409,-67395,-7374,-5260,-999,-989,--,-422,-388,-1251,-17341,-875, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,1800,1800,1800,1800,--,--,--,--,54007,53897,52853,54342,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),100,54839,49180,40347,14900,123827,98568,59418,25666,122764,85800,50769,22213,48888,19715,14715,1500,37000,11000,11000,4000,30000,--,11000,11000,30000,29000,44000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,74,74,--,639,100,--,--,2000,2000,--,--,--,--,--,30,--,--,--,--,--,--,--,--,1114,100,--, 
 筹资活动现金流入小计(万元),100,54839,49254,40421,14900,124466,98668,59418,25666,126564,89600,52569,24013,48888,19715,14715,1530,91007,64897,63853,58342,30000,--,11000,11000,31114,29100,44000, 
