 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),88348,339933,256404,155369,95524,365142,295204,197728,109157,370273,256082,175391,81464,337180,242909,162632,84721,390911,259947,347413,306493, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6006,41289,13472,10260,2503,29673,20760,11695,9290,20185,10289,7431,3203,16121,10301,5842,3518,12374,10178,9601,7910, 
 经营活动现金流入小计(万元),94366,381222,269876,165629,98027,394815,315964,209422,118446,390458,266371,182823,84667,353301,253210,168473,88239,403285,270124,357013,314403, 
 购买商品、接受劳务支付的现金(万元),70825,292800,224386,131245,72653,297297,235287,154552,89723,299095,217360,140148,67393,259828,181227,125810,68960,295765,185375,267411,244815, 
 客户贷款及垫款净增加额(万元),424,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8361,24187,18191,13114,7172,25056,18719,13339,7548,24957,18171,12456,6558,21745,16443,11635,7206,21232,16069,19214,16470, 
 支付的各项税费(万元),2954,11256,7974,5529,2153,10772,8184,6515,2976,8113,6407,5266,2854,12347,8553,6975,4388,18112,16226,10180,12376, 
 支付的其他与经营活动有关的现金(万元),11307,58887,33832,21547,14854,66799,37518,27555,17413,60299,25307,20622,11633,48700,38069,23039,12179,43662,33133,39462,34737, 
 经营活动现金流出小计(万元),93871,387229,284383,171436,96833,399925,299707,201961,117660,392464,267245,178492,88436,342620,244293,167458,92733,378771,250804,336266,308399, 
 经营活动产生的现金流量净额(万元),495,-6007,-14507,-5806,1194,-5110,16257,7462,787,-2006,-874,4331,-3770,10681,8918,1015,-4495,24514,19321,20747,6004, 
 收回投资所收到的现金(万元),--,270,270,--,--,29500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,36,4,1,--,90,12,5,--,3,0,0,--,2,2,2,1,2,--,27,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1093,732,1002,732,1074,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4112,61831,80404,60764,21712,883,16500,16500,4500,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4120,63230,81411,61767,22444,31546,16512,16505,4500,3,0,0,0,2,2,2,1,2,0,27,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),295,2878,1651,1333,524,3055,2539,2194,1821,10272,4423,2356,1477,7875,5318,3085,631,3261,1180,1459,4633, 
 投资所支付的现金(万元),--,150,150,150,--,6000,6006,6006,--,--,33,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),17400,36146,66577,48877,--,59712,16700,16700,--,31653,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17695,39175,68377,50359,524,68766,25245,24900,1821,41925,4456,2356,1477,7875,5318,3085,631,3261,1180,1459,4633, 
 投资活动产生的现金流量净额(万元),-13575,24056,13033,11408,21920,-37220,-8734,-8395,2679,-41922,-4456,-2356,-1477,-7873,-5315,-3083,-630,-3259,-1180,-1431,-4632, 
 吸收投资收到的现金(万元),--,510,510,510,510,--,--,--,--,62612,62612,59672,57712,--,--,--,--,--,--,--,9464, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,510,--,510,--,--,--,--,--,4900,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,3595,2500,200,--,4200,--,--,--,5000,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,4105,3010,710,510,4200,0,0,0,73612,62612,59672,57712,0,0,0,0,0,0,0,9464, 
 偿还债务支付的现金(万元),3595,--,200,200,--,9200,5000,5000,5007,--,--,--,--,--,--,--,--,--,--,--,--, 
