 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),20577,52482,31028,21146,9566,42881,27648,17424,7772,49977,37320,23082,11583,49109,31555,7791,37131,34857,32233, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),582,950,707,223,106,1292,1086,396,--,1200,885,331,--,1377,387,--,1194,1058,658, 
 收到的其他与经营活动有关的现金(万元),3220,1507,31,251,97,1972,675,514,154,1121,1009,735,747,1252,1064,740,1150,1027,134, 
 经营活动现金流入小计(万元),24380,54939,31767,21620,9768,46145,29409,18333,7926,52298,39215,24148,12330,51738,33006,8531,39474,36942,33026, 
 购买商品、接受劳务支付的现金(万元),12975,30823,21972,14104,6956,30780,19944,13109,6853,32410,26112,17138,10223,27479,19341,5975,21060,19608,17756, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4797,11015,7010,4885,2751,8217,5517,3814,2156,6584,4974,3424,1942,5827,4401,1701,5215,4952,4198, 
 支付的各项税费(万元),3062,5696,3201,2156,1168,4346,3632,2526,1712,4261,3159,1637,717,4019,2842,1042,3449,3528,2060, 
 支付的其他与经营活动有关的现金(万元),6544,8579,3329,2682,3104,6877,5483,3431,1897,5547,4367,2672,1837,5727,4584,1858,5297,4548,3756, 
 经营活动现金流出小计(万元),27377,56112,35512,23827,13979,50221,34575,22880,12619,48802,38613,24871,14718,43053,31168,10577,35020,32637,27769, 
 经营活动产生的现金流量净额(万元),-2997,-1173,-3745,-2207,-4211,-4076,-5166,-4547,-4693,3496,602,-723,-2388,8685,1838,-2046,4454,4305,5257, 
 收回投资所收到的现金(万元),--,3497,2212,1398,200,316,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),13,27,121,96,36,21,234,136,15,235,179,112,62,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,1,1,--,0,0,0,0,4,0,0,--,--,--,--,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,1237,--,--,--,--,--,--,--,220,220,--,--,600,--,--,635,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13,4761,2334,1496,236,336,234,136,15,459,399,112,62,600,0,0,635,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3577,5097,4231,2919,737,12669,5929,5197,646,2213,758,632,94,596,661,420,3973,2866,2376, 
 投资所支付的现金(万元),44,2530,1544,--,9,4231,11826,11500,14000,12,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,356,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,4,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
