 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),255659,711167,465041,253895,100422,408802,212072,123883,62538,184721,73866,13755,7198,43655,36303,16965,9250,61159,42674,31524,19035,69239,42387,27083,10285,47812,35744,26762,11497,36008,23482,14881,22351,13351,17354,11797, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),928,637,579,553,83,954,934,844,645,5058,4439,3834,2684,5842,4726,3792,371,6973,6170,4624,2723,5173,3644,1686,1205,2397,1901,1007,456,570,406,290,286,220,354,0, 
 收到的其他与经营活动有关的现金(万元),14894,5933,39838,11778,19540,51190,12498,6603,5162,5089,4882,354,79,1633,921,344,1232,2117,2853,2496,5915,2685,2028,1281,107,1828,950,720,727,202,44,279,1353,573,864,75, 
 经营活动现金流入小计(万元),271481,717737,505458,266226,120046,460945,225504,131329,68345,194868,83187,17944,9962,51129,41951,21100,10852,70249,51697,38643,27673,77097,48059,30051,11598,52038,38595,28489,12680,36780,23931,15451,23990,14145,18572,11872, 
 购买商品、接受劳务支付的现金(万元),242707,721394,450774,246327,104610,424720,201059,117572,49239,191857,79690,12645,7334,39005,27302,17464,10682,67253,54157,39999,19625,65038,42054,27874,10980,41897,30264,21863,10500,31568,20303,12673,18176,12631,12669,9367, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),9318,13833,10031,6433,3344,9934,8001,5345,3171,5698,4171,2536,1251,8247,6517,4343,2308,9117,6736,4270,2092,7525,5538,3275,1478,4772,3631,2672,1503,4773,2864,1814,2489,1352,1956,1490, 
 支付的各项税费(万元),3350,7421,3772,2217,1118,9198,5114,3314,2733,2940,1102,906,56,1515,1425,1000,77,860,865,714,115,1274,809,665,168,1353,1118,580,404,1554,1394,829,626,460,316,169, 
 支付的其他与经营活动有关的现金(万元),10221,22377,67692,36586,25532,14394,12605,7647,7169,10341,5205,2114,1071,11531,6413,3372,2313,8020,2241,2237,2409,4679,6013,2494,2179,5332,1846,1612,1004,1302,1054,651,1391,2228,2564,691, 
 经营活动现金流出小计(万元),265596,765025,532268,291563,134604,458246,226779,133878,62313,210835,90169,18201,9712,60298,41657,26179,15380,85249,63999,47220,24240,78516,54414,34309,14804,53354,36859,26727,13410,39197,25613,15968,22682,16671,17505,11716, 
 经营活动产生的现金流量净额(万元),5884,-47289,-26810,-25337,-14558,2700,-1275,-2549,6032,-15968,-6981,-257,250,-9168,294,-5079,-4528,-15000,-12302,-8576,3433,-1420,-6355,-4259,-3207,-1316,1736,1763,-731,-2417,-1682,-517,1308,-2525,1067,155, 
 收回投资所收到的现金(万元),15848,72600,--,--,7000,15900,--,--,--,5024,16572,16572,4990,14250,55242,53047,28630,27276,4620,4000,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),5,81,63,28,5,670,667,1,--,43,43,36,26,82,62,60,32,82,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,19,--,--,--,--,--,--,--,1,29,26,--,390,1,1,--,5,--,--,--,6,3,3,--,3,3,3,--,2,2,0,4,4,9,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1013,1013,1013,450,499,487,487,487,11548,--,--,--,16542,11398,8200,5888,19947,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,1785,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,11,11,--,--,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),15857,73713,1076,1040,7455,18854,1155,488,487,16617,16645,16634,5016,31264,66703,61309,34550,47310,4620,4000,0,6,3,3,0,3,14,14,0,2,2,0,4,4,9,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),208,3093,1096,506,163,5571,1857,1678,27,1225,271,171,65,3709,3234,2742,1622,9136,7781,4637,2541,12033,7955,4662,1110,4887,3418,1742,686,2222,1653,1193,807,440,374,39, 
 投资所支付的现金(万元),24778,77661,100,--,7000,15900,500,--,--,--,--,1000,3010,10490,58932,54492,30130,23076,10740,10500,3000,25304,20841,20841,--,99,50,50,--,--,0,0,0,0,0,200, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7029,7405,4008,3681,1138,1406,1350,1082,15659,13557,1347,--,--,--,--,--,9832,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,86,30,30,136,22,12,12,545,45,35,--,--,--,--,--,--,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),24986,87782,8601,4514,10845,22609,3763,3028,1109,16884,13827,2517,3075,14200,62253,57264,31782,42179,18543,15149,5553,37882,28841,25537,1110,4986,3468,1792,686,2222,1653,1193,807,440,374,239, 
 投资活动产生的现金流量净额(万元),-9129,-14070,-7526,-3474,-3390,-3755,-2608,-2540,-622,-268,2817,14117,1941,17064,4450,4044,2768,5131,-13923,-11149,-5553,-37876,-28838,-25534,-1110,-4983,-3454,-1778,-686,-2220,-1651,-1193,-803,-436,-365,-236, 
 吸收投资收到的现金(万元),--,735,--,--,--,585,55,--,--,19764,19545,--,--,--,--,--,--,164,164,164,--,1817,1817,1817,--,197,--,--,--,39570,0,0,1830,1830,500,200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,735,--,--,--,585,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,197,--,--,--,--,0,0,0,0,0,0, 
 取得借款收到的现金(万元),36791,239207,126202,84299,36908,110489,53903,23276,7803,35626,7806,--,--,25565,9234,3234,2000,45921,41637,27458,16350,23000,18000,13000,--,--,--,--,--,4300,4300,1800,2100,600,1614,1331, 
 发行债券收到的现金(万元),21982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),73643,249833,15095,--,--,409,--,--,--,2158,2283,2283,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,112,0, 
 筹资活动现金流入小计(万元),132417,489775,141296,84299,36908,111483,53958,23276,7803,57549,29633,2283,0,25565,9234,3234,2000,46085,41801,27621,16350,24817,19817,14817,0,197,0,0,0,43870,4300,1800,3930,2430,2227,1531, 
 偿还债务支付的现金(万元),56062,140011,84977,48593,31595,73008,29991,17359,9759,41141,27196,23500,12000,23805,20463,10463,6863,29008,9823,7323,5000,3000,3000,--,--,--,--,--,--,6225,2825,1605,975,900,1047,1336, 
