 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),27549,138315,84805,51336,20770,124764,70070,46422,21809,102858,60955,35323,16620,84452,47451,29917,12408,76386,48168,31445,10523,53247,--,22395,10549,47261,41696,34674,22750, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),8,7630,5372,3593,3442,7827,5997,3364,2856,7444,5785,3651,3112,6661,4827,3815,3398,4545,2832,2361,2064,6760,--,1569,1180,2943,3421,2658,1531, 
 收到的其他与经营活动有关的现金(万元),1672,4872,3111,2029,859,5065,4511,3727,1002,13033,5110,3526,843,18624,17007,15117,276,49801,48415,47512,46670,5255,--,491,385,1524,1436,734,350, 
 经营活动现金流入小计(万元),29229,150817,93289,56959,25072,137657,80579,53512,25667,123334,71850,42500,20575,109737,69285,48849,16082,130732,99414,81317,59256,65263,--,24454,12114,51728,46553,38066,24631, 
 购买商品、接受劳务支付的现金(万元),10967,39344,24270,12992,7904,31804,16696,9627,5830,19624,15910,10776,5824,16043,11245,7972,6457,17936,14281,10712,7885,10490,--,7746,5962,10275,11388,5555,4940, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15447,57327,39093,26689,10232,46444,35015,27880,11038,43827,32002,21293,8179,35354,25206,17310,6771,29202,21337,14458,5299,27826,--,15056,5238,21361,15230,10369,8779, 
 支付的各项税费(万元),8513,17292,14444,11910,9518,15362,12990,10536,9014,14749,12662,9286,7517,10916,9113,6949,5142,10307,8712,6466,4873,11634,--,5353,4294,8093,6401,4345,2376, 
 支付的其他与经营活动有关的现金(万元),6242,28306,25157,16544,6918,36457,24941,16089,7837,35772,20836,12860,4735,33891,28009,21967,4134,63382,59158,53950,36123,14137,--,6991,3234,9367,8924,6360,4523, 
 经营活动现金流出小计(万元),41169,142269,102963,68135,34572,130068,89642,64133,33718,113972,81410,54215,26255,96204,73572,54197,22504,120827,103488,85586,54180,64086,--,35146,18727,49097,41943,26629,20617, 
 经营活动产生的现金流量净额(万元),-11940,8548,-9675,-11176,-9501,7589,-9063,-10621,-8051,9362,-9561,-11715,-5679,13533,-4287,-5348,-6422,9905,-4074,-4269,5076,1177,-11656,-10691,-6613,2632,4609,11437,4014, 
 收回投资所收到的现金(万元),--,450,146,--,--,537,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8000,520,--,--, 
 取得投资收益所收到的现金(万元),370,3778,2630,1792,331,3866,810,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,18,17,2,1,2,2,1,0,4,2,1,0,7,6,4,3,8,2,2,1,11,--,6,2,2,1,43,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
