 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),14732,88187,56565,39216,19820,64722,40961,26500,10591,50783,32858,23188,10993,44834,30696,18915,8218,49696,32130,19329,9985,52821,35382,27659,10652,56521,40382,28122,12318,67336,49883,37100,15611,48480,31541,15338,5060,23983,17983,12337,16375, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 收到的税费返还(万元),806,2700,1618,883,605,1993,1559,537,201,1627,1068,681,449,1263,913,526,11,1519,1056,533,504,1211,1142,662,59,2503,1144,1119,9,2112,1295,273,2,955,430,204,0,612,262,138,464, 
 收到的其他与经营活动有关的现金(万元),1158,3455,3856,2482,842,6093,4691,3564,581,16422,15984,9571,2375,21460,15245,11510,3675,29871,21870,16507,6256,24658,16754,8124,904,7114,3598,2529,1379,6040,3628,1093,357,2620,611,258,209,2379,2176,2127,1350, 
 经营活动现金流入小计(万元),16696,94342,62039,42581,21267,72808,47210,30601,11373,68832,49910,33439,13817,67557,46854,30951,11904,81086,55056,36369,16744,78690,53278,36445,11615,66138,45125,31770,13706,75487,54805,38466,15970,52056,32582,15801,5269,26974,20421,14603,18189, 
 购买商品、接受劳务支付的现金(万元),13341,75032,53346,32823,15002,52371,41117,27127,14137,46903,36227,22930,9792,38520,29353,17152,7074,38917,29564,18622,9888,37723,31539,23033,12516,40641,33457,20363,9829,40893,29961,20231,9242,32364,20468,9462,3288,15403,12274,10082,14076, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),3545,10217,8201,5504,3062,9014,7250,4850,2973,8666,7306,5068,2829,10840,7996,5197,3023,10914,8962,6023,3442,13098,10814,7412,4579,12462,10426,7435,4493,10112,8232,5753,2909,4373,3017,2011,1093,2711,1897,1343,1497, 
 支付的各项税费(万元),850,2928,2526,2228,1077,4373,3197,2745,841,1837,1300,915,422,2368,2009,1654,497,3618,2766,2168,510,2523,2162,1730,594,4850,3747,3174,1401,6620,5056,3723,1794,2845,2354,1388,579,1261,885,308,1455, 
 支付的其他与经营活动有关的现金(万元),3565,17424,14487,8714,3413,12766,8546,5063,2252,13039,10337,6228,3324,19227,15936,9881,5194,25821,19575,12632,6850,18392,11710,5151,1922,5816,4777,3380,2203,7230,6713,3562,1471,3113,2122,974,595,3626,4129,3699,1265, 
 经营活动现金流出小计(万元),21302,105601,78559,49270,22554,78525,60111,39785,20203,70445,55170,35140,16367,70955,55294,33884,15788,79271,60867,39444,20690,71736,56225,37327,19611,63770,52407,34352,17926,64855,49963,33269,15417,42694,27961,13835,5556,23001,19185,15432,18294, 
 经营活动产生的现金流量净额(万元),-4606,-11259,-16520,-6689,-1286,-5716,-12901,-9184,-8830,-1613,-5260,-1701,-2550,-3398,-8440,-2933,-3884,1816,-5810,-3076,-3946,6955,-2947,-882,-7996,2369,-7282,-2582,-4221,10632,4843,5197,554,9361,4622,1966,-287,3973,1236,-829,-105, 
 收回投资所收到的现金(万元),70500,583315,448745,286370,110970,526604,407840,251840,89000,297650,--,--,--,9465,5215,5000,--,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),725,4901,3623,2498,1135,9398,3778,2600,608,6632,2507,641,321,353,135,135,--,269,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,47,47,47,47,1000,--,--,--,3489,2989,2989,0,61,24,24,23,39,25,--,--,2,--,--,--,0,--,--,--,1,1,1,0,6,6,6,0,7,6,1,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0, 
