 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),119615,79965,41009,157154,127088,86765,50977,89254,60229,34182,16848,24664,8880,9628, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6103,3146,1530,2295,1492,1003,694,1647,1647,1078,251,478,605,126, 
 收到的其他与经营活动有关的现金(万元),729,367,47,502,233,181,39,789,573,159,129,764,118,787, 
 经营活动现金流入小计(万元),126448,83479,42587,159952,128813,87949,51709,91690,62449,35419,17229,25906,9603,10541, 
 购买商品、接受劳务支付的现金(万元),87231,41295,22242,81880,73840,52104,30333,57587,39596,21537,10170,14600,6086,6987, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27623,17311,7781,25728,17087,11876,6640,16512,8868,7254,2835,4560,2191,1307, 
 支付的各项税费(万元),4720,3750,2686,7068,7379,4809,4076,3988,2344,708,564,1727,389,199, 
 支付的其他与经营活动有关的现金(万元),6484,4617,1637,5265,4107,2128,451,3430,2781,2403,881,1314,1123,576, 
 经营活动现金流出小计(万元),126057,66972,34345,119940,102414,70918,41499,81518,53590,31901,14450,22202,9790,9070, 
 经营活动产生的现金流量净额(万元),391,16506,8242,40011,26399,17031,10210,10172,8859,3517,2779,3704,-187,1471, 
 收回投资所收到的现金(万元),58200,33100,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),519,369,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,101,101,150,150,171,1322,205, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2390,1790,1790,1180,950,--,--,1694,966,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
